,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59314.273333299905,1560273332015015008,2,1560273332015,20.3061,1,1560,0.526711,20.343,19.704252,20.3965,0.233009,0.120660834,0.12938184,0.4212,186.7137849,-17.7782686,0.687143,t17_f5_c3,20.1092,0.4149,False,True,False,correction_0.0.1,0.0,,
1,ztf,59316.31520830002,1562315202015015017,1,1562315202015,20.4876,1,1562,1.31218,20.3792,19.874939,20.0907,0.232055,0.14083423,0.1458433,0.2415,186.7135007,-17.7782715,0.338571,t17_f5_c3,20.0204,0.2897,False,True,False,correction_0.0.1,0.0,,
2,ztf,59319.253067099955,1565253062015015015,1,1565253062015,20.07747,1,1565,0.75076854,19.726513,19.421757,19.5964,0.1941914,0.14452523,0.14666529,0.1676,186.7136387,-17.7781779,0.32,t17_f5_c3,19.5538,0.206,True,True,False,correction_0.0.1,0.0,0.94814605,320120120.0
3,ztf,59321.24690969987,1567246902015015015,1,1567246902015,20.421774,1,1567,0.8526624,19.694971,19.39785,19.6372,0.15471779,0.115115434,0.11767703,0.183,186.7136719,-17.7782838,0.82857144,t17_f5_c3,19.8372,0.2808,True,True,False,correction_0.0.1,0.0,0.9999627,320120120.0
4,ztf,59323.31462959992,1569314622015015012,2,1569314622015,19.866745,1,1569,0.6206238,19.44435,19.11847,19.6974,0.14924285,0.107140474,0.110545516,0.3039,186.7137531,-17.7782912,0.85714287,t17_f5_c3,19.4792,0.3191,True,True,False,correction_0.0.1,0.0,0.9999701,320120220.0
5,ztf,59325.2719676001,1571271962015015010,2,1571271962015,19.747446,1,1571,0.87328315,19.62328,19.248098,19.9244,0.19733144,0.13626595,0.13967662,0.3947,186.7137536,-17.7783609,0.57857144,t17_f5_c3,19.8637,0.4788,True,True,False,correction_0.0.1,0.0,0.99997574,320120220.0
6,ztf,59334.210219900124,1580210212015015011,1,1580210212015,20.145655,1,1580,1.083677,19.627405,19.34608,19.7129,0.14720684,0.11119383,0.11360523,0.2222,186.713624,-17.77833,0.8385714,t17_f5_c3,19.6411,0.2663,True,True,False,correction_0.0.1,0.0,0.9999212,320120120.0
7,ztf,59336.25174769992,1582251742015015018,1,1582251742015,20.4156,1,1582,0.99826,19.9643,19.596357,20.0013,0.221667,0.1552068,0.15795167,0.2307,186.7136139,-17.7782862,0.598571,t17_f5_c3,20.0019,0.2951,False,True,False,correction_0.0.1,0.0,,
8,ztf,59336.313530100044,1582313532015015016,2,1582313532015,20.248995,1,1582,0.5780834,19.80747,19.375168,19.5867,0.15395007,0.09746371,0.103385374,0.1971,186.7137223,-17.7782692,0.80285716,t17_f5_c3,19.4486,0.2222,True,True,False,correction_0.0.1,0.0,0.9999957,320120220.0
9,ztf,59336.313530100044,1582313532015035016,2,1582313532015,20.249,1,1582,0.578083,19.8075,19.375189,19.5867,0.15395,0.09746242,0.103384376,0.1971,186.7137223,-17.7782692,0.802857,t17_f5_c3,19.4486,0.2222,False,True,False,correction_0.0.1,0.0,,
10,ztf,59339.2104282002,1585210422015015013,1,1585210422015,20.1659,1,1585,0.685185,20.1843,19.748428,20.0351,0.227381,0.14841309,0.15219699,0.2943,186.713709,-17.7782523,0.475714,t17_f5_c3,19.7059,0.2788,False,True,False,correction_0.0.1,0.0,,
11,ztf,59341.20969909988,1587209692015015016,2,1587209692015,20.324429,1,1587,0.5994802,19.97875,19.48716,19.8411,0.16973728,0.100930505,0.10792975,0.2505,186.7137099,-17.7782705,0.6685714,t17_f5_c3,19.8053,0.3103,True,True,False,correction_0.0.1,0.0,0.9999311,320120220.0
12,ztf,59343.21057870006,1589210572015015024,2,1589210572015,20.310991,1,1589,0.43681425,19.97118,19.48234,20.384,0.20727786,0.1265332,0.13213475,0.4402,186.7137394,-17.7782303,0.6528571,t17_f5_c3,20.5839,0.678,True,True,False,correction_0.0.1,0.0,0.99976176,320120220.0
