,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid
36,ztf,59471.2676736,1717267672415015006,1,1717267672415,20.200258,1,1717,4.4142947,20.074478,19.7384,0.20442687,0.2471,292.048919,47.1923486,0.50142854,t17_f5_c3,0.9996732,19.5156,0.2582,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
37,ztf,59473.264039400034,1719264032415015006,2,1719264032415,20.496012,1,1719,0.83333683,19.1357,19.3255,0.102985844,0.134,292.0488463,47.192352,0.87714285,t17_f5_c3,0.9999913,19.54,0.2082,766120224.0,True,True,False,correction_1.0.6,0.0,18.937393,0.08391342,0.085793525,
38,ztf,59476.301944400184,1722301942415015006,2,1722301942415,20.014751,1,1722,0.6235099,19.286976,19.4175,0.15487385,0.2274,292.0487548,47.19234,0.6957143,t17_f5_c3,0.998067,19.6555,0.3632,766120224.0,True,True,False,correction_1.0.6,0.0,19.061903,0.12427347,0.12587777,
39,ztf,59478.226331000216,1724226332415015005,2,1724226332415,19.94102,1,1724,0.70484495,19.318033,19.4119,0.1481434,0.2349,292.0488244,47.1923131,0.8385714,t17_f5_c3,0.99983,19.4043,0.2994,766120224.0,True,True,False,correction_1.0.6,0.0,19.087078,0.11798866,0.1197568,
40,ztf,59480.22189809987,1726221892415015010,2,1726221892415,20.288637,1,1726,0.8095004,19.51197,19.7452,0.17045157,0.2354,292.0488575,47.1923307,0.6571429,t17_f5_c3,0.99318314,19.7482,0.3024,766120224.0,True,True,False,correction_1.0.6,0.0,19.241072,0.13069479,0.1328133,
41,ztf,59484.18482640013,1730184822415015021,1,1730184822415,21.0112,1,1730,4.39223,20.7857,20.912,0.243474,0.3609,292.0488823,47.1923589,0.302857,t17_f5_c3,,20.9424,0.4743,,False,False,False,correction_1.0.6,0.0,,,,1.730241352415015e+18
42,ztf,59484.24135420006,1730241352415015010,2,1730241352415,20.759502,1,1730,0.8118888,19.731792,19.7698,0.13470708,0.1566,292.0488574,47.1923276,0.69857144,t17_f5_c3,0.99999356,19.7889,0.2031,766120224.0,True,True,False,correction_1.0.6,0.0,19.408382,0.09613246,0.10000601,
43,ztf,59487.196608799975,1733196602415015014,1,1733196602415,20.463108,1,1733,4.429838,20.524014,20.4021,0.2046938,0.3382,292.0489585,47.1923274,0.5314286,t17_f5_c3,0.9986448,20.4352,0.4463,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
44,ztf,59489.18258100003,1735182582415015011,2,1735182582415,20.669672,1,1735,0.7222136,19.736015,19.8213,0.15850578,0.1762,292.0488455,47.1922902,0.6742857,t17_f5_c3,0.99985254,19.7606,0.213,766120224.0,True,True,False,correction_1.0.6,0.0,19.411514,0.11425969,0.11755606,
45,ztf,59489.22182870004,1735221822415015006,1,1735221822415,20.5111,1,1735,4.16613,20.5418,21.3916,0.269121,0.8863,292.0487938,47.1923343,0.484286,t17_f5_c3,,20.8379,0.6836,,False,False,False,correction_1.0.6,0.0,,,,1.737177032415015e+18
46,ztf,59491.17703700019,1737177032415015013,2,1737177032415,20.737011,1,1737,0.7082215,19.857552,20.2034,0.15914214,0.231,292.0488442,47.1922754,0.61,t17_f5_c3,0.99998236,20.3629,0.3421,766120224.0,True,True,False,correction_1.0.6,0.0,19.500326,0.11052458,0.11452359,
