,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid
0,ztf,59423.339826399926,1669339822415015002,1,1669339822415,19.293314,1,1669,4.3293447,18.139605,18.1488,0.09064293,0.1408,292.048872,47.1923403,0.92142856,t17_f5_c3,0.99999636,18.1627,0.1827,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
1,ztf,59425.362650500145,1671362652415015017,1,1671362652415,20.450882,1,1671,4.2609024,17.89889,17.8933,0.050404582,0.0373,292.0488545,47.1923291,0.94285715,t17_f5_c3,0.9999989,17.8735,0.046,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
2,ztf,59428.25738430023,1674257382415015029,1,1674257382415,20.96124,1,1674,4.22624,17.65976,17.6364,0.038159665,0.0205,292.0488341,47.1923302,0.9342857,t17_f5_c3,0.99999714,17.6372,0.0247,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
3,ztf,59428.3472684999,1674347262415015017,2,1674347262415,20.753403,1,1674,0.8029884,17.819025,17.9005,0.046531256,0.03,292.0488531,47.1923263,0.9357143,t17_f5_c3,0.99999714,17.8799,0.0365,766120224.0,True,True,False,correction_1.0.6,0.0,17.756176,0.04349988,0.04391419,
4,ztf,59430.238622699864,1676238622415015024,2,1676238622415,20.877914,1,1676,0.76585555,17.732027,17.7127,0.04046863,0.0235,292.0488369,47.1923298,0.9357143,t17_f5_c3,0.999999,17.7199,0.0289,766120224.0,True,True,False,correction_1.0.6,0.0,17.67389,0.03795082,0.03835867,
5,ztf,59430.30328699993,1676303282415015022,1,1676303282415,20.862171,1,1676,4.314674,17.560995,17.568,0.035139028,0.0204,292.0488692,47.1923384,0.9285714,t17_f5_c3,0.99999976,17.529,0.024,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
6,ztf,59435.22290509986,1681222902415015015,1,1681222902415,21.081594,1,1681,4.253857,17.557365,17.5495,0.03630428,0.0181,292.0488504,47.1923253,0.92,t17_f5_c3,0.99999917,17.5346,0.0212,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
7,ztf,59435.25638889987,1681256382415015011,2,1681256382415,20.881119,1,1681,0.75260097,17.687449,17.7168,0.043851595,0.0236,292.0488304,47.1923298,0.93714285,t17_f5_c3,1.0,17.7256,0.029,766120224.0,True,True,False,correction_1.0.6,0.0,17.63159,0.041305576,0.041652616,
8,ztf,59438.225567100104,1684225562415015010,1,1684225562415,20.644861,1,1684,4.2148423,17.707329,17.7818,0.045441166,0.0307,292.0488242,47.1923282,0.94285715,t17_f5_c3,0.9999995,17.7666,0.0375,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
9,ztf,59438.245243099984,1684245242415015011,2,1684245242415,20.760662,1,1684,0.76325536,17.758375,17.7441,0.054925743,0.0266,292.0488312,47.1923293,0.93285716,t17_f5_c3,0.99999857,17.7217,0.032,766120224.0,True,True,False,correction_1.0.6,0.0,17.698849,0.05168111,0.051995423,
10,ztf,59440.241504599806,1686241502415025012,2,1686241502415,20.7544,1,1686,0.779876,17.8812,17.8593,0.059102,0.0293,292.0488331,47.1923359,0.931429,t17_f5_c3,,17.8236,0.0351,,False,True,False,correction_1.0.6,0.0,17.814758,0.055229597,0.055593632,1.695223612415015e+18
11,ztf,59440.241504599806,1686241502415015012,2,1686241502415,20.754402,1,1686,0.77987576,17.881168,17.8593,0.05910222,0.0293,292.0488331,47.1923359,0.93142855,t17_f5_c3,0.9999998,17.8236,0.0351,766120224.0,True,True,False,correction_1.0.6,0.0,17.814728,0.055229925,0.055593938,
12,ztf,59440.26471060002,1686264712415025018,1,1686264712415,20.7801,1,1686,4.26309,17.8298,17.8087,0.064087,0.0289,292.0488501,47.1923326,0.922857,t17_f5_c3,,17.8229,0.0362,,False,False,False,correction_1.0.6,0.0,,,,1.695223612415015e+18
13,ztf,59440.26471060002,1686264712415015018,1,1686264712415,20.780054,1,1686,4.2630944,17.829811,17.8087,0.06408718,0.0289,292.0488501,47.1923326,0.92285717,t17_f5_c3,0.9999954,17.8229,0.0362,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
14,ztf,59442.30487270001,1688304872415015009,1,1688304872415,20.467127,1,1688,4.2488565,17.948994,17.9309,0.03931881,0.0358,292.0488552,47.1923239,0.9285714,t17_f5_c3,0.9999995,17.8972,0.0434,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
15,ztf,59446.34221060015,1692342212415015002,2,1692342212415,19.763695,1,1692,0.7541962,18.20761,18.2029,0.064153746,0.0861,292.0488205,47.1923407,0.93714285,t17_f5_c3,0.99999976,18.2465,0.1146,766120224.0,True,True,False,correction_1.0.6,0.0,18.118795,0.058514334,0.0591148,
16,ztf,59446.4307407001,1692430742415015004,1,1692430742415,19.23568,1,1692,4.310131,18.362932,18.3816,0.09052625,0.1426,292.0488421,47.1923569,0.9014286,t17_f5_c3,0.99999434,18.4007,0.186,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
17,ztf,59449.22361110011,1695223612415015007,1,1695223612415,19.875336,1,1695,4.3290467,18.50182,18.4008,0.09981846,0.1019,292.0488539,47.1923553,0.9185714,t17_f5_c3,0.9995121,18.2227,0.1107,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
18,ztf,59449.32839119993,1695328392415015010,2,1695328392415,19.94259,1,1695,0.7747949,18.34,18.431,0.07830432,0.1006,292.0488481,47.1923207,0.93285716,t17_f5_c3,0.99998605,18.4497,0.1308,766120224.0,True,True,False,correction_1.0.6,0.0,18.240183,0.07080534,0.07142638,
19,ztf,59451.18703699997,1697187032415015024,2,1697187032415,20.59312,1,1697,0.79624856,18.464073,18.4004,0.06846594,0.0534,292.0488535,47.1923312,0.9342857,t17_f5_c3,0.9999852,18.3711,0.0657,766120224.0,True,True,False,correction_1.0.6,0.0,18.352772,0.06090929,0.061795063,
20,ztf,59451.207615700085,1697207612415015012,1,1697207612415,20.11221,1,1697,4.2190337,18.737314,18.6411,0.08514542,0.0978,292.0488445,47.1923184,0.93,t17_f5_c3,0.9999885,18.5359,0.1136,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
21,ztf,59453.20199069986,1699201992415015011,1,1699201992415,21.105316,1,1699,4.193222,18.87593,18.8686,0.05186426,0.0514,292.0488314,47.1923159,0.9342857,t17_f5_c3,0.9999995,18.835,0.0623,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
22,ztf,59453.26710649999,1699267102415015024,2,1699267102415,20.714157,1,1699,0.75046957,18.46435,18.3696,0.07131631,0.047,292.0488294,47.1923298,0.92285717,t17_f5_c3,0.99921966,18.3072,0.0559,766120224.0,True,True,False,correction_1.0.6,0.0,18.353022,0.06351581,0.06436612,
23,ztf,59455.17974539986,1701179742415015023,2,1701179742415,20.911922,1,1701,0.76399195,18.469717,18.5079,0.0641643,0.045,292.0488328,47.1923309,0.9342857,t17_f5_c3,0.99998415,18.5051,0.0561,766120224.0,True,True,False,correction_1.0.6,0.0,18.357864,0.056927558,0.05788316,
24,ztf,59455.22770830011,1701227702415015009,1,1701227702415,21.055613,1,1701,4.157684,19.101458,19.0469,0.062034793,0.0621,292.0488126,47.1923142,0.9257143,t17_f5_c3,0.9999342,18.9949,0.0744,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
25,ztf,59459.17108799983,1705171082415015012,1,1705171082415,20.942486,1,1705,4.207559,19.413532,19.3983,0.10350991,0.0964,292.0487914,47.1923466,0.88714284,t17_f5_c3,0.99999976,19.3673,0.1188,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
26,ztf,59459.20355319977,1705203552415015022,2,1705203552415,20.91497,1,1705,0.78520674,18.571266,18.7006,0.07564947,0.0522,292.0488313,47.1923455,0.9242857,t17_f5_c3,0.9999988,18.7797,0.0703,766120224.0,True,True,False,correction_1.0.6,0.0,18.449041,0.06662839,0.067595266,
27,ztf,59461.176122699864,1707176122415015009,2,1707176122415,20.575357,1,1707,0.804696,18.61422,18.6627,0.0706397,0.0643,292.0488529,47.192333,0.9285714,t17_f5_c3,0.9999999,18.755,0.0885,766120224.0,True,True,False,correction_1.0.6,0.0,18.48734,0.061730973,0.06284884,
28,ztf,59461.221469900105,1707221462415015004,1,1707221462415,20.402515,1,1707,4.2433186,19.579193,19.5225,0.09712716,0.1497,292.0488495,47.1923253,0.8042857,t17_f5_c3,0.99999356,19.3848,0.1686,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
29,ztf,59463.226793999784,1709226792415015014,1,1709226792415,20.862928,1,1709,4.2188406,19.798946,19.9444,0.1551804,0.1707,292.0488146,47.1923392,0.66,t17_f5_c3,0.9985455,19.8199,0.1944,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
30,ztf,59465.21930560004,1711219302415015014,1,1711219302415,20.695038,1,1711,4.1059875,19.937832,19.7061,0.12179771,0.1474,292.0488198,47.1922924,0.57,t17_f5_c3,0.99962175,19.6177,0.1733,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
31,ztf,59467.15774310008,1713157742415015020,2,1713157742415,20.788307,1,1713,0.7270099,18.809713,18.7736,0.071743354,0.0622,292.0488219,47.1923284,0.9342857,t17_f5_c3,0.99999905,18.7252,0.0751,766120224.0,True,True,False,correction_1.0.6,0.0,18.659464,0.060921796,0.06247149,
32,ztf,59467.206180599984,1713206182415015007,1,1713206182415,20.419617,1,1713,4.333678,19.97026,20.1674,0.19234969,0.2988,292.0488904,47.1923305,0.6514286,t17_f5_c3,0.9995165,20.1937,0.3918,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
33,ztf,59469.20565970009,1715205652415015010,2,1715205652415,20.826769,1,1715,0.77020794,18.913277,19.0923,0.08055147,0.0793,292.0488296,47.1923373,0.92714286,t17_f5_c3,1.0,19.2413,0.115,766120224.0,True,True,False,correction_1.0.6,0.0,18.749073,0.06759746,0.06924563,
34,ztf,59469.2423843001,1715242382415015017,1,1715242382415,20.890081,1,1715,4.250171,20.034103,19.6944,0.1081674,0.1252,292.0488778,47.1923103,0.41428572,t17_f5_c3,0.9990871,19.6492,0.153,766120124.0,True,False,False,correction_1.0.6,0.0,,,,
35,ztf,59471.20146990009,1717201462415015008,2,1717201462415,20.278288,1,1717,0.79892284,19.055592,19.2806,0.11733187,0.1473,292.048869,47.1923079,0.89857143,t17_f5_c3,0.99996936,19.4229,0.2143,766120224.0,True,True,False,correction_1.0.6,0.0,18.870253,0.09748363,0.09891919,
