,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,58904.44937499985,1150449375415015005,1,1150449375415,20.2729,1,1150,2.69741,20.3612,20.6181,0.28204,0.4187,233.9800191,64.6221052,0.44,t17_f5_c3,20.5973,0.5261,False,False,False,bulk_1.0.0,0.0,1158472415415015002,,,,,
1,ztf,58904.51965280017,1150519655415015015,2,1150519655415,20.3783,1,1150,0.934857,20.5692,20.9279,0.277241,0.6393,233.9793785,64.6221137,0.651429,t17_f5_c3,21.0413,0.9103,False,True,False,bulk_1.0.0,0.0,1158472415415015002,19.855793,0.13701928,0.14371239,,
2,ztf,58906.531701399945,1152531705415025005,1,1152531705415,20.0484,1,1152,2.31609,20.0836,20.2296,0.309158,0.3703,233.9797615,64.6220852,0.422857,t17_f5_c3,20.2787,0.4967,False,False,False,bulk_1.0.0,0.0,1158472415415015002,,,,,
3,ztf,58911.42188660009,1157421885415015009,1,1157421885415,19.9902,1,1157,2.5521,19.6842,19.6098,0.228699,0.1815,233.979911,64.6221103,0.201429,t17_f5_c3,19.5103,0.2119,False,False,False,bulk_1.0.0,0.0,1158472415415015002,,,,,
4,ztf,58911.491388900205,1157491385415015007,2,1157491385415,19.936913,1,1157,1.5984122,19.742714,19.969,0.20018087,0.3141,233.9798604,64.6220768,0.6585714,t17_f5_c3,19.9727,0.4042,False,False,True,bulk_1.0.0,0.0,1158472415415015002,,,,0.99878556,823120254.0
5,ztf,58912.47241900023,1158472415415015002,2,1158472415415,20.4234,1,1158,1.4995376,19.845043,20.0398,0.18933676,0.2888,233.9798123,64.6220662,0.65,t17_f5_c3,19.9277,0.3337,False,False,True,bulk_1.0.0,0.0,1159516435415015008,,,,0.99889433,823120254.0
6,ztf,58912.537754599936,1158537755415015010,1,1158537755415,20.641207,1,1158,2.3465328,19.552797,20.0216,0.13188937,0.2252,233.9797493,64.6221167,0.7114286,t17_f5_c3,20.0498,0.2954,False,False,False,bulk_1.0.0,0.0,1159516435415015008,,,,0.9985498,823120154.0
7,ztf,58913.46214119997,1159462145415015004,2,1159462145415,20.031698,1,1159,1.2401855,19.699087,19.4609,0.2109406,0.2496,233.9796071,64.6221137,0.6757143,t17_f5_c3,19.9431,0.4981,False,True,False,bulk_1.0.0,0.0,1159516435415015008,19.320738,0.14650032,0.14887443,0.9988833,823120254.0
8,ztf,58913.51643519988,1159516435415015008,1,1159516435415,20.574705,1,1159,2.3913262,19.53307,19.6321,0.14431347,0.1677,233.9797831,64.6221144,0.8957143,t17_f5_c3,19.4902,0.1879,False,False,False,bulk_1.0.0,0.0,1160515135415015008,,,,0.9999994,823120154.0
9,ztf,58914.44262730004,1160442625415015006,1,1160442625415,20.010204,1,1160,2.2483919,19.359629,19.4722,0.17342821,0.2502,233.979668,64.6221241,0.80285716,t17_f5_c3,19.4631,0.318,False,False,False,bulk_1.0.0,0.0,1160515135415015008,,,,0.9999926,823120154.0
10,ztf,58914.51513889991,1160515135415015008,2,1160515135415,20.577175,1,1160,1.3813866,19.73693,19.4257,0.19980977,0.1489,233.979685,64.6221269,0.50285715,t17_f5_c3,19.5081,0.205,True,True,False,bulk_1.0.0,0.0,0,19.347307,0.13689837,0.13956214,0.9999449,823120254.0
