,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59394.34815970017,1640348153615015006,1,1640348153615,20.160124,1,1640,1.4974263,18.643929,18.5716,0.097327836,0.1121,265.8713219,49.0978614,0.9071429,t17_f5_c3,0.9998517,18.4527,0.1228,763120136,True,False,False,correction_0.0.1,0.0,,,
1,ztf,59396.30322920019,1642303223615015011,1,1642303223615,20.707092,1,1642,1.4951607,18.532938,18.492,0.09377887,0.0733,265.8713833,49.0978601,0.9285714,t17_f5_c3,0.9996618,18.524,0.0878,763120136,True,False,False,correction_0.0.1,0.0,,,
2,ztf,59396.33243060019,1642332433615015008,2,1642332433615,20.658836,1,1642,1.6006596,18.312937,18.4674,0.120638095,0.0916,265.8713523,49.097787,0.46,t17_f5_c3,0.26792443,18.466,0.1049,763120236,True,False,False,correction_0.0.1,0.0,,,
3,ztf,59399.28835650021,1645288353615015028,1,1645288353615,20.884605,1,1645,1.4100426,18.83047,18.8251,0.089634456,0.0927,265.8712935,49.09781,0.9114286,t17_f5_c3,0.99787134,18.849,0.1091,763120136,True,False,False,correction_0.0.1,0.0,,,
4,ztf,59399.324201399926,1645324203615015015,2,1645324203615,20.736244,1,1645,1.5807427,18.12235,18.3145,0.07645307,0.0777,265.871378,49.0978412,0.7442857,t17_f5_c3,0.99679464,18.2544,0.0835,763120236,True,False,False,correction_0.0.1,0.0,,,
5,ztf,59401.25780089991,1647257803615015010,1,1647257803615,20.69527,1,1647,1.3569742,18.743055,18.7442,0.10320916,0.0879,265.8713535,49.0978103,0.73285717,t17_f5_c3,0.9995215,18.6074,0.0902,763120136,True,True,True,correction_0.0.1,0.0,17.25865,100.0,0.026300026
6,ztf,59401.317858799826,1647317853615015010,2,1647317853615,20.772816,1,1647,1.5763716,18.213263,18.4294,0.08976105,0.0836,265.8713572,49.0978105,0.64857143,t17_f5_c3,0.9704277,18.3592,0.089,763120236,True,False,False,correction_0.0.1,0.0,,,
7,ztf,59403.32453700015,1649324533615015018,2,1649324533615,20.700064,1,1649,1.5574608,18.29424,18.7511,0.099632144,0.1176,265.8713345,49.0977858,0.57,t17_f5_c3,0.46305704,18.7907,0.1395,763120236,True,False,False,correction_0.0.1,0.0,,,
8,ztf,59403.37017360004,1649370173615015008,1,1649370173615,20.501307,1,1649,1.4989753,19.126633,19.0449,0.11503994,0.1377,265.8713257,49.0978635,0.7885714,t17_f5_c3,0.99993455,18.9542,0.1498,763120136,True,False,False,correction_0.0.1,0.0,,,
