,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion
0,ztf,58272.18113429984,518181133715010010,2,518181133715,20.651894,-1,518,0.32012144,20.263237,18.506388,20.3584,0.19347656,0.0011144173,0.03836088,0.3427,175.731173,42.0983814,0.7633333,0.0,20.2485,0.3937,714120237.0,True,True,False,bulk_1.0.0,0.0,0.0,
1,ztf,58304.18203700008,550182033715010000,2,550182033715,20.279305,-1,550,0.1427724,20.08763,18.544853,19.7862,0.20915568,0.03118926,0.05050787,0.2697,175.7312559,42.0982996,0.66,0.0,20.1479,0.4805,714120237.0,True,True,False,bulk_1.0.0,0.0,0.0,
2,ztf,58426.536041699816,672536043715010002,2,672536043715,20.4838,-1,672,0.28454,20.1676,18.526392,20.2875,0.221205,0.029236058,0.048787866,0.3587,175.7313105,42.0983037,0.786667,,20.3058,0.4645,,False,True,False,bulk_1.0.0,0.0,6.8652604371501e+17,t12_f5_c3
3,ztf,58429.48993059993,675489933715010002,1,675489933715,20.7014,-1,675,0.59663,20.5908,19.070202,20.2478,0.292067,0.048053317,0.0719853,0.2611,175.7310057,42.0982877,0.66,,20.1077,0.2912,,False,True,False,bulk_1.0.0,0.0,6.8652604371501e+17,t12_f5_c3
4,ztf,58429.52630789997,675526303715010001,2,675526303715,20.5911,-1,675,0.410293,20.192,18.521084,19.7482,0.199823,0.01811738,0.042882446,0.2046,175.7311905,42.0981807,0.58,,19.5219,0.2107,,False,True,False,bulk_1.0.0,0.0,6.8652604371501e+17,t12_f5_c3
5,ztf,58432.49015050009,678490153715010002,1,678490153715,20.4528,-1,678,0.691655,20.5481,19.08099,20.2988,0.275105,0.04629365,0.07122863,0.3177,175.7310386,42.0981594,0.713333,,20.5289,0.5002,,False,True,False,bulk_1.0.0,0.0,6.8652604371501e+17,t12_f5_c3
6,ztf,58440.52604170004,686526043715010000,2,686526043715,20.71661,-1,686,0.13823329,20.298252,18.499577,20.6426,0.19005507,100.0,0.03625847,0.4333,175.7312174,42.0983329,0.7,0.0,20.6897,0.5747,714120237.0,False,True,False,bulk_1.0.0,0.0,7.1051075371501e+17,t8_f5_c3
7,ztf,58443.450358800124,689450353715010000,2,689450353715,19.7228,-1,689,0.253343,19.9323,18.585945,19.893,0.239366,0.055636384,0.06926608,0.4955,175.7312588,42.0983538,0.726667,,20.247,0.8804,,False,True,False,bulk_1.0.0,0.0,7.1755141371501e+17,t12_f5_c3
8,ztf,58461.53502310021,707535023715010002,2,707535023715,20.242844,-1,707,0.043730844,20.001776,18.566645,20.2664,0.20208721,0.035509437,0.053887267,0.4124,175.73119,42.0982854,0.68333334,0.0,20.5878,0.7066,714120237.0,False,True,False,bulk_1.0.0,0.0,7.3253108371501e+17,t8_f5_c3
9,ztf,58464.5107522998,710510753715010001,1,710510753715,20.981983,-1,710,0.5878191,20.597565,19.068542,20.5268,0.20599821,100.0,0.05037954,0.2797,175.7314467,42.0982487,0.58,0.0,20.2867,0.2843,714120137.0,False,True,False,bulk_1.0.0,0.0,7.3253108371501e+17,t8_f5_c3
10,ztf,58471.551411999855,717551413715010000,2,717551413715,20.743969,-1,717,0.30665424,20.135035,18.533709,20.0782,0.18430483,0.015235669,0.042170275,0.2357,175.7311334,42.0982253,0.77,0.0,20.148,0.3184,714120237.0,False,True,False,bulk_1.0.0,0.0,7.3253108371501e+17,t8_f5_c3
11,ztf,58476.52638889989,722526383715010001,2,722526383715,19.993217,-1,722,0.12124691,20.010012,18.564459,19.7812,0.20858315,0.037394978,0.055088114,0.3664,175.731241,42.098315,0.71666664,0.0,19.9607,0.5535,714120237.0,False,True,False,bulk_1.0.0,0.0,7.3253108371501e+17,t8_f5_c3
12,ztf,58486.51221060008,732512213715010001,2,732512213715,20.689016,-1,732,0.06824014,19.951628,18.580418,19.9038,0.20659184,0.0415791,0.058429047,0.2023,175.7311782,42.098292,0.72333336,0.0,19.8498,0.2438,714120237.0,False,True,False,bulk_1.0.0,0.0,7.3253108371501e+17,t8_f5_c3
13,ztf,58486.53108800016,732531083715010002,1,732531083715,20.773384,-1,732,0.022191765,20.128658,19.222368,20.0119,0.16974145,0.04030662,0.07366678,0.186,175.7312396,42.0982931,0.70666665,0.0,19.9366,0.2204,714120137.0,False,True,False,bulk_1.0.0,0.0,7.4047504371501e+17,t8_f5_c3
14,ztf,58491.53591440013,737535913715010000,2,737535913715,20.311974,-1,737,0.051318616,19.693468,18.666138,19.7156,0.18630716,0.057076667,0.07232653,0.2123,175.7312136,42.0983079,0.79,0.0,19.5033,0.2221,714120237.0,False,True,False,bulk_1.0.0,0.0,7.4047504371501e+17,t8_f5_c3
15,ztf,58494.4494097,740449403715010000,2,740449403715,20.94814,-1,740,0.16417448,19.907265,18.5933,19.9666,0.14276059,0.009269636,0.04256203,0.1828,175.7312038,42.0982462,0.79285717,0.0,19.9925,0.2359,714120237.0,False,True,False,bulk_1.0.0,0.0,7.4047504371501e+17,t15_f5_c3
16,ztf,58494.47504629986,740475043715010003,1,740475043715,20.900642,-1,740,0.10477358,20.113096,19.22919,20.1725,0.19089128,0.057463724,0.08457154,0.1987,175.7312634,42.0982672,0.70857143,0.0,20.5245,0.3476,714120137.0,True,True,False,bulk_1.0.0,0.0,0.0,t15_f5_c3
17,ztf,58502.476967600174,748476963715010000,1,748476963715,19.436,-1,748,1.52218,19.7221,,19.2338,0.279645,,,0.2696,175.7315756,42.0979411,0.222857,,19.2233,0.3427,,False,False,True,bulk_1.0.0,0.0,7.7244267371501e+17,t15_f5_c3
