,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59112.33587960014,1358335871915015001,2,1358335871915,20.3028,1,1358,1.94188,20.1976,20.3076,0.225513,0.436,343.8686295,-18.0207036,0.618571,t17_f5_c3,20.1232,0.4723,False,False,False,bulk_1.0.0,0.0,1358336813015015002,,,,,
1,ztf,59112.33681710018,1358336813015015002,2,1358336813015,20.346937,1,1358,1.2317597,20.042639,20.4745,0.18378706,0.4778,343.8685047,-18.0206884,0.70428574,t17_f5_c3,20.1778,0.4664,True,True,True,bulk_1.0.0,0.0,0,19.850756,0.15247701,0.15401444,0.9999896,343120230.0
