,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59396.33195600007,1642331952515015022,2,1642331952515,20.5837,1,1642,1.48921,20.3491,21.0214,0.232113,0.6309,268.0817342,39.8909453,0.29,t17_f5_c3,20.3386,0.432,False,False,False,correction_0.0.1,0.0,,,,,
1,ztf,59399.29164349986,1645291642515015023,1,1645291642515,20.9117,1,1645,0.609689,20.6407,20.2699,0.243421,0.2258,268.08178,39.8909518,0.271429,t17_f5_c3,20.0406,0.2358,False,True,False,correction_0.0.1,0.0,19.476292,0.04237721,0.08329034,,
2,ztf,59399.34491899982,1645344912515015008,2,1645344912515,20.609707,1,1645,1.2339033,20.08906,19.9395,0.18437923,0.2094,268.0817617,39.8908748,0.27857143,t17_f5_c3,19.5732,0.191,True,True,True,correction_0.0.1,0.0,18.725882,100.0,0.05253401,0.7571423,725120225.0
3,ztf,59401.346249999944,1647346252515015015,2,1647346252515,20.63635,1,1647,1.3659326,20.116228,20.4052,0.17966975,0.3166,268.0817317,39.8909039,0.28,t17_f5_c3,20.4469,0.4176,True,True,True,correction_0.0.1,0.0,18.733553,100.0,0.05028112,0.16321686,725120225.0
4,ztf,59401.36946759978,1647369462515015013,1,1647369462515,20.7028,1,1647,0.501769,20.6351,20.2441,0.221167,0.2435,268.0817498,39.8908689,0.351429,t17_f5_c3,20.3251,0.3346,False,True,False,correction_0.0.1,0.0,19.474371,0.02534712,0.075932756,,
5,ztf,59403.32311340002,1649323112515015008,2,1649323112515,20.601336,1,1649,1.3157492,19.973612,19.9658,0.1907705,0.2304,268.0817935,39.8909189,0.25285715,t17_f5_c3,19.9231,0.2836,True,True,True,correction_0.0.1,0.0,18.691717,100.0,0.05858058,0.8742818,725120225.0
