,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,parent_candid
26,ztf,59403.328009299934,1649328003315015004,2,1649328003315,20.321615,1,1649,0.83897346,19.139158,19.1723,0.10657443,0.1293,287.5996259,77.8071078,0.91571426,t17_f5_c3,19.0909,0.1533,True,True,False,correction_0.0.1,0.0,19.075792,0.10021879,0.10053258,0.99996537,865120233.0,
27,ztf,59404.34331020014,1650343314415015006,1,1650343314415,20.386866,1,1650,10.380602,19.281693,19.2466,0.10271365,0.1346,287.5996152,77.8070881,0.91,t17_f5_c3,19.3546,0.1896,True,False,False,correction_0.0.1,0.0,,,,0.99999905,866120144.0,
28,ztf,59404.42486110004,1650424864415015006,2,1650424864415,20.184511,1,1650,0.41526532,19.11382,19.0404,0.11173405,0.1381,287.5996205,77.8071268,0.92,t17_f5_c3,19.067,0.181,True,True,False,correction_0.0.1,0.0,19.059134,0.10546941,0.10624573,0.9999678,866120244.0,
29,ztf,59405.32807870023,1651328073315015002,1,1651328073315,20.341608,1,1651,0.7241354,19.25186,19.3428,0.0936063,0.1526,287.59978,77.8070903,0.93142855,t17_f5_c3,19.215,0.1735,True,True,True,correction_0.0.1,0.0,19.215553,0.08982237,0.09052789,0.99999815,865120133.0,
30,ztf,59405.34366900008,1651343663315015002,2,1651343663315,20.159925,1,1651,0.7716601,19.177534,19.1586,0.11781554,0.1432,287.5998579,77.8071038,0.9085714,t17_f5_c3,19.4098,0.2306,True,True,False,correction_0.0.1,0.0,19.111956,0.11060624,0.11091019,0.9999995,865120233.0,
31,ztf,59406.36836809991,1652368364415015063,1,1652368364415,19.463428,1,1652,10.572801,19.408724,19.0523,0.16593446,0.2746,287.5996757,77.8071708,0.58,t17_f5_c3,18.8778,0.3002,True,False,False,correction_0.0.1,0.0,,,,0.9995258,866120144.0,
32,ztf,59407.28843750013,1653288433315015007,1,1653288433315,20.3972,1,1653,0.69112533,19.349827,19.6578,0.11859384,0.2115,287.5998874,77.8070984,0.88,t17_f5_c3,19.4897,0.2319,True,True,True,correction_0.0.1,0.0,19.310154,0.11367433,0.11433861,0.99995905,865120133.0,
33,ztf,59407.32125000004,1653321253315015004,2,1653321253315,20.161835,1,1653,0.8531337,19.268776,19.0086,0.12343588,0.1277,287.5997983,77.8070828,0.79285717,t17_f5_c3,19.0006,0.1621,True,True,False,correction_0.0.1,0.0,19.197634,0.11526558,0.11560708,0.9999909,865120233.0,
34,ztf,59408.32200230006,1654322004415015006,2,1654322004415,20.251001,1,1654,0.4499637,19.402601,19.5197,0.10609897,0.2124,287.5995813,77.8071176,0.8857143,t17_f5_c3,19.4628,0.2581,True,True,False,correction_0.0.1,0.0,19.331787,0.09802406,0.09939972,0.9998582,866120244.0,
35,ztf,59409.30011569988,1655300113315015002,2,1655300113315,20.279863,1,1655,0.89252377,19.363712,19.2825,0.14329012,0.1576,287.5996526,77.8070875,0.8371429,t17_f5_c3,19.6791,0.2901,True,True,False,correction_0.0.1,0.0,19.286295,0.13308048,0.1334288,0.99378014,865120233.0,
36,ztf,59409.32725689979,1655327253315015006,1,1655327253315,20.420359,1,1655,0.7725615,19.456903,19.3052,0.13577159,0.1463,287.599887,77.8070748,0.80142856,t17_f5_c3,19.2654,0.1802,True,True,True,correction_0.0.1,0.0,19.4132,0.129711,0.130415,0.9999949,865120133.0,
37,ztf,59410.36840280006,1656368404415015001,1,1656368404415,20.38209,1,1656,10.336992,19.402168,19.2336,0.1532615,0.1483,287.5996204,77.8070752,0.6571429,t17_f5_c3,19.1943,0.1827,True,False,False,correction_0.0.1,0.0,,,,0.98346543,866120144.0,
38,ztf,59410.40152780013,1656401524415015005,2,1656401524415,20.238564,1,1656,0.2381968,19.479618,19.6988,0.11569742,0.2489,287.5998629,77.8071306,0.8385714,t17_f5_c3,19.5684,0.2832,True,True,False,correction_0.0.1,0.0,19.403774,0.10644453,0.10789132,0.99991745,866120244.0,
39,ztf,59411.24559029983,1657245593315015004,2,1657245593315,20.033451,1,1657,0.8034575,19.49549,19.6268,0.13081557,0.2782,287.5996634,77.8071156,0.7271429,t17_f5_c3,19.7696,0.4066,True,True,False,correction_0.0.1,0.0,19.408472,0.12025806,0.12074048,0.93417263,865120233.0,
40,ztf,59411.321678199805,1657321673315015002,1,1657321673315,20.1182,1,1657,0.813849,19.7306,19.4525,0.24034,0.2085,287.599942,77.8070627,0.505714,t17_f5_c3,19.359,0.245,False,True,True,correction_0.0.1,0.0,19.674685,0.22762553,0.22827576,,,
41,ztf,59412.3316434999,1658331644415015003,1,1658331644415,20.472317,1,1658,10.461558,19.644802,19.3731,0.124059595,0.1574,287.599597,77.8071131,0.7157143,t17_f5_c3,19.1762,0.168,True,False,False,correction_0.0.1,0.0,,,,0.99989617,866120144.0,
42,ztf,59412.39989579981,1658399894415015005,2,1658399894415,20.392002,1,1658,0.4582155,19.570526,19.6321,0.11609724,0.2078,287.599561,77.8071325,0.85571426,t17_f5_c3,19.736,0.2927,True,True,False,correction_0.0.1,0.0,19.488304,0.105933286,0.10762996,0.9996641,866120244.0,
43,ztf,59414.303159699775,1660303153315015006,2,1660303153315,20.134293,1,1660,0.9075387,19.602125,19.4452,0.1783523,0.2086,287.5996526,77.8070829,0.6157143,t17_f5_c3,19.4909,0.2789,True,True,False,correction_0.0.1,0.0,19.506514,0.16289102,0.16331796,0.999842,865120233.0,
44,ztf,59414.38245370006,1660382453315015007,1,1660382453315,20.5032,1,1660,0.7609294,19.7634,19.9215,0.13543747,0.228,287.5999763,77.8070783,0.86714286,t17_f5_c3,20.3235,0.4219,True,True,True,correction_0.0.1,0.0,19.705812,0.12721328,0.12844124,0.9999882,865120133.0,
45,ztf,59415.37273149984,1661372734415015003,2,1661372734415,20.130651,1,1661,0.5246928,19.684202,19.6491,0.1464717,0.2513,287.5994821,77.8071273,0.83285713,t17_f5_c3,19.3266,0.2399,True,True,False,correction_0.0.1,0.0,19.593275,0.13306285,0.13470474,0.99685025,866120244.0,
46,ztf,59415.37273149984,1661372734415075003,2,1661372734415,20.1307,1,1661,0.524693,19.6842,19.6491,0.146472,0.2513,287.5994821,77.8071273,0.832857,t17_f5_c3,19.3266,0.2399,False,True,False,correction_1.0.6,0.0,19.593273,0.13306317,0.13470505,,,1.676239603315015e+18
47,ztf,59415.37273149984,1661372734415065003,2,1661372734415,20.1307,1,1661,0.524693,19.6842,19.6491,0.146472,0.2513,287.5994821,77.8071273,0.832857,t17_f5_c3,19.3266,0.2399,False,True,False,correction_1.0.6,0.0,19.593273,0.13306317,0.13470505,,,1.672255323315015e+18
48,ztf,59415.450671299826,1661450674415065001,1,1661450674415,20.3566,1,1661,10.4523,19.9097,19.503,0.156578,0.1755,287.5997107,77.8071334,0.515714,t17_f5_c3,19.6374,0.2541,False,False,False,correction_1.0.6,0.0,,,,,,1.672255323315015e+18
49,ztf,59415.450671299826,1661450674415075001,1,1661450674415,20.3566,1,1661,10.4523,19.9097,19.503,0.156578,0.1755,287.5997107,77.8071334,0.515714,t17_f5_c3,19.6374,0.2541,False,False,False,correction_1.0.6,0.0,,,,,,1.676239603315015e+18
50,ztf,59417.445706000086,1663445703315015003,2,1663445703315,19.8031,1,1663,0.810424,19.7581,19.2876,0.165558,0.2509,287.5996791,77.8071095,0.398571,t17_f5_c3,19.202,0.298,False,True,False,correction_1.0.6,0.0,19.648441,0.14904767,0.14965326,,,1.672255323315015e+18
51,ztf,59422.372557899915,1668372554415015005,2,1668372554415,20.0594,1,1668,0.487075,19.996,20.2523,0.225645,0.4812,287.599539,77.807106,0.615714,t17_f5_c3,20.3556,0.6793,False,True,False,correction_1.0.6,0.0,19.876438,0.20027542,0.20211612,,,1.672255323315015e+18
52,ztf,59424.262002300005,1670262003315015004,1,1670262003315,20.2037,1,1670,0.598998,20.5581,20.1346,0.383649,0.3398,287.6000517,77.8071258,0.261429,t17_f5_c3,20.5184,0.6202,False,True,True,correction_1.0.6,0.0,20.441618,0.34284952,0.3446206,,,1.672255323315015e+18
53,ztf,59424.28849539999,1670288494415015003,1,1670288494415,20.2307,1,1670,10.064,20.4225,20.244,0.25847,0.4182,287.5999436,77.807032,0.45,t17_f5_c3,20.1411,0.4881,False,False,False,correction_1.0.6,0.0,,,,,,1.672255323315015e+18
54,ztf,59426.255324100144,1672255323315015002,2,1672255323315,20.2058,1,1672,1.066756,20.054937,19.6894,0.15818289,0.2414,287.5995939,77.8070365,0.46571428,t17_f5_c3,19.8398,0.3554,True,True,False,correction_1.0.6,0.0,19.912968,0.1377294,0.13879427,0.9992971,865120233.0,
55,ztf,59426.34021990001,1672340213315015004,1,1672340213315,20.3553,1,1672,0.573332,20.7304,20.3651,0.336717,0.432,287.5999666,77.807131,0.292857,t17_f5_c3,19.7662,0.32,False,True,True,correction_1.0.6,0.0,20.595087,0.29453272,0.29726222,,,1.676239603315015e+18
56,ztf,59426.3412269,1672341224415015004,1,1672341224415,20.4472,1,1672,10.2261,20.6569,20.0784,0.236331,0.3052,287.5998831,77.8070811,0.252857,t17_f5_c3,20.2727,0.4679,False,False,False,correction_1.0.6,0.0,,,,,,1.676239603315015e+18
57,ztf,59428.25640049996,1674256404415015005,1,1674256404415,20.6253,1,1674,10.4614,20.821,20.2854,0.336669,0.3102,287.5996554,77.807127,0.154286,t17_f5_c3,20.1888,0.3641,False,False,False,correction_1.0.6,0.0,,,,,,1.676239603315015e+18
58,ztf,59430.23960650014,1676239603315015007,2,1676239603315,20.39506,1,1676,0.8683862,20.160698,20.0214,0.2028861,0.2598,287.599852,77.8070759,0.7,t17_f5_c3,20.0553,0.3438,True,True,False,correction_1.0.6,0.0,20.005198,0.1748181,0.17581342,0.9999909,865120233.0,
59,ztf,59430.268912000116,1676268914415015006,2,1676268914415,20.5663,1,1676,0.507095,20.2407,20.6804,0.220816,0.4617,287.5994988,77.8071307,0.651429,t17_f5_c3,20.2564,0.4011,False,True,False,correction_1.0.6,0.0,20.092888,0.189826,0.19271083,,,1.681247433315015e+18
60,ztf,59430.28379630018,1676283794415015010,1,1676283794415,20.7465,1,1676,10.5348,20.9051,20.1745,0.268237,0.251,287.5995148,77.8071289,0.177143,t17_f5_c3,20.0544,0.2882,False,False,False,correction_1.0.6,0.0,,,,,,1.681247433315015e+18
61,ztf,59430.28524310002,1676285243315015002,1,1676285243315,20.65,1,1676,0.526459,20.9709,20.4549,0.290187,0.3453,287.5999086,77.807144,0.33,t17_f5_c3,20.5001,0.462,False,True,True,correction_1.0.6,0.0,20.804491,0.24413332,0.24895124,,,1.681247433315015e+18
62,ztf,59435.247430600226,1681247433315015004,2,1681247433315,20.454765,1,1681,0.99709195,20.279182,20.2414,0.19798042,0.3227,287.5995049,77.8070738,0.6342857,t17_f5_c3,20.4013,0.4791,True,True,False,correction_1.0.6,0.0,20.107103,0.16771203,0.16896266,0.9998935,865120233.0,
63,ztf,59435.25737270014,1681257374415015006,2,1681257374415,20.582472,1,1681,0.4662637,20.436703,20.7705,0.21505277,0.4861,287.5995613,77.807156,0.6414286,t17_f5_c3,20.7014,0.5854,True,True,False,correction_1.0.6,0.0,20.26189,0.17890903,0.18307109,0.99995446,866120244.0,
