,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59423.32599540008,1669325996015015020,1,1669325996015,19.741535,1,1669,2.703179,18.999157,19.359,0.12662785,0.282,267.8890103,65.2483768,0.87857145,t17_f5_c3,0.9996568,19.0425,0.2675,826120160,True,False,False,correction_1.0.6,0.0
1,ztf,59423.352661999874,1669352664815015037,1,1669352664815,19.230385,1,1669,2.028414,18.968103,18.7831,0.18230033,0.2773,267.8890552,65.2483282,0.5757143,t17_f5_c3,0.9983444,18.7632,0.3473,825120148,True,False,False,correction_1.0.6,0.0
2,ztf,59425.36700229999,1671367004815015002,1,1671367004815,20.040575,1,1671,2.0090373,18.85575,18.706,0.11538361,0.1223,267.8890495,65.2483371,0.9057143,t17_f5_c3,0.999995,18.8245,0.1709,825120148,True,False,False,correction_1.0.6,0.0
3,ztf,59425.36937499978,1671369376015015012,1,1671369376015,20.191769,1,1671,2.8490481,18.95396,18.8815,0.108538054,0.1269,267.8889819,65.2483257,0.92714286,t17_f5_c3,0.9999783,18.7223,0.1372,826120160,True,False,False,correction_1.0.6,0.0
4,ztf,59428.20134259993,1674201344815015010,2,1674201344815,20.451689,1,1674,1.9373996,18.920588,19.2657,0.087150164,0.1751,267.8889579,65.2483854,0.7985714,t17_f5_c3,0.9999076,19.356,0.2283,825120248,True,False,False,correction_1.0.6,0.0
5,ztf,59428.24067129986,1674240674815015007,1,1674240674815,20.537092,1,1674,1.9580208,19.079617,19.3063,0.14731719,0.1422,267.8889933,65.2483796,0.86142856,t17_f5_c3,0.97390914,19.1944,0.1578,825120148,True,False,False,correction_1.0.6,0.0
6,ztf,59428.2416087999,1674241606015015014,1,1674241606015,20.764805,1,1674,2.7586572,18.84588,18.9012,0.07730683,0.0855,267.8890013,65.2483585,0.9457143,t17_f5_c3,0.9999993,18.8608,0.0999,826120160,True,False,False,correction_1.0.6,0.0
7,ztf,59430.24009260023,1676240096015015020,2,1676240096015,20.611217,1,1676,2.5687246,18.91616,18.7671,0.10570039,0.1022,267.8889966,65.2483735,0.8657143,t17_f5_c3,0.99853873,18.7888,0.124,826120260,True,False,False,correction_1.0.6,0.0
8,ztf,59430.244398099836,1676244394815015003,2,1676244394815,20.36564,1,1676,2.0171094,18.816162,19.0328,0.087339774,0.1434,267.888938,65.2483601,0.8385714,t17_f5_c3,0.99997723,19.1137,0.1859,825120248,True,False,False,correction_1.0.6,0.0
9,ztf,59430.28276620014,1676282766015015017,1,1676282766015,20.786463,1,1676,2.797201,18.94015,19.0268,0.09353321,0.0942,267.8890129,65.24835,0.9357143,t17_f5_c3,0.9999982,18.9305,0.1047,826120160,True,False,False,correction_1.0.6,0.0
10,ztf,59430.28619210003,1676286194815015022,1,1676286194815,20.602312,1,1676,2.033136,18.979052,18.9689,0.13714132,0.1008,267.8889407,65.2483721,0.9028571,t17_f5_c3,0.99786127,18.9483,0.1212,825120148,True,False,False,correction_1.0.6,0.0
11,ztf,59435.19802080002,1681198026015015011,1,1681198026015,20.80919,1,1681,2.7019749,19.43274,19.5695,0.13158156,0.1533,267.8889603,65.2483669,0.8142857,t17_f5_c3,0.9999992,19.5748,0.1867,826120160,True,False,False,correction_1.0.6,0.0
12,ztf,59435.198958300054,1681198954815015007,1,1681198954815,20.594889,1,1681,2.0101676,19.480385,19.7031,0.16086559,0.1967,267.8889502,65.2483781,0.7942857,t17_f5_c3,0.9989432,19.6038,0.2207,825120148,True,False,False,correction_1.0.6,0.0
13,ztf,59435.24649310019,1681246496015015021,2,1681246496015,20.663586,1,1681,2.5696013,18.95141,19.1079,0.08270818,0.1394,267.8889942,65.2483725,0.83428574,t17_f5_c3,0.9008349,19.0107,0.1519,826120260,True,False,False,correction_1.0.6,0.0
14,ztf,59438.1811573999,1684181156015015015,2,1684181156015,20.375782,1,1684,2.5017195,19.214691,19.0506,0.15154557,0.1585,267.8889928,65.2483947,0.80857146,t17_f5_c3,0.99758863,18.9234,0.1707,826120260,True,False,False,correction_1.0.6,0.0
15,ztf,59438.227557899896,1684227556015015023,1,1684227556015,20.480211,1,1684,2.6398938,19.753513,19.7469,0.19319613,0.2262,267.8889283,65.2483816,0.8314286,t17_f5_c3,0.99938667,19.6458,0.2546,826120160,True,False,False,correction_1.0.6,0.0
