,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59396.28138889978,1642281383315015002,1,1642281383315,20.6835,1,1642,5.04633,21.0141,20.6469,0.388095,0.3456,273.1620233,56.6091331,0.215714,t17_f5_c3,20.6875,0.4588,False,False,False,correction_0.0.1,0.0,,,
1,ztf,59399.290705999825,1645290703315015003,1,1645290703315,20.742256,1,1645,5.206535,20.26616,20.3434,0.21677688,0.251,273.1620908,56.6092006,0.5,t17_f5_c3,20.5917,0.4025,True,False,False,correction_0.0.1,0.0,0.99994475,797120133.0,
2,ztf,59401.25732639991,1647257323315015000,1,1647257323315,20.544044,1,1647,5.0569506,19.795738,19.5569,0.17813031,0.1283,273.1619999,56.6092386,0.36857143,t17_f5_c3,19.6179,0.1726,True,False,False,correction_0.0.1,0.0,0.99930227,797120133.0,
3,ztf,59401.347661999986,1647347663315015003,2,1647347663315,20.670925,1,1647,4.826804,19.920681,20.1361,0.14747874,0.2437,273.1619286,56.6092068,0.7271429,t17_f5_c3,20.1216,0.307,True,False,False,correction_0.0.1,0.0,0.9999926,797120233.0,
4,ztf,59403.30478010001,1649304783315015002,2,1649304783315,20.680052,1,1649,4.985659,19.783798,19.6533,0.12786981,0.1605,273.162001,56.6092329,0.78,t17_f5_c3,19.6162,0.1977,True,False,False,correction_0.0.1,0.0,0.99994516,797120233.0,
5,ztf,59403.3744907002,1649374493315015000,1,1649374493315,20.51313,1,1649,5.0595803,19.51451,19.3698,0.14800678,0.129,273.1620104,56.6092115,0.7128571,t17_f5_c3,19.4463,0.176,True,False,False,correction_0.0.1,0.0,0.9999931,797120133.0,
6,ztf,59405.30696759978,1651306963315015001,1,1651306963315,20.645866,1,1651,5.0194983,19.355577,19.3274,0.124416456,0.11,273.1619863,56.6092088,0.8657143,t17_f5_c3,19.2664,0.1322,True,False,False,correction_0.0.1,0.0,0.9999751,797120133.0,
7,ztf,59407.2711920999,1653271193315015005,1,1653271193315,20.605352,1,1653,5.056879,19.179276,19.0801,0.13185549,0.0947,273.1620071,56.6092181,0.85,t17_f5_c3,19.056,0.1175,True,False,False,correction_0.0.1,0.0,0.9999813,797120133.0,
8,ztf,59409.32439809991,1655324393315015003,1,1655324393315,20.536016,1,1655,5.0241528,19.179771,19.093,0.13652918,0.1016,273.161983,56.6092302,0.87714285,t17_f5_c3,19.087,0.1284,True,False,False,correction_0.0.1,0.0,0.9999925,797120133.0,
9,ztf,59411.26196759986,1657261963315015000,2,1657261963315,20.392126,1,1657,4.82509,19.250689,19.0901,0.09939732,0.1339,273.161914,56.6092363,0.8585714,t17_f5_c3,19.0601,0.1662,True,False,False,correction_0.0.1,0.0,0.9992749,797120233.0,
10,ztf,59411.31236110022,1657312363315015003,1,1657312363315,20.45618,1,1657,4.9819975,19.272945,19.3274,0.140255,0.1369,273.1619608,56.6092379,0.8585714,t17_f5_c3,19.4842,0.2012,True,False,False,correction_0.0.1,0.0,0.9999974,797120133.0,
11,ztf,59414.30119210016,1660301193315015000,2,1660301193315,20.372593,1,1660,4.8359942,19.31051,19.1181,0.110542655,0.1356,273.1619175,56.6092444,0.8814286,t17_f5_c3,19.1287,0.1749,True,False,False,correction_0.0.1,0.0,0.9999128,797120233.0,
12,ztf,59414.388136600144,1660388133315015006,1,1660388133315,20.56186,1,1660,4.996955,19.309402,19.2199,0.13157305,0.11,273.1619826,56.609204,0.8257143,t17_f5_c3,19.1614,0.1326,True,False,False,correction_0.0.1,0.0,0.99997103,797120133.0,
13,ztf,59423.238263899926,1669238263315015003,2,1669238263315,20.162088,1,1669,4.894775,19.860266,20.1995,0.17235202,0.3902,273.16195,56.6092416,0.6742857,t17_f5_c3,20.1779,0.4899,True,False,False,correction_1.0.6,0.0,0.9992659,797120233.0,
14,ztf,59427.32736109989,1673327363315015002,2,1673327363315,20.529861,1,1673,4.807126,19.84435,19.8607,0.18746597,0.2325,273.1619142,56.6092167,0.41,t17_f5_c3,19.7901,0.2786,True,False,False,correction_1.0.6,0.0,0.9991989,797120233.0,
15,ztf,59429.24582180008,1675245823315015000,2,1675245823315,20.678661,1,1675,4.895068,19.98593,20.3916,0.13539594,0.3196,273.1619503,56.6092457,0.5857143,t17_f5_c3,20.3613,0.3974,True,False,False,correction_1.0.6,0.0,0.9993912,797120233.0,
16,ztf,59429.30759260012,1675307593315015002,1,1675307593315,20.6282,1,1675,5.22079,20.4476,20.6834,0.25214,0.3962,273.1620799,56.6092416,0.342857,t17_f5_c3,20.8038,0.5666,False,False,False,correction_1.0.6,0.0,,,1.680203473315015e+18
17,ztf,59434.20347219985,1680203473315015005,2,1680203473315,20.447538,1,1680,5.03137,20.193396,20.3183,0.19287023,0.3346,273.162038,56.609201,0.5742857,t17_f5_c3,20.3364,0.4356,True,False,False,correction_1.0.6,0.0,0.97962177,797120233.0,
