,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59392.26734950021,1638267342115015015,1,1638267342115,19.902899,1,1638,2.107659,19.75828,20.1887,0.18491988,0.4884,275.3998324,32.5641882,0.6257143,t17_f5_c3,0.00210828,19.4744,0.3251,683120121.0,True,False,False,correction_0.0.1,0.0,,,
1,ztf,59392.370208300184,1638370202115015004,2,1638370202115,19.93486,1,1638,0.9591307,19.725075,19.8193,0.1825902,0.3597,275.3998687,32.5641747,0.73285717,t17_f5_c3,0.97695696,19.5815,0.3702,683120221.0,True,True,False,correction_0.0.1,0.0,19.398746,0.12906355,0.13519043
2,ztf,59394.34959489992,1640349592115015016,1,1640349592115,20.0863,1,1640,1.95348,19.897,20.003,0.239502,0.3728,275.3998782,32.564213,0.55,t17_f5_c3,,20.4659,0.7308,,False,False,False,correction_0.0.1,0.0,,,
3,ztf,59396.34501159983,1642345012115015054,2,1642345012115,20.680323,1,1642,0.96232915,19.779125,19.9227,0.11578348,0.2265,275.399854,32.5641533,0.47285715,t17_f5_c3,0.07212427,19.719,0.2376,683120221.0,True,True,False,correction_0.0.1,0.0,19.438505,0.07359349,0.08460544
