,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59518.324224499986,1764324226315015010,2,1764324226315,20.681084,1,1764,1.3821757,19.9806,19.607075,19.7307,0.15230499,0.106350854,0.10797026,0.1646,55.2116913,14.3972196,0.7014286,t17_f5_c3,0.9975186,19.6879,0.202,507120263,True,True,False,correction_1.0.6,0.0
1,ztf,59518.352858799975,1764352856315015007,1,1764352856315,20.954998,1,1764,1.3416494,20.092104,19.850975,19.958,0.15057555,0.11899785,0.12058775,0.1598,55.2117397,14.3972073,0.81142855,t17_f5_c3,0.9999981,19.8842,0.1903,507120163,True,True,False,correction_1.0.6,0.0
2,ztf,59521.31822919985,1767318226315015007,1,1767318226315,20.933025,1,1767,1.3608817,18.850424,18.767624,18.855,0.073399976,0.06762878,0.06801052,0.0647,55.2117421,14.397211,0.94714284,t17_f5_c3,0.999992,18.9133,0.086,507120163,True,True,False,correction_1.0.6,0.0
3,ztf,59521.36284720013,1767362846315015007,2,1767362846315,20.575365,1,1767,1.2768441,18.72721,18.595047,18.624,0.09027713,0.07959329,0.07993056,0.065,55.211725,14.3971818,0.91714287,t17_f5_c3,0.99967664,18.6043,0.0808,507120263,True,True,False,correction_1.0.6,0.0
4,ztf,59523.276979200076,1769276976315015005,2,1769276976315,20.594913,1,1769,1.3865746,18.323778,18.230938,18.2222,0.05886619,0.05378668,0.054041818,0.0472,55.2117276,14.3972108,0.9442857,t17_f5_c3,1.0,18.2804,0.0626,507120263,True,True,False,correction_1.0.6,0.0
5,ztf,59523.37468749983,1769374686315015004,1,1769374686315,20.923399,1,1769,1.3486325,18.439795,18.382395,18.4274,0.052382164,0.04942785,0.04968479,0.0445,55.2117392,14.3972096,0.94857144,t17_f5_c3,0.99999994,18.3724,0.053,507120163,True,True,False,correction_1.0.6,0.0
6,ztf,59525.33648149995,1771336486315015007,1,1771336486315,20.644892,1,1771,1.2811973,18.158327,18.11377,18.1385,0.05437321,0.052038025,0.052186992,0.0351,55.2117421,14.3971859,0.9357143,t17_f5_c3,0.99999976,18.1442,0.0438,507120163,True,True,False,correction_1.0.6,0.0
7,ztf,59525.35873840004,1771358736315015005,2,1771358736315,20.514238,1,1771,1.3488761,17.983976,17.915316,17.9932,0.04690529,0.043855865,0.044030886,0.0394,55.2117463,14.3971978,0.93714285,t17_f5_c3,0.99993,17.9906,0.0493,507120263,True,True,False,correction_1.0.6,0.0
8,ztf,59527.31651620008,1773316516315015025,1,1773316516315,19.26718,1,1773,1.2650748,17.970295,17.932703,17.8653,0.06369984,0.061441593,0.061532043,0.1153,55.2117477,14.3971771,0.9257143,t17_f5_c3,0.99999064,17.9073,0.1528,507120163,True,True,False,correction_1.0.6,0.0
9,ztf,59527.340185199864,1773340186315015008,2,1773340186315,20.360218,1,1773,1.3695133,17.788975,17.731308,17.7701,0.050343987,0.047624886,0.04773981,0.0385,55.2117374,14.3972055,0.9442857,t17_f5_c3,0.9999999,17.7513,0.0474,507120263,True,True,False,correction_1.0.6,0.0
10,ztf,59530.315844899975,1776315846315015002,1,1776315846315,20.39227,1,1776,1.3258651,17.793083,17.761068,17.7822,0.04316408,0.041813087,0.041909926,0.0325,55.2117444,14.3971981,0.9357143,t17_f5_c3,0.99999976,17.7462,0.0393,507120163,True,True,False,correction_1.0.6,0.0
11,ztf,59530.37233800022,1776372336315015004,2,1776372336315,20.445265,1,1776,1.3443651,17.598707,17.550106,17.5524,0.04355936,0.041558146,0.041652482,0.0268,55.2117471,14.3971937,0.93,t17_f5_c3,0.99995863,17.5182,0.0322,507120263,True,True,False,correction_1.0.6,0.0
12,ztf,59532.29703699984,1778297036315015004,1,1778297036315,19.925013,1,1778,1.3324884,17.717262,17.687378,17.697,0.052031603,0.050549038,0.050619006,0.0439,55.2117593,14.3971921,0.9457143,t17_f5_c3,0.99999994,17.6538,0.0535,507120163,True,True,False,correction_1.0.6,0.0
13,ztf,59532.38357640011,1778383576315015005,2,1778383576315,19.978083,1,1778,1.3601009,17.513641,17.468628,17.5044,0.05143905,0.049281534,0.049350027,0.0363,55.2117533,14.3971963,0.9457143,t17_f5_c3,0.9999964,17.5098,0.0461,507120263,True,True,False,correction_1.0.6,0.0
14,ztf,59540.33967590006,1786339676315015007,2,1786339676315,19.557383,1,1786,1.3280418,17.462961,17.41996,17.4918,0.046446566,0.04457375,0.044642977,0.0497,55.2117322,14.3971943,0.93714285,t17_f5_c3,0.999999,17.4626,0.0616,507120263,True,True,False,correction_1.0.6,0.0
15,ztf,59540.4140625,1786414066315015005,1,1786414066315,19.410475,1,1786,1.3368993,17.893734,17.85866,17.9407,0.07328439,0.0708864,0.07095482,0.088,55.2117384,14.3972062,0.98714286,t17_f5_c3,0.99999595,17.9001,0.1086,507120163,True,True,False,correction_1.0.6,0.0
