,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59399.28694440005,1645286945615015008,1,1645286945615,20.7312,1,1645,2.91148,20.6832,20.5623,0.238567,0.3349,244.5999512,65.7538045,0.402857,t17_f5_c3,20.3191,0.3417,False,False,False,correction_0.0.1,0.0,,
1,ztf,59401.25633100001,1647256335615015003,1,1647256335615,20.5056,1,1647,3.11257,20.6362,20.5145,0.299287,0.3402,244.60007,65.7539083,0.19,t17_f5_c3,20.079,0.2918,False,False,False,correction_0.0.1,0.0,,
2,ztf,59401.25680560013,1647256801015015011,1,1647256801015,20.3351,1,1647,2.78088,20.3942,20.2968,0.229568,0.2889,244.5998872,65.7536355,0.448571,t17_f5_c3,20.4775,0.4358,False,False,False,correction_0.0.1,0.0,,
3,ztf,59401.32329860004,1647323295615015000,2,1647323295615,20.6227,1,1647,2.69794,20.7741,20.5018,0.24744,0.3804,244.5998087,65.7538239,0.602857,t17_f5_c3,20.1237,0.3431,False,False,False,correction_0.0.1,0.0,,
4,ztf,59403.2832986,1649283291015015024,1,1649283291015,20.583502,1,1649,2.8712103,20.348942,20.7513,0.21571599,0.4431,244.5999523,65.7538027,0.55857146,t17_f5_c3,20.5852,0.4859,True,False,False,correction_0.0.1,0.0,0.99999493,847120110.0
5,ztf,59403.32603010023,1649326035615015002,2,1649326035615,20.4709,1,1649,2.70482,20.4096,20.6904,0.26466,0.5288,244.5998339,65.7536449,0.582857,t17_f5_c3,20.63,0.6393,False,False,False,correction_0.0.1,0.0,,
6,ztf,59403.37259260006,1649372595615015002,1,1649372595615,20.3374,1,1649,2.67121,20.2795,20.0488,0.255416,0.2984,244.5997904,65.7537812,0.471429,t17_f5_c3,19.7497,0.29,False,False,False,correction_0.0.1,0.0,,
7,ztf,59405.30452550016,1651304521015015012,1,1651304521015,20.2621,1,1651,2.98846,20.1965,20.2531,0.240176,0.3249,244.600042,65.7537307,0.661429,t17_f5_c3,20.6221,0.5831,False,False,False,correction_0.0.1,0.0,,
8,ztf,59405.30500000017,1651305005615015004,1,1651305005615,20.5859,1,1651,3.16854,20.3646,20.105,0.268499,0.2497,244.600118,65.7538506,0.345714,t17_f5_c3,20.0567,0.3047,False,False,False,correction_0.0.1,0.0,,
9,ztf,59407.26785880001,1653267855615015005,1,1653267855615,20.5474,1,1653,2.52708,20.3767,20.5146,0.230006,0.3893,244.599653,65.7538949,0.652857,t17_f5_c3,20.329,0.4192,False,False,False,correction_0.0.1,0.0,,
10,ztf,59407.26833330002,1653268331015015006,1,1653268331015,20.4299,1,1653,3.12824,20.2656,20.5308,0.228018,0.4261,244.6001398,65.7537441,0.712857,t17_f5_c3,20.1597,0.3875,False,False,False,correction_0.0.1,0.0,,
11,ztf,59409.244039400015,1655244031015015009,1,1655244031015,20.31441,1,1655,2.7957776,20.205706,20.4979,0.20378989,0.4289,244.5999044,65.7538067,0.6957143,t17_f5_c3,20.6944,0.6577,True,False,False,correction_0.0.1,0.0,0.9998261,847120110.0
