,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,58846.4839583002,1092483955015015045,1,1092483955015,20.87707,1,1092,1.6736331,19.71336,19.6488,0.17780523,0.1346,152.2758823,35.6590672,0.38714287,t17_f5_c3,0.9847943,19.668,0.1697,667120150.0,False,False,False,bulk_1.0.0,0.0,1120304255015015030,,,
1,ztf,58852.485601900145,1098485605015015028,1,1098485605015,20.968782,1,1098,1.3865049,19.821743,19.5898,0.18894339,0.1262,152.2757755,35.6590168,0.43285716,t17_f5_c3,0.9820171,19.8313,0.1944,667120150.0,False,True,True,bulk_1.0.0,0.0,1125328055015015019,17.760761,0.0103371665,0.028309936
2,ztf,58854.5133795999,1100513375015015009,1,1100513375015,20.0506,1,1100,1.54711,19.4185,19.6839,0.23632,0.1628,152.2758365,35.659131,0.448571,t17_f5_c3,,19.4317,0.1617,,False,False,False,bulk_1.0.0,0.0,1125328055015015019,,,
3,ztf,58855.48753469996,1101487535015015016,1,1101487535015,20.519777,1,1101,0.68206817,19.588823,19.5583,0.14312784,0.1566,152.275524,35.6590106,0.9671429,t17_f5_c3,0.9996985,19.669,0.2172,667120150.0,False,True,True,bulk_1.0.0,0.0,1125328055015015019,17.722517,0.003304887,0.025656758
4,ztf,58866.39620369999,1112396205015015031,1,1112396205015,20.730675,1,1112,0.49404523,19.56393,19.5054,0.16453227,0.1378,152.2754615,35.6590346,0.9628571,t17_f5_c3,0.9997102,19.4324,0.1607,667120150.0,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.718014,0.016160738,0.030052742
5,ztf,58871.31615740014,1117316155015015020,2,1117316155015,20.394634,1,1117,0.54905564,19.33846,19.187,0.118306935,0.1353,152.2754778,35.6590158,0.94857144,t17_f5_c3,0.9428036,19.1569,0.1632,667120250.0,False,True,False,bulk_1.0.0,0.0,1142248945015015021,17.00714,100.0,0.013819147
6,ztf,58871.40303240018,1117403035015015034,1,1117403035015,20.6184,1,1117,1.29349,19.3132,19.2104,0.15943,0.0978,152.2757495,35.6590555,0.382857,t17_f5_c3,,19.0817,0.1078,,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.66768,0.025328062,0.035023727
7,ztf,58871.420844899956,1117420845015015026,1,1117420845015,20.743671,1,1117,0.6796048,19.401058,19.5282,0.18190768,0.1278,152.2755256,35.6590248,0.6185714,t17_f5_c3,0.9994714,19.4518,0.1477,667120150.0,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.686382,0.028288886,0.037495606
8,ztf,58873.352303199936,1119352305015015057,1,1119352305015,20.926275,1,1119,0.89426607,19.38931,19.3389,0.11342734,0.1011,152.2756069,35.6590382,0.63,t17_f5_c3,0.9990284,19.2288,0.1126,667120150.0,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.68395,100.0,0.0235816
9,ztf,58874.30425930023,1120304255015015030,2,1120304255015,20.748259,1,1120,0.49574995,19.454264,19.3313,0.16325156,0.1261,152.2754614,35.6590217,0.8642857,t17_f5_c3,0.9849651,19.4323,0.1684,667120250.0,False,True,False,bulk_1.0.0,0.0,1142248945015015021,17.020044,100.0,0.017344827
10,ztf,58874.345925900154,1120345925015015046,1,1120345925015,20.922129,1,1120,0.8327126,19.407887,19.2833,0.17360927,0.0994,152.2755738,35.6590064,0.4642857,t17_f5_c3,0.9856095,19.2275,0.1162,667120150.0,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.687786,0.025702411,0.035606764
11,ztf,58877.37098379992,1123370985015015035,1,1123370985015,20.689754,1,1123,0.4832307,19.85534,19.5842,0.2144901,0.1369,152.2754647,35.6590515,0.87857145,t17_f5_c3,0.9901367,19.5183,0.1596,667120150.0,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.76573,0.01669713,0.031301364
12,ztf,58877.37098379992,1123370985015015032,1,1123370985015,20.6898,1,1123,1.6523,20.5053,19.6494,0.330534,0.1422,152.2758678,35.6590116,0.207143,t17_f5_c3,,19.5707,0.1657,,False,False,False,bulk_1.0.0,0.0,1142248945015015021,,,
13,ztf,58877.37190969987,1123371905015015038,1,1123371905015,20.619473,1,1123,1.7361455,19.529022,19.298,0.18504784,0.105,152.2758922,35.6589898,0.31428573,t17_f5_c3,0.98267716,19.3974,0.1436,667120150.0,False,False,False,bulk_1.0.0,0.0,1142248945015015021,,,
14,ztf,58877.37190969987,1123371905015015027,1,1123371905015,20.619473,1,1123,0.81460804,19.289614,19.3628,0.119015075,0.1129,152.2755852,35.6590774,0.8385714,t17_f5_c3,0.99867666,19.2604,0.1275,667120150.0,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.662455,0.01129375,0.026591241
15,ztf,58878.3198958002,1124319895015015021,2,1124319895015,20.221857,1,1124,0.8542586,19.407503,19.1161,0.13911223,0.1253,152.2755445,35.6592188,0.8542857,t17_f5_c3,0.99791396,19.0813,0.1502,667120250.0,False,True,False,bulk_1.0.0,0.0,1142248945015015021,17.01498,100.0,0.015358762
16,ztf,58879.267766200006,1125267765015015011,1,1125267765015,19.8783,1,1125,0.960831,19.4892,19.2124,0.251977,0.1229,152.2756358,35.6590988,0.424286,t17_f5_c3,,19.1252,0.1426,,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.703974,0.041752327,0.04867098
17,ztf,58879.32805560017,1125328055015015019,2,1125328055015,19.918293,1,1125,1.3379102,19.43921,19.5269,0.2019945,0.1906,152.2757507,35.6591784,0.7271429,t17_f5_c3,0.9528195,19.503,0.2319,667120250.0,False,True,False,bulk_1.0.0,0.0,1142248945015015021,17.018436,100.0,0.02172849
18,ztf,58883.2837731,1129283775015015018,2,1129283775015,19.649828,1,1129,0.8990147,19.155567,18.912,0.18731305,0.1618,152.2755955,35.6591676,0.84,t17_f5_c3,0.9993693,18.9378,0.2095,667120250.0,False,True,False,bulk_1.0.0,0.0,1142248945015015021,16.984116,100.0,0.025350565
19,ztf,58883.44245370012,1129442455015015036,1,1129442455015,20.273655,1,1129,0.61839443,19.23704,19.1597,0.14721689,0.1056,152.2755175,35.659085,0.6685714,t17_f5_c3,0.9997447,19.0181,0.1158,667120150.0,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.650486,0.024474937,0.034145713
20,ztf,58883.45634259982,1129456345015015023,1,1129456345015,20.295858,1,1129,1.2194667,19.324226,19.1637,0.13472562,0.1059,152.2757232,35.6590506,0.6614286,t17_f5_c3,0.9876851,19.1748,0.1335,667120150.0,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.670094,0.01656548,0.029362772
21,ztf,58884.296770799905,1130296775015015004,1,1130296775015,19.483,1,1130,0.238468,19.3534,19.3447,0.250942,0.2333,152.2753809,35.6590645,0.467143,t17_f5_c3,,19.4636,0.332,,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.676386,0.047677062,0.053551015
22,ztf,58885.31107639987,1131311075015015007,1,1131311075015,19.3493,1,1131,0.673266,19.108,18.9179,0.190357,0.2255,152.2755277,35.659036,0.855714,t17_f5_c3,,18.7954,0.2579,,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.619162,0.04241104,0.0483096
23,ztf,58886.24718749989,1132247185015015011,1,1132247185015,19.5519,1,1132,0.274812,19.0847,18.604,0.184196,0.1742,152.2752807,35.6590118,0.822857,t17_f5_c3,,18.7964,0.2663,,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.613201,0.041555226,0.047498576
24,ztf,58886.24809029978,1132248095015015005,1,1132248095015,19.5237,1,1132,0.241227,19.2202,18.9789,0.198585,0.2504,152.275382,35.6590653,0.937143,t17_f5_c3,,19.0064,0.3291,,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.646557,0.040122006,0.046611097
25,ztf,58887.23151620012,1133231515015015005,1,1133231515015,19.1657,1,1133,0.345056,19.0185,19.6042,0.199267,0.615,152.2752576,35.6589981,0.821429,t17_f5_c3,,19.3622,0.6317,,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.59574,0.04874333,0.053744182
26,ztf,58890.261678200215,1136261675015015005,1,1136261675015,19.1515,1,1136,0.561781,19.1747,19.6225,0.202909,0.4965,152.2754979,35.6590885,0.9,t17_f5_c3,,19.5741,0.6094,,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.635704,0.04319772,0.049170345
27,ztf,58891.227314800024,1137227315015015006,1,1137227315015,19.8171,1,1137,0.182908,19.1926,19.6844,0.145923,0.3538,152.2753667,35.6590881,0.962857,t17_f5_c3,,19.6191,0.4258,,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.640015,0.025756868,0.034921255
28,ztf,58893.21493060002,1139214935015015020,1,1139214935015,20.6766,1,1139,0.267717,19.2806,19.315,0.157204,0.1264,152.2753958,35.6590956,0.912857,t17_f5_c3,,19.3811,0.1676,,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.660435,0.025928319,0.035350673
29,ztf,58893.27826389996,1139278265015015011,2,1139278265015,20.5269,1,1139,0.496289,19.2445,19.2606,0.178737,0.1421,152.2754706,35.6591129,0.732857,t17_f5_c3,,19.4229,0.2038,,False,True,False,bulk_1.0.0,0.0,1142248945015015021,16.995735,100.0,0.022527266
30,ztf,58894.30068290001,1140300685015015025,1,1140300685015,20.7694,1,1140,0.686986,19.2015,19.1071,0.153062,0.0917,152.2755258,35.6590193,0.615714,t17_f5_c3,,19.1427,0.1175,,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.64214,0.02769177,0.0364018
31,ztf,58894.309155100025,1140309155015015032,1,1140309155015,20.8014,1,1140,0.694528,19.2508,19.1316,0.149162,0.0926,152.2755436,35.6590794,0.605714,t17_f5_c3,,19.1524,0.1168,,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.653662,0.024568275,0.034261256
32,ztf,58895.224618100096,1141224615015015023,1,1141224615015,20.5263,1,1141,0.506637,19.1786,19.2,0.1349,0.1136,152.2754771,35.6590676,0.968571,t17_f5_c3,,19.1385,0.1341,,False,True,True,bulk_1.0.0,0.0,1142248945015015021,17.636648,0.022587325,0.032601025
