,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid
0,ztf,59422.372557899915,1668372556015015002,2,1668372556015,19.9727,1,1668,5.10933,20.1529,19.6341,0.251139,0.3019,286.6595897,79.7912099,0.514286,t17_f5_c3,19.4158,0.3151,False,False,False,correction_1.0.6,0.0,1.670320336015015e+18,,
1,ztf,59424.28849539999,1670288496015015001,1,1670288496015,20.2298,1,1670,3.54571,20.05,19.9255,0.228241,0.3144,286.6600934,79.7912612,0.517143,t17_f5_c3,19.7263,0.336,False,False,False,correction_1.0.6,0.0,1.670320336015015e+18,,
2,ztf,59424.32033560006,1670320336015015004,2,1670320336015,20.233995,1,1670,5.3096337,19.811024,20.0792,0.1907899,0.3802,286.6599023,79.7912359,0.7714286,t17_f5_c3,20.1399,0.5139,True,False,False,correction_1.0.6,0.0,,0.99985516,866120260.0
3,ztf,59426.3412269,1672341226015015016,1,1672341226015,20.3967,1,1672,3.53904,20.1496,20.3349,0.255226,0.4073,286.6600421,79.7913096,0.384286,t17_f5_c3,19.8253,0.3274,False,False,False,correction_1.0.6,0.0,1.674256406015015e+18,,
4,ztf,59428.25640049996,1674256406015015012,1,1674256406015,20.585459,1,1674,3.1847436,20.036673,20.3348,0.19639854,0.3365,286.659548,79.7912457,0.51428574,t17_f5_c3,19.8732,0.2818,True,False,False,correction_1.0.6,0.0,,0.9994477,866120160.0
5,ztf,59430.268912000116,1676268916015015007,2,1676268916015,20.48118,1,1676,5.2468476,19.984133,19.9577,0.18126656,0.2691,286.6598169,79.7912191,0.75714284,t17_f5_c3,19.7817,0.2922,True,False,False,correction_1.0.6,0.0,,0.99858296,866120260.0
6,ztf,59430.28379630018,1676283796015015005,1,1676283796015,20.661781,1,1676,3.4089994,20.206474,20.1323,0.17917469,0.2614,286.6599323,79.7912181,0.54571426,t17_f5_c3,20.128,0.332,True,False,False,correction_1.0.6,0.0,,0.9997248,866120160.0
7,ztf,59430.284270800184,1676284271515015006,1,1676284271515,20.390444,1,1676,4.112802,20.145573,20.4147,0.18596381,0.3658,286.6597547,79.7912517,0.35714287,t17_f5_c3,20.3127,0.4268,True,False,False,correction_1.0.6,0.0,,0.9639736,876120115.0
8,ztf,59435.22388890013,1681223886015015005,1,1681223886015,20.6703,1,1681,3.12126,20.4296,20.2107,0.217211,0.287,286.6594992,79.7911742,0.348571,t17_f5_c3,20.3095,0.4016,False,False,False,correction_1.0.6,0.0,1.681257376015015e+18,,
9,ztf,59435.25737270014,1681257376015015003,2,1681257376015,20.506165,1,1681,5.206218,20.079704,19.952,0.16751905,0.2715,286.6597347,79.7912365,0.6757143,t17_f5_c3,20.2228,0.4421,True,False,False,correction_1.0.6,0.0,,0.99837947,866120260.0
