,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59622.46553240018,1868465531615015000,1,1868465531615,19.482313,1,1868,1.9534981,18.61548,18.4369,0.124307774,0.0974,217.2731068,75.8747623,0.55142856,t17_f5_c3,0.99240816,18.473,0.1282,862120116,True,False,False,correction_1.0.6,0.0
1,ztf,59622.529305600096,1868529301615015001,2,1868529301615,20.194351,1,1868,1.9047514,18.746199,18.6134,0.081557505,0.0868,217.2732238,75.8747134,0.76714283,t17_f5_c3,0.9995496,18.573,0.1054,862120216,True,False,False,correction_1.0.6,0.0
2,ztf,59623.32493059989,1869324932815015004,1,1869324932815,19.595963,1,1869,1.8854257,18.560268,18.461,0.08912754,0.1358,217.2731035,75.8747407,0.95,t17_f5_c3,0.9999949,18.6155,0.2002,863120128,True,False,False,correction_1.0.6,0.0
3,ztf,59624.40797450021,1870407971615015001,2,1870407971615,19.865494,1,1870,1.9306182,18.593653,18.5065,0.069366716,0.1143,217.2732306,75.8747231,0.91571426,t17_f5_c3,0.99999785,18.5936,0.1577,862120216,True,False,False,correction_1.0.6,0.0
4,ztf,59624.51324070012,1870513241615015002,1,1870513241615,19.779917,1,1870,1.823933,18.569246,18.5316,0.08297106,0.1243,217.2731036,75.8747038,0.95428574,t17_f5_c3,0.9999995,18.5377,0.1594,862120116,True,False,False,correction_1.0.6,0.0
5,ztf,59625.34708329989,1871347082815015002,1,1871347082815,19.206081,1,1871,1.7828395,18.66938,18.8806,0.14385843,0.2389,217.2731771,75.8747213,0.9514286,t17_f5_c3,0.9999926,19.0029,0.3426,863120128,True,False,False,correction_1.0.6,0.0
6,ztf,59625.405520800035,1871405522815015003,2,1871405522815,19.594942,1,1871,1.8598319,18.605354,18.6651,0.09732814,0.1541,217.2733324,75.8747499,0.94142854,t17_f5_c3,0.9998691,18.727,0.2084,863120228,True,False,False,correction_1.0.6,0.0
7,ztf,59627.448877300136,1873448871615015003,1,1873448871615,18.617584,1,1873,1.7684036,18.381132,18.5448,0.19524811,0.1873,217.2728807,75.874602,0.38,t17_f5_c3,0.9825294,18.4071,0.2116,862120116,True,False,False,correction_1.0.6,0.0
8,ztf,59627.51331020007,1873513311615015001,2,1873513311615,18.78899,1,1873,1.959669,18.454826,18.7178,0.13513944,0.1937,217.2739677,75.8748385,0.45714286,t17_f5_c3,0.99783015,18.9099,0.2963,862120216,True,False,False,correction_1.0.6,0.0
9,ztf,59628.36840280006,1874368402815015006,1,1874368402815,19.40397,1,1874,1.7537829,18.590145,18.4417,0.11588567,0.1442,217.2731986,75.8747151,0.94285715,t17_f5_c3,0.9999894,18.4686,0.1892,863120128,True,False,False,correction_1.0.6,0.0
10,ztf,59628.4131018999,1874413102815015003,2,1874413102815,19.469099,1,1874,1.7260312,18.610222,18.4751,0.09043552,0.1332,217.2734018,75.8747157,0.89428574,t17_f5_c3,0.99996686,18.4084,0.1601,863120228,True,False,False,correction_1.0.6,0.0
11,ztf,59629.45119210007,1875451191615015001,1,1875451191615,19.551214,1,1875,1.792776,18.612715,18.6743,0.10269644,0.1493,217.2731379,75.8747036,0.9,t17_f5_c3,0.99999535,18.5563,0.1713,862120116,True,False,False,correction_1.0.6,0.0
12,ztf,59629.464826399926,1875464821615015001,2,1875464821615,19.569963,1,1875,1.9870372,18.627378,18.6369,0.09575775,0.1386,217.2731602,75.8747342,0.86285716,t17_f5_c3,0.99999654,18.6232,0.1746,862120216,True,False,False,correction_1.0.6,0.0
13,ztf,59630.41193290008,1876411932815015002,1,1876411932815,20.036106,1,1876,1.7441856,18.680437,18.6738,0.0883002,0.1235,217.2731862,75.8747099,0.9514286,t17_f5_c3,0.99996614,18.6369,0.1523,863120128,True,False,False,correction_1.0.6,0.0
14,ztf,59636.51009259978,1882510091615015004,1,1882510091615,20.003113,1,1882,1.9890271,18.909613,18.995,0.13308032,0.1171,217.2729385,75.874733,0.81,t17_f5_c3,0.99999774,19.0205,0.1519,862120116,True,False,False,correction_1.0.6,0.0
15,ztf,59636.531967599876,1882531961615015001,2,1882531961615,19.77754,1,1882,1.8687774,18.81538,18.6729,0.07836441,0.1078,217.2732597,75.8747105,0.61,t17_f5_c3,0.999979,18.7133,0.142,862120216,True,False,False,correction_1.0.6,0.0
16,ztf,59637.324780100025,1883324782815015006,2,1883324782815,20.058376,1,1883,1.7365605,18.923922,18.9171,0.09726436,0.1229,217.2733416,75.8747068,0.9357143,t17_f5_c3,0.99999917,18.7999,0.1397,863120228,True,False,False,correction_1.0.6,0.0
17,ztf,59637.39096060023,1883390962815015003,1,1883390962815,20.059708,1,1883,1.8044715,19.257208,19.1082,0.14295025,0.1142,217.2730095,75.8746912,0.61,t17_f5_c3,0.9997583,19.0984,0.143,863120128,True,False,False,correction_1.0.6,0.0
18,ztf,59639.26091440022,1885260911615015002,2,1885260911615,19.494638,1,1885,1.9995868,19.028412,19.2616,0.15025513,0.2113,217.2732602,75.8747585,0.5942857,t17_f5_c3,0.9893946,19.4169,0.3103,862120216,True,False,False,correction_1.0.6,0.0
