,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,58727.31716440013,973317164215015026,1,973317164215,20.655,1,973,1.70978,20.751,21.4242,0.296679,0.8548,297.3540532,62.5188638,0.511429,t17_f5_c3,21.4823,1.1562,False,False,False,bulk_1.0.0,0.0,976294454215015036,,,,,
1,ztf,58730.27046300005,976270464215015021,2,976270464215,20.151299,1,976,1.448564,19.813763,19.6517,0.16977388,0.2418,297.3539829,62.5188981,0.7128571,t17_f5_c3,19.5956,0.2945,False,False,False,bulk_1.0.0,0.0,976294454215015036,0.9975827,828120242.0,,,
2,ztf,58730.294455999974,976294454215015036,1,976294454215,20.388367,1,976,1.85999,19.746992,19.5152,0.15542763,0.1748,297.353937,62.5188668,0.79571426,t17_f5_c3,19.4578,0.2121,False,False,False,bulk_1.0.0,0.0,983313284215015008,0.9985593,828120142.0,,,
3,ztf,58732.26901620021,978269014215015026,2,978269014215,20.458452,1,978,1.4014167,19.19681,19.1809,0.113995455,0.1336,297.3539325,62.5188829,0.9357143,t17_f5_c3,19.3238,0.1945,False,False,False,bulk_1.0.0,0.0,983313284215015008,0.99999845,828120242.0,,,
4,ztf,58732.29273150023,978292734215015019,1,978292734215,20.668512,1,978,1.941787,19.09658,19.0353,0.094865106,0.0945,297.353892,62.5188757,0.95857143,t17_f5_c3,19.1248,0.1303,False,False,False,bulk_1.0.0,0.0,983313284215015008,0.999398,828120142.0,,,
5,ztf,58733.26861110004,979268614215015018,2,979268614215,20.235102,1,979,1.5757083,18.927856,18.8694,0.09820473,0.1154,297.3538819,62.5189248,0.89285713,t17_f5_c3,18.7854,0.1365,False,False,False,bulk_1.0.0,0.0,983313284215015008,0.99999833,828120242.0,,,
6,ztf,58733.292060200125,979292064215015019,1,979292064215,20.18306,1,979,1.9146819,18.814026,18.8484,0.11859482,0.1083,297.3538977,62.5188644,0.94285715,t17_f5_c3,18.9032,0.1453,False,False,False,bulk_1.0.0,0.0,983313284215015008,0.9989226,828120142.0,,,
7,ztf,58734.26988429995,980269884215015013,2,980269884215,20.039574,1,980,1.494571,18.740326,18.6331,0.09293805,0.1043,297.3538853,62.5189031,0.95,t17_f5_c3,18.5734,0.1262,False,False,False,bulk_1.0.0,0.0,1010143724215015018,0.99999994,828120242.0,,,
8,ztf,58734.293298599776,980293294215015007,1,980293294215,19.99818,1,980,1.9188465,18.623287,18.6692,0.087916404,0.1086,297.3539372,62.5188916,0.95428574,t17_f5_c3,18.7094,0.144,False,False,False,bulk_1.0.0,0.0,1010143724215015018,0.99999905,828120142.0,,,
9,ztf,58735.26848379988,981268484215015013,2,981268484215,20.006971,1,981,1.4833072,18.636724,18.6813,0.091292106,0.1163,297.35389,62.5188977,0.95285714,t17_f5_c3,18.5936,0.1374,False,False,False,bulk_1.0.0,0.0,1010143724215015018,0.99999976,828120242.0,,,
10,ztf,58735.2918866002,981291884215015009,1,981291884215,19.993816,1,981,1.9727762,18.485666,18.4031,0.083800085,0.0952,297.3539041,62.5188969,0.9628571,t17_f5_c3,18.4086,0.1223,False,False,False,bulk_1.0.0,0.0,1010143724215015018,0.9990995,828120142.0,,,
11,ztf,58736.27817129996,982278174215015010,2,982278174215,19.961206,1,982,1.5032748,18.449917,18.4305,0.08372853,0.1009,297.353892,62.5189062,0.95428574,t17_f5_c3,18.3333,0.118,False,False,False,bulk_1.0.0,0.0,1010143724215015018,0.99999857,828120242.0,,,
12,ztf,58736.3003934999,982300394215015015,1,982300394215,19.611486,1,982,1.8814868,18.383236,18.3139,0.13316528,0.1033,297.3539327,62.5188718,0.9042857,t17_f5_c3,18.1762,0.1166,False,False,False,bulk_1.0.0,0.0,1010143724215015018,0.99997675,828120142.0,,,
13,ztf,58737.29171299981,983291714215015010,2,983291714215,19.701021,1,983,1.4485424,18.406849,18.3859,0.103114635,0.1096,297.3538116,62.5188777,0.92142856,t17_f5_c3,18.3639,0.1376,False,False,False,bulk_1.0.0,0.0,1010143724215015018,0.9999999,828120242.0,,,
14,ztf,58737.31328700017,983313284215015008,1,983313284215,19.361193,1,983,1.8890632,18.247627,18.2819,0.13191408,0.1188,297.35389,62.518847,0.89,t17_f5_c3,18.1674,0.137,False,False,False,bulk_1.0.0,0.0,1010143724215015018,0.9983261,828120142.0,,,
15,ztf,58738.157893499825,984157894215015059,2,984157894215,19.820354,1,984,1.4883608,18.28566,18.2081,0.07116065,0.0908,297.3538589,62.518896,0.9557143,t17_f5_c3,18.1126,0.1064,False,False,False,bulk_1.0.0,0.0,1010143724215015018,0.99999976,828120242.0,,,
16,ztf,58738.191122699995,984191124215015035,1,984191124215,19.440134,1,984,1.8675268,18.179396,18.0992,0.08089027,0.0952,297.3539282,62.5188628,0.8814286,t17_f5_c3,18.0705,0.1186,False,False,False,bulk_1.0.0,0.0,1010143724215015018,0.9999977,828120142.0,,,
17,ztf,58739.156655100174,985156654215015019,2,985156654215,19.711945,1,985,1.3402027,18.217777,18.3529,0.069658525,0.1135,297.3538946,62.5188599,0.9442857,t17_f5_c3,18.4189,0.1544,False,True,True,bulk_1.0.0,0.0,1010143724215015018,0.99999994,828120242.0,18.181963,0.067012206,0.06739826
18,ztf,58739.19016199978,985190164215015007,1,985190164215,19.400028,1,985,2.002062,18.085999,17.9089,0.08062997,0.0908,297.3538265,62.5188641,0.8842857,t17_f5_c3,17.8778,0.1129,False,False,False,bulk_1.0.0,0.0,1010143724215015018,0.99993086,828120142.0,,,
19,ztf,58740.15680560004,986156804215015041,2,986156804215,19.506832,1,986,1.403982,18.14891,18.0878,0.090958156,0.1018,297.3538828,62.5188765,0.95285714,t17_f5_c3,18.0877,0.1304,False,False,False,bulk_1.0.0,0.0,1010143724215015018,0.99999523,828120242.0,,,
