,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59248.255046300124,1494255042715015015,1,1494255042715,20.554361,1,1494,2.0849862,18.719002,18.7381,0.093248606,0.0775,121.0024052,10.0093001,0.58,t17_f5_c3,0.999998,18.8003,0.1022,516120127.0,True,False,False,correction_0.0.1,0.0
1,ztf,59250.246678200085,1496246672715015020,2,1496246672715,20.162144,1,1496,2.011256,18.017189,18.0856,0.07182243,0.0565,121.0024733,10.0093108,0.75285715,t17_f5_c3,0.99991107,18.0073,0.0647,516120227.0,True,False,False,correction_0.0.1,0.0
2,ztf,59250.258530099876,1496258532715015014,1,1496258532715,20.33279,1,1496,1.9794358,18.07374,18.0622,0.06260579,0.0437,121.0024342,10.0093211,0.73,t17_f5_c3,0.99999964,18.0754,0.0548,516120127.0,True,False,False,correction_0.0.1,0.0
3,ztf,59252.20525459992,1498205252715015025,2,1498205252715,20.668333,1,1498,1.9324582,17.770548,17.9697,0.045386683,0.0487,121.0024527,10.0093383,0.6,t17_f5_c3,0.6464349,18.0052,0.0613,516120227.0,True,False,False,correction_0.0.1,0.0
4,ztf,59252.26828699978,1498268282715015019,1,1498268282715,20.761808,1,1498,1.9035021,17.70625,17.7695,0.03999519,0.031,121.0024382,10.0093416,0.85142857,t17_f5_c3,0.99999833,17.7646,0.0377,516120127.0,True,False,False,correction_0.0.1,0.0
5,ztf,59254.23144679982,1500231442715015019,1,1500231442715,20.32962,1,1500,1.9416754,17.541845,17.5393,0.052018512,0.0329,121.0024418,10.0093289,0.78571427,t17_f5_c3,0.9999994,17.5576,0.0411,516120127.0,True,False,False,correction_0.0.1,0.0
6,ztf,59254.255613400135,1500255612715015020,2,1500255612715,20.806467,1,1500,1.9916446,17.56811,17.6746,0.055093225,0.0352,121.0024533,10.0093219,0.42285714,t17_f5_c3,0.94978106,17.6843,0.0429,516120227.0,True,False,False,correction_0.0.1,0.0
7,ztf,59256.21217590012,1502212172715015023,2,1502212172715,20.610537,1,1502,2.0210886,17.432377,17.4678,0.059619915,0.032,121.0024626,10.0093125,0.60571426,t17_f5_c3,0.99949795,17.4783,0.0392,516120227.0,True,False,False,correction_0.0.1,0.0
8,ztf,59256.27605320001,1502276052715015014,1,1502276052715,20.793907,1,1502,1.9017007,17.378445,17.4045,0.03363335,0.0228,121.002445,10.0093394,0.82857144,t17_f5_c3,0.99998915,17.3972,0.0275,516120127.0,True,False,False,correction_0.0.1,0.0
9,ztf,59260.25439810008,1506254392715015015,2,1506254392715,20.199482,1,1506,2.1077013,17.163656,17.1742,0.044689897,0.0287,121.0024319,10.0092973,0.54571426,t17_f5_c3,0.9801443,17.1515,0.0345,516120227.0,True,False,False,correction_0.0.1,0.0
10,ztf,59260.27511569997,1506275112715015012,1,1506275112715,19.96091,1,1506,1.9926554,17.285116,17.2379,0.052323602,0.0278,121.00244,10.0093152,0.77,t17_f5_c3,0.9999969,17.2142,0.0336,516120127.0,True,False,False,correction_0.0.1,0.0
11,ztf,59263.27546299994,1509275462715015005,1,1509275462715,19.858212,1,1509,1.8636205,17.234373,17.2186,0.051038187,0.0233,121.0025107,10.0093304,0.42857143,t17_f5_c3,0.99993867,17.1732,0.0275,516120127.0,True,False,False,correction_0.0.1,0.0
12,ztf,59265.20341440011,1511203412715015013,1,1511203412715,20.266619,1,1511,1.9027789,17.210949,17.2197,0.037876662,0.0258,121.0024491,10.0093355,0.8685714,t17_f5_c3,0.99999917,17.2249,0.0322,516120127.0,True,False,False,correction_0.0.1,0.0
13,ztf,59265.2532060002,1511253202715015018,2,1511253202715,20.37519,1,1511,1.9731401,17.076914,17.1805,0.04247776,0.0273,121.0024499,10.0093278,0.6085714,t17_f5_c3,0.9650076,17.1974,0.034,516120227.0,True,False,False,correction_0.0.1,0.0
14,ztf,59267.23381939996,1513233812715015010,1,1513233812715,19.72214,1,1513,1.9714961,17.230362,17.2035,0.0442372,0.0345,121.0024489,10.009315,0.8485714,t17_f5_c3,0.9999998,17.1477,0.0413,516120127.0,True,False,False,correction_0.0.1,0.0
15,ztf,59267.29768519988,1513297682715015010,2,1513297682715,19.81377,1,1513,1.9793214,17.0277,17.0983,0.04383429,0.0334,121.0024456,10.009331,0.7757143,t17_f5_c3,0.9997455,17.1064,0.0421,516120227.0,True,False,False,correction_0.0.1,0.0
16,ztf,59271.226388900075,1517226382715015012,1,1517226382715,19.17614,1,1517,1.967944,17.282995,17.3385,0.05657737,0.065,121.0024312,10.0093259,0.82857144,t17_f5_c3,1.0,17.3404,0.0833,516120127.0,True,False,False,correction_0.0.1,0.0
17,ztf,59271.25682870019,1517256822715015009,2,1517256822715,19.29953,1,1517,2.00701,17.031546,17.0547,0.05581942,0.0479,121.0024774,10.0093108,0.72,t17_f5_c3,0.9995231,17.0032,0.0581,516120227.0,True,False,False,correction_0.0.1,0.0
18,ztf,59273.17249999987,1519172502715015003,1,1519172502715,19.159788,1,1519,1.9825993,17.313707,17.3114,0.05021326,0.0594,121.0024804,10.0093041,0.8157143,t17_f5_c3,0.9999996,17.2834,0.0738,516120127.0,True,False,False,correction_0.0.1,0.0
19,ztf,59273.23646989977,1519236462715015007,2,1519236462715,19.221298,1,1519,2.0342448,17.069475,17.1856,0.05624909,0.0526,121.0024634,10.009304,0.71428573,t17_f5_c3,0.9954264,17.1254,0.0632,516120227.0,True,False,False,correction_0.0.1,0.0
20,ztf,59275.17116900021,1521171162715015007,1,1521171162715,20.284876,1,1521,1.9665232,17.300545,17.3315,0.04968664,0.0253,121.0024455,10.0093218,0.8157143,t17_f5_c3,0.9999992,17.3302,0.0311,516120127.0,True,False,False,correction_0.0.1,0.0
21,ztf,59275.2331019002,1521233102715015004,2,1521233102715,19.888388,1,1521,2.0475607,17.043938,17.0859,0.045915242,0.0308,121.0024497,10.0093079,0.68285716,t17_f5_c3,0.99988884,17.0925,0.0385,516120227.0,True,False,False,correction_0.0.1,0.0
22,ztf,59278.18687500013,1524186872715015016,2,1524186872715,20.361668,1,1524,2.031226,17.014805,17.0936,0.043526974,0.024,121.002441,10.0093177,0.79,t17_f5_c3,0.9943656,17.0949,0.0293,516120227.0,True,False,False,correction_0.0.1,0.0
23,ztf,59278.21277779993,1524212772715015008,1,1524212772715,19.591366,1,1524,2.1072261,17.354485,17.3507,0.06810639,0.0312,121.0024344,10.0092825,0.37142858,t17_f5_c3,0.9999051,17.2936,0.0368,516120127.0,True,False,False,correction_0.0.1,0.0
24,ztf,59281.225254599936,1527225252715015011,2,1527225252715,20.617973,1,1527,1.9835821,17.019196,17.0922,0.037810665,0.0217,121.0024489,10.0093253,0.7342857,t17_f5_c3,0.9999374,17.0989,0.0261,516120227.0,True,False,False,correction_0.0.1,0.0
25,ztf,59291.2183333002,1537218332715015019,2,1537218332715,20.395132,1,1537,1.9419341,17.112629,17.15,0.044931095,0.0277,121.002451,10.0093386,0.57857144,t17_f5_c3,0.997026,17.1573,0.0341,516120227.0,True,False,False,correction_0.0.1,0.0
26,ztf,59293.1527315001,1539152732715015008,1,1539152732715,20.203701,1,1539,1.94027,17.652773,17.619,0.05543609,0.0353,121.0024451,10.0093282,0.8357143,t17_f5_c3,0.9999999,17.5875,0.0428,516120127.0,True,False,False,correction_0.0.1,0.0
27,ztf,59293.171203699894,1539171202715015014,2,1539171202715,20.33133,1,1539,2.0077443,17.122965,17.1911,0.04638931,0.0272,121.002451,10.0093181,0.6685714,t17_f5_c3,0.97949326,17.2142,0.0339,516120227.0,True,False,False,correction_0.0.1,0.0
28,ztf,59298.246932900045,1544246932715015005,1,1544246932715,18.14255,1,1544,1.9292368,17.75985,17.8268,0.15205881,0.2529,121.0024783,10.0093203,0.61285716,t17_f5_c3,0.9999654,17.7625,0.306,516120127.0,True,False,False,correction_0.0.1,0.0
29,ztf,59301.173726900015,1547173722715015009,2,1547173722715,19.579142,1,1547,2.0120592,17.255995,17.32,0.047816694,0.0523,121.0024386,10.0093223,0.66,t17_f5_c3,0.9992521,17.3238,0.0665,516120227.0,True,False,False,correction_0.0.1,0.0
30,ztf,59301.23366900021,1547233662715015003,1,1547233662715,18.986418,1,1547,1.725568,17.84112,17.9902,0.08592755,0.1231,121.0024421,10.0093954,0.79142857,t17_f5_c3,0.9986031,18.0211,0.1621,516120127.0,True,False,False,correction_0.0.1,0.0
31,ztf,59303.152627300005,1549152622715015015,2,1549152622715,20.387842,1,1549,1.9508033,17.283937,17.3242,0.042832997,0.0316,121.0024511,10.0093337,0.5757143,t17_f5_c3,0.9660667,17.3326,0.0391,516120227.0,True,False,False,correction_0.0.1,0.0
32,ztf,59303.215972200036,1549215972715015004,1,1549215972715,19.467684,1,1549,2.0143614,17.816835,17.8309,0.05736558,0.0735,121.0024444,10.0093053,0.8257143,t17_f5_c3,0.9999992,17.8443,0.0948,516120127.0,True,False,False,correction_0.0.1,0.0
33,ztf,59306.18381940015,1552183812715015015,1,1552183812715,20.612253,1,1552,1.8889102,17.941517,18.0676,0.057856407,0.0461,121.0024438,10.0093418,0.8528572,t17_f5_c3,0.99959135,18.0721,0.0575,516120127.0,True,False,False,correction_0.0.1,0.0
34,ztf,59306.22790510021,1552227902715015012,2,1552227902715,20.364305,1,1552,1.8940057,17.285397,17.4161,0.057243932,0.035,121.0024581,10.0093503,0.5742857,t17_f5_c3,0.9011681,17.3936,0.0422,516120227.0,True,False,False,correction_0.0.1,0.0
35,ztf,59308.24901620019,1554249012715015013,1,1554249012715,20.42967,1,1554,1.8754967,18.009975,18.0608,0.05635183,0.0491,121.0024424,10.0093493,0.8742857,t17_f5_c3,0.9999995,18.1209,0.0645,516120127.0,True,False,False,correction_0.0.1,0.0
36,ztf,59310.1953125,1556195312715015013,2,1556195312715,20.306114,1,1556,2.0661886,17.402391,17.48,0.051771857,0.0351,121.0024503,10.009303,0.6528571,t17_f5_c3,0.9981733,17.4648,0.0425,516120227.0,True,False,False,correction_0.0.1,0.0
37,ztf,59312.170648099855,1558170642715015014,2,1558170642715,20.497093,1,1558,2.0397718,17.427889,17.5334,0.061300904,0.0355,121.0024441,10.0093107,0.47285715,t17_f5_c3,0.99580663,17.5307,0.0433,516120227.0,True,False,False,correction_0.0.1,0.0
38,ztf,59312.20861109998,1558208612715015010,1,1558208612715,20.304737,1,1558,1.9288787,18.121996,18.1785,0.060019337,0.0552,121.0024382,10.0093339,0.8471429,t17_f5_c3,0.9999993,18.1975,0.0701,516120127.0,True,False,False,correction_0.0.1,0.0
39,ztf,59314.20740740001,1560207402715015017,1,1560207402715,20.468477,1,1560,1.9122853,18.172096,18.3376,0.07283725,0.0608,121.0024459,10.009336,0.8414286,t17_f5_c3,0.9999997,18.3489,0.0767,516120127.0,True,False,False,correction_0.0.1,0.0
40,ztf,59316.15765050007,1562157652715015011,2,1562157652715,20.434,1,1562,2.02678,17.427,17.5976,0.044071,0.0381,121.0024447,10.0093191,0.587143,t17_f5_c3,,17.6152,0.0473,,False,False,False,correction_0.0.1,0.0
41,ztf,59319.17311340012,1565173112715015009,1,1565173112715,20.339773,1,1565,2.0358143,18.337208,18.4284,0.07709188,0.0638,121.0024254,10.0093067,0.7714286,t17_f5_c3,0.99999934,18.5063,0.0854,516120127.0,True,False,False,correction_0.0.1,0.0
42,ztf,59319.19785880018,1565197852715015012,2,1565197852715,20.377148,1,1565,2.0317066,17.58217,17.6088,0.05970181,0.038,121.0024492,10.0093094,0.5857143,t17_f5_c3,0.99960357,17.6028,0.0462,516120227.0,True,False,False,correction_0.0.1,0.0
43,ztf,59321.17331020022,1567173312715015009,1,1567173312715,20.454971,1,1567,1.9154432,18.366137,18.4203,0.06445337,0.0685,121.0024479,10.0093341,0.79285717,t17_f5_c3,0.9999995,18.4383,0.0871,516120127.0,True,False,False,correction_0.0.1,0.0
44,ztf,59321.202395800035,1567202392715015009,2,1567202392715,20.385248,1,1567,1.9091036,17.557438,17.6916,0.051220514,0.0451,121.002442,10.0093471,0.6742857,t17_f5_c3,0.9658034,17.6982,0.056,516120227.0,True,False,False,correction_0.0.1,0.0
45,ztf,59328.163067100104,1574163062715015005,2,1574163062715,19.81464,1,1574,1.9649757,17.683222,17.6588,0.06822817,0.0637,121.0024461,10.0093325,0.46857142,t17_f5_c3,0.92194015,17.6539,0.08,516120227.0,True,False,False,correction_0.0.1,0.0
46,ztf,59328.1964699002,1574196462715015005,1,1574196462715,19.338043,1,1574,1.7583716,18.435822,18.5492,0.11674568,0.1817,121.002461,10.0093762,0.8242857,t17_f5_c3,0.9999802,18.4019,0.2029,516120127.0,True,False,False,correction_0.0.1,0.0
