,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,58693.21604169998,939216040815015023,2,939216040815,20.408058,1,939,2.59483,19.598743,19.3138,0.18564506,0.1714,247.5582557,66.6337941,0.73285717,t17_f5_c3,0.999754,19.5588,0.2685,847120208.0,False,False,False,bulk_1.0.0,0.0,957187780815015012,,,
1,ztf,58693.26773149986,939267730815015016,1,939267730815,20.622768,1,939,0.92292875,19.576906,19.7821,0.123464294,0.1752,247.5581769,66.633833,0.9514286,t17_f5_c3,0.99999726,19.7593,0.2148,847120108.0,False,True,False,bulk_1.0.0,0.0,957187780815015012,18.669165,0.030985793,0.053511165
2,ztf,58694.219444400165,940219440815015009,1,940219440815,20.4235,1,940,0.9302914,19.152864,19.1342,0.10268736,0.1305,247.5581187,66.6338347,0.95,t17_f5_c3,0.9998463,18.9932,0.1444,847120108.0,False,True,False,bulk_1.0.0,0.0,957187780815015012,18.464817,0.040775318,0.054487668
3,ztf,58695.30528939981,941305280815015040,1,941305280815,20.171242,1,941,1.027884,18.911474,18.7963,0.07244473,0.0885,247.5582356,66.6338027,0.88285714,t17_f5_c3,0.999998,18.8561,0.1173,847120108.0,False,True,False,bulk_1.0.0,0.0,957187780815015012,18.330091,0.027915914,0.042408604
4,ztf,58696.27737270016,942277370815015018,2,942277370815,20.6232,1,942,2.5890255,18.62893,18.705,0.06339108,0.0834,247.5581174,66.6338581,0.9614286,t17_f5_c3,0.9999998,18.7866,0.1111,847120208.0,False,False,False,bulk_1.0.0,0.0,957187780815015012,,,
5,ztf,58696.306585600134,942306580815015010,1,942306580815,20.499428,1,942,0.92085075,18.622126,18.6853,0.07453497,0.066,247.5582521,66.63383,0.94857144,t17_f5_c3,0.9999962,18.6793,0.0816,847120108.0,False,True,False,bulk_1.0.0,0.0,957187780815015012,18.151518,0.040015277,0.0483189
6,ztf,58697.299363399856,943299360815015019,2,943299360815,20.50997,1,943,2.4805567,18.45543,18.5563,0.059321605,0.079,247.558087,66.6338317,0.9657143,t17_f5_c3,0.9999982,18.5386,0.0964,847120208.0,False,False,False,bulk_1.0.0,0.0,957187780815015012,,,
7,ztf,58697.32586809993,943325860815015005,1,943325860815,20.598228,1,943,0.83402735,18.31107,18.3142,0.057730045,0.0517,247.5581849,66.6338583,0.9628571,t17_f5_c3,0.99999976,18.3422,0.0658,847120108.0,False,True,False,bulk_1.0.0,0.0,957187780815015012,17.94002,0.03443425,0.04101874
8,ztf,58699.28031249996,945280310815015022,2,945280310815,20.51443,1,945,2.4933398,18.129147,18.1597,0.05433636,0.0565,247.5580945,66.6338343,0.9614286,t17_f5_c3,0.99998987,18.142,0.0688,847120208.0,False,False,False,bulk_1.0.0,0.0,957187780815015012,,,
9,ztf,58699.30879630009,945308790815015012,1,945308790815,20.434391,1,945,0.9078918,18.029226,18.0138,0.053564448,0.0415,247.5581464,66.6338356,0.9614286,t17_f5_c3,0.9999962,18.0307,0.0521,847120108.0,False,True,False,bulk_1.0.0,0.0,957187780815015012,17.732523,0.036360383,0.04075632
