,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion
0,ztf,58278.22134259995,524221344215015008,1,524221344215,20.67043,1,524,0.12650369,20.322685,17.511278,20.2664,0.19338879,0.009356423,0.014516726,0.2713,228.3591744,69.4924737,0.74666667,0.0,20.2405,0.333,846120142.0,True,True,False,bulk_1.0.0,0.0,0.0,
1,ztf,58320.196886599995,566196884215015012,1,566196884215,20.2284,1,566,0.439144,19.774,17.458967,19.7994,0.226493,0.0246854,0.026855996,0.2856,228.3588687,69.492458,0.586667,,20.1164,0.4878,,False,True,False,bulk_1.0.0,0.0,5.80184964215015e+17,t8_f5_c3
2,ztf,58334.18496529991,580184964215015013,1,580184964215,20.637897,1,580,0.2336745,19.596409,17.436327,19.7838,0.13461982,0.0152202835,0.018410943,0.19,228.3591665,69.4925063,0.81333333,0.0,19.7044,0.2224,846120142.0,False,True,False,bulk_1.0.0,0.0,5.96260684215015e+17,t8_f5_c3
3,ztf,58337.19593749987,583195934215015011,2,583195934215,20.492685,1,583,0.1825447,19.76971,17.284906,20.0294,0.16485302,0.011959008,0.01671764,0.2796,228.3590709,69.4924548,0.68333334,0.0,19.9225,0.3206,846120242.0,False,True,False,bulk_1.0.0,0.0,5.96260684215015e+17,t8_f5_c3
4,ztf,58350.26068289997,596260684215015004,1,596260684215,19.987377,1,596,0.61329585,19.186687,17.370302,19.4302,0.1708755,0.030554777,0.03207198,0.245,228.3588164,69.4925444,0.67,0.0,19.3187,0.2821,846120142.0,False,True,False,bulk_1.0.0,0.0,6.23197744215015e+17,t8_f5_c3
5,ztf,58363.180763899814,609180764215015015,1,609180764215,20.377998,1,609,0.2711893,19.735788,17.454365,19.8656,0.19259767,0.021069,0.023554914,0.2193,228.3591976,69.492517,0.76666665,0.0,19.7824,0.256,846120142.0,False,True,False,bulk_1.0.0,0.0,6.23197744215015e+17,t8_f5_c3
6,ztf,58366.23951390013,612239514215015019,1,612239514215,20.57492,1,612,0.37475908,19.57025,17.43271,19.5819,0.13262472,0.015373569,0.018518645,0.1588,228.3595191,69.492437,0.83,0.0,19.5912,0.2019,846120142.0,False,True,False,bulk_1.0.0,0.0,6.23197744215015e+17,t8_f5_c3
7,ztf,58377.197743100114,623197744215015014,1,623197744215,20.142351,1,623,0.34459656,19.71325,17.451582,19.8086,0.1884241,0.020984923,0.023467664,0.2951,228.3593497,69.4923564,0.7966667,0.0,19.7731,0.3642,846120142.0,True,True,False,bulk_1.0.0,0.0,0.0,t8_f5_c3
8,ztf,58472.489710600115,718489714215015010,1,718489714215,19.6311,1,718,0.380814,19.8492,17.467615,20.0889,0.241117,0.024686262,0.026890218,0.5291,228.3591579,69.4923358,0.71,,20.3688,0.8761,,False,True,False,bulk_1.0.0,0.0,7.40532714215015e+17,t12_f5_c3
9,ztf,58487.494641200174,733494644215015028,1,733494644215,20.52053,1,733,0.09006068,20.00004,17.483437,20.3676,0.18840791,0.015074781,0.018554857,0.315,228.3592808,69.4924549,0.7266667,0.0,20.426,0.4192,846120142.0,False,True,False,bulk_1.0.0,0.0,7.57551564215015e+17,t8_f5_c3
10,ztf,58487.554791700095,733554794215015034,2,733554794215,20.518154,1,733,0.21003914,19.525187,17.257444,19.7838,0.13901956,0.012912177,0.01721786,0.2151,228.3590935,69.4924814,0.65,0.0,19.4223,0.1946,846120242.0,False,True,False,bulk_1.0.0,0.0,7.57551564215015e+17,t8_f5_c3
11,ztf,58494.5327198999,740532714215015024,1,740532714215,20.955952,1,740,0.09461419,19.622398,17.439844,19.8587,0.17202587,0.02056836,0.023044758,0.1609,228.3592162,69.492417,0.79571426,0.0,19.9454,0.2156,846120142.0,False,True,False,bulk_1.0.0,0.0,7.57551564215015e+17,t15_f5_c3
12,ztf,58508.49153940007,754491534215015015,2,754491534215,19.8147,1,754,0.293892,19.7494,17.282827,19.8393,0.249555,0.022943188,0.02573578,0.3277,228.3593739,69.4925028,0.76,,19.5902,0.3327,,False,True,False,bulk_1.0.0,0.0,7.57551564215015e+17,t15_f5_c3
13,ztf,58511.48835649993,757488354215015006,1,757488354215,20.393995,1,757,0.12728822,19.466618,17.417633,19.4141,0.12953183,0.016775552,0.019623782,0.1546,228.3593063,69.4924252,0.8642857,0.0,19.361,0.1857,846120142.0,False,True,False,bulk_1.0.0,0.0,7.57551564215015e+17,t15_f5_c3
14,ztf,58511.551562500186,757551564215015004,2,757551564215,20.019163,1,757,0.11827462,19.619677,17.268711,20.0883,0.17354225,0.016243821,0.019907601,0.4379,228.359148,69.4924177,0.79571426,0.0,20.1816,0.6079,846120242.0,False,True,False,bulk_1.0.0,0.0,7.70433244215015e+17,t15_f5_c3
15,ztf,58524.43324070005,770433244215015028,1,770433244215,20.318514,1,770,0.4505745,19.671394,17.446281,19.4597,0.16207464,0.018070994,0.020877078,0.1337,228.359449,69.4925396,0.7,0.0,19.3583,0.1533,846120142.0,False,True,False,bulk_1.0.0,0.0,7.93327314215015e+17,t15_f5_c3
16,ztf,58547.32731480012,793327314215015026,1,793327314215,20.364397,1,793,0.56417185,19.40857,17.408636,19.231,0.15541354,0.022467999,0.024632921,0.1155,228.3595264,69.49256,0.69857144,0.0,19.0551,0.1233,846120142.0,False,True,False,bulk_1.0.0,0.0,7.93538834215015e+17,t15_f5_c3
17,ztf,58547.32731480012,793327314215015027,1,793327314215,20.3644,1,793,0.506448,19.6816,17.44759,19.3608,0.233553,0.027942771,0.0298388,0.1285,228.3593686,69.492576,0.428571,,19.3597,0.161,,False,True,False,bulk_1.0.0,0.0,7.93538834215015e+17,t15_f5_c3
18,ztf,58547.538831000216,793538834215015025,2,793538834215,20.550125,1,793,0.16775367,19.808344,17.288761,20.1956,0.19382693,0.014998136,0.019036239,0.3042,228.3593226,69.4924128,0.7828571,0.0,20.1824,0.381,846120242.0,True,True,False,bulk_1.0.0,0.0,0.0,t15_f5_c3
19,ztf,58547.538831000216,793538834215025025,2,793538834215,20.5501,1,793,0.167754,19.8083,17.288755,20.1956,0.193827,0.014999022,0.01903691,0.3042,228.3593226,69.4924128,0.782857,,20.1824,0.381,,False,True,False,bulk_1.0.0,0.0,8.14241604215015e+17,t15_f5_c3
20,ztf,58557.32619210007,803326194215025025,1,803326194215,19.6395,1,803,0.328407,19.8513,17.46785,19.437,0.254224,0.026217436,0.028303271,0.2068,228.3594795,69.49243,0.568571,,19.3338,0.2403,,False,True,False,bulk_1.0.0,0.0,8.30281354215015e+17,t15_f5_c3
21,ztf,58560.26379630016,806263794215015011,1,806263794215,19.3399,1,806,1.44725,19.4573,,19.1111,0.247713,,,0.2604,228.3580577,69.4924658,0.261429,,18.9708,0.2933,,False,False,True,bulk_1.0.0,0.0,8.30281354215015e+17,t15_f5_c3
22,ztf,58560.371875000186,806371874215015009,2,806371874215,19.9339,1,806,0.441524,19.7611,17.284027,19.7212,0.255797,0.023373175,0.026125599,0.3248,228.3588682,69.492471,0.69,,19.1715,0.2501,,False,True,False,bulk_1.0.0,0.0,8.30281354215015e+17,t15_f5_c3
23,ztf,58568.2416087999,814241604215015017,1,814241604215,20.338947,1,814,0.17802474,19.738432,17.454687,20.1639,0.1856703,0.020060966,0.022659205,0.3174,228.3591506,69.4924844,0.8142857,0.0,19.859,0.3032,846120142.0,False,True,False,bulk_1.0.0,0.0,8.30281354215015e+17,t15_f5_c3
