,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,rbversion
0,ztf,58262.30374999996,508303740815010284,2,508303740815,19.8515,-1,508,0.714368,17.3818,17.238102,17.3021,0.022811,100.0,0.01998321,0.0288,208.400173,37.7354504,0.35,17.1836,0.0321,False,True,False,bulk_1.0.0,0.0,5.2822101081501e+17,,,
1,ztf,58276.28179399995,522281790815010284,2,522281790815,20.7397,-1,522,0.129168,18.546,16.744055,18.2997,0.050139,100.0,0.009536692,0.0542,208.4000002,37.7355897,0.83,18.2133,0.0592,False,True,False,bulk_1.0.0,0.0,5.5217856081501005e+17,,,
2,ztf,58282.22101850016,528221010815010014,2,528221010815,20.644697,-1,528,0.28256744,19.228462,16.651726,19.0717,0.1001511,100.0,0.009331709,0.1177,208.4000881,37.7355553,0.8,19.0473,0.1374,False,True,False,bulk_1.0.0,0.0,5.5217856081501005e+17,0.0,718120208.0,
3,ztf,58306.17856479995,552178560815010024,2,552178560815,20.10044,-1,552,0.24857073,18.631601,16.72851,18.4919,0.17562173,100.0,0.030432787,0.0846,208.4001033,37.7355732,0.6,18.4695,0.1007,True,True,False,bulk_1.0.0,0.0,0.0,0.0,718120208.0,
4,ztf,59639.39234950021,1885392340815015007,1,1885392340815,20.310751,1,1885,0.49645096,19.566677,17.325619,19.6249,0.11904647,100.0,0.015110987,0.1631,208.4000109,37.7357443,0.81142855,19.6153,0.199,True,True,False,correction_1.0.6,0.0,,0.9996898,718120108.0,t17_f5_c3
5,ztf,59641.38981480012,1887389810815015009,1,1887389810815,20.903809,1,1887,0.94354224,18.966413,17.228367,19.0642,0.08445134,100.0,0.0170368,0.089,208.4000485,37.7358778,0.95285714,19.1107,0.1123,True,True,False,correction_1.0.6,0.0,,0.99999815,718120108.0,t17_f5_c3
6,ztf,59682.349641200155,1928349640815015004,2,1928349640815,19.761745,1,1928,0.6943286,19.25798,16.468481,19.6696,0.13911584,100.0,0.010655573,0.3309,208.4001506,37.7357882,0.8971428,19.7768,0.4567,True,True,False,correction_1.0.6,0.0,,0.9907938,718120208.0,t17_f5_c3
