,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59292.27306709997,1538273063615015010,1,1538273063615,20.0227,1,1538,0.409636,20.3403,19.513712,20.0226,0.269687,0.12140037,0.12595785,0.342,165.4089249,-15.813633,0.461429,t17_f5_c3,20.0756,0.4609,False,True,False,correction_0.0.1,0.0,,
1,ztf,59294.25200230023,1540252003615015004,1,1540252003615,19.5984,1,1540,0.849113,19.894,19.282389,19.6045,0.290465,0.16312622,0.16536734,0.2951,165.4088768,-15.8134955,0.314286,t17_f5_c3,19.5945,0.3751,False,True,False,correction_0.0.1,0.0,,
2,ztf,59294.31739579979,1540317393615015008,2,1540317393615,19.705744,1,1540,0.48601606,19.858007,19.32496,19.9652,0.20595355,0.121662416,0.1260523,0.4464,165.4089533,-15.8136667,0.6857143,t17_f5_c3,20.1701,0.6922,True,True,False,correction_0.0.1,0.0,0.99987745,317120236.0
3,ztf,59297.17912039999,1543179123615015007,1,1543179123615,18.8757,1,1543,0.197095,19.3328,18.92852,18.9027,0.331636,0.22769259,0.22853343,0.2568,165.4089744,-15.8136857,0.228571,t17_f5_c3,18.8247,0.307,False,True,False,correction_0.0.1,0.0,,
4,ztf,59297.253888899926,1543253883615015003,2,1543253883615,19.3069,1,1543,0.310278,19.7881,19.281643,19.9882,0.392718,0.24427256,0.24631914,0.6188,165.4089592,-15.8137146,0.452857,t17_f5_c3,20.0024,0.8061,False,True,False,correction_0.0.1,0.0,,
5,ztf,59303.28251159983,1549282513615015002,1,1549282513615,18.9865,1,1549,0.132082,19.1524,18.801062,19.0959,0.244215,0.17584004,0.17670049,0.3573,165.4090564,-15.81371,0.781429,t17_f5_c3,18.9567,0.4038,False,True,False,correction_0.0.1,0.0,,
6,ztf,59305.27193289995,1551271933615015049,1,1551271933615,19.53316,1,1551,0.46853566,19.339184,18.932915,19.4003,0.20105235,0.13688812,0.13829349,0.2992,165.4091522,-15.8136157,0.7214286,t17_f5_c3,19.2076,0.3217,True,True,False,correction_0.0.1,0.0,0.9999417,317120136.0
7,ztf,59305.31219909992,1551312193615015005,2,1551312193615,19.455925,1,1551,0.52226114,19.42163,19.037792,19.3995,0.16401412,0.11235561,0.11517164,0.3126,165.4090413,-15.8136577,0.80142856,t17_f5_c3,19.4893,0.4358,True,True,False,correction_0.0.1,0.0,0.9980365,317120236.0
8,ztf,59307.275381899904,1553275383615015018,1,1553275383615,20.277636,1,1553,0.44088632,19.405573,18.978142,19.382,0.14138675,0.093145736,0.095375374,0.1571,165.4089865,-15.8135689,0.8857143,t17_f5_c3,19.2839,0.1838,True,True,False,correction_0.0.1,0.0,0.9999501,317120136.0
9,ztf,59309.19090279983,1555190903615015010,1,1555190903615,20.227308,1,1555,0.42837873,19.465107,19.01794,19.2968,0.13975117,0.09009796,0.092574015,0.1565,165.4089688,-15.8135779,0.8842857,t17_f5_c3,19.3336,0.2074,True,True,False,correction_0.0.1,0.0,0.9999963,317120136.0
10,ztf,59313.2098495001,1559209843615015007,2,1559209843615,20.100607,1,1559,0.6143528,19.165857,18.852093,19.3571,0.102848954,0.07402331,0.07703606,0.1961,165.4090079,-15.8136243,0.91571426,t17_f5_c3,19.5601,0.3032,True,True,False,correction_0.0.1,0.0,0.99999976,317120236.0
11,ztf,59313.23140050005,1559231403615015018,1,1559231403615,20.171057,1,1559,0.2873961,19.585846,19.096403,19.552,0.15346628,0.095066555,0.09777673,0.2048,165.4090239,-15.8136035,0.87285715,t17_f5_c3,19.4588,0.2411,True,True,False,correction_0.0.1,0.0,0.999975,317120136.0
12,ztf,59315.20960649988,1561209603615015017,1,1561209603615,20.41245,1,1561,0.39999896,19.550264,19.073599,19.5638,0.12829772,0.07962178,0.08270893,0.1728,165.4089791,-15.8135844,0.87857145,t17_f5_c3,19.4352,0.1966,True,True,False,correction_0.0.1,0.0,0.9998847,317120136.0
13,ztf,59315.23128469987,1561231283615015014,2,1561231283615,20.319218,1,1561,0.5830664,19.172195,18.856836,19.1717,0.0946313,0.06745565,0.07077686,0.1406,165.4089979,-15.8136313,0.93,t17_f5_c3,19.1163,0.1714,True,True,False,correction_0.0.1,0.0,0.9999999,317120236.0
14,ztf,59317.17349540023,1563173493615025014,1,1563173493615,20.4086,1,1563,0.219297,19.6736,19.151485,19.621,0.156783,0.093897685,0.096929,0.1682,165.408968,-15.8136875,0.762857,t17_f5_c3,19.5437,0.2005,False,True,False,correction_0.0.1,0.0,,
15,ztf,59317.17349540023,1563173493615015014,1,1563173493615,20.408606,1,1563,0.21929729,19.673552,19.151457,19.621,0.15678339,0.09389978,0.09693086,0.1682,165.408968,-15.8136875,0.76285714,t17_f5_c3,19.5437,0.2005,True,True,False,correction_0.0.1,0.0,0.9994484,317120136.0
16,ztf,59317.19031250011,1563190313615015018,2,1563190313615,20.417198,1,1563,0.64881766,19.195566,18.87427,19.2053,0.10334238,0.07372235,0.07687045,0.1254,165.4090075,-15.8136141,0.91571426,t17_f5_c3,19.2721,0.1706,True,True,False,correction_0.0.1,0.0,0.999946,317120236.0
17,ztf,59317.19031250011,1563190313615025018,2,1563190313615,20.4172,1,1563,0.648818,19.1956,18.874294,19.2053,0.103342,0.07372125,0.07686954,0.1254,165.4090075,-15.8136141,0.915714,t17_f5_c3,19.2721,0.1706,False,True,False,correction_0.0.1,0.0,,
18,ztf,59320.16896989988,1566168963615015007,1,1566168963615,19.7273,1,1566,0.941931,19.7515,19.198984,19.0605,0.290434,0.17278132,0.17459877,0.2013,165.4089021,-15.8134483,0.178571,t17_f5_c3,19.0506,0.2554,False,True,False,correction_0.0.1,0.0,,
19,ztf,59322.23182869982,1568231823615015008,2,1568231823615,19.80407,1,1568,0.8354023,19.095842,18.79923,19.0116,0.12153267,0.09022021,0.09248008,0.1711,165.4090662,-15.8135702,0.9014286,t17_f5_c3,19.0328,0.2239,True,True,False,correction_0.0.1,0.0,0.9999933,317120236.0
20,ztf,59324.16903939983,1570169033615015005,1,1570169033615,19.7251,1,1570,0.101496,20.013,19.348532,19.8632,0.301815,0.1611036,0.16366415,0.3843,165.4090575,-15.8136665,0.712857,t17_f5_c3,19.8383,0.4822,False,True,False,correction_0.0.1,0.0,,
21,ztf,59324.16903939983,1570169033615065005,1,1570169033615,19.7251,1,1570,0.101496,20.013,19.348532,19.8632,0.301815,0.1611036,0.16366415,0.3843,165.4090575,-15.8136665,0.712857,t17_f5_c3,19.8383,0.4822,False,True,False,correction_0.0.1,0.0,,
22,ztf,59324.210208300035,1570210203615015007,2,1570210203615,19.611153,1,1570,0.65735,19.270414,18.929447,19.1111,0.15879822,0.11371559,0.11600016,0.1986,165.4089511,-15.8136148,0.6471428,t17_f5_c3,19.1383,0.2613,True,True,False,correction_0.0.1,0.0,0.9998126,317120236.0
23,ztf,59324.210208300035,1570210203615065007,2,1570210203615,19.6112,1,1570,0.65735,19.2704,18.929436,19.1111,0.158798,0.113715924,0.116000436,0.1986,165.4089511,-15.8136148,0.647143,t17_f5_c3,19.1383,0.2613,False,True,False,correction_0.0.1,0.0,,
24,ztf,59328.2321295999,1574232123615015006,2,1574232123615,18.9864,1,1574,0.77131,19.2147,18.88847,18.6201,0.268523,0.1976057,0.19883324,0.2528,165.4087768,-15.8137416,0.21,t17_f5_c3,18.8891,0.416,False,True,False,correction_0.0.1,0.0,,
25,ztf,59335.18924769992,1581189243615015006,2,1581189243615,19.797874,1,1581,0.58031744,19.380419,19.00869,19.2372,0.15403554,0.1065656,0.109377824,0.2318,165.408972,-15.8136332,0.8157143,t17_f5_c3,19.0671,0.2545,True,True,False,correction_0.0.1,0.0,0.9995423,317120236.0
26,ztf,59338.189421299845,1584189423615015007,1,1584189423615,20.1791,1,1584,0.059935,20.5128,19.590883,20.0932,0.274102,0.11158004,0.117258854,0.3449,165.4090168,-15.8136763,0.631429,t17_f5_c3,20.1546,0.4683,False,True,False,correction_0.0.1,0.0,,
27,ztf,59340.18983800011,1586189833615015014,1,1586189833615,20.117,1,1586,0.608561,20.4473,19.562378,20.6712,0.337771,0.145322,0.1495043,0.5799,165.4090607,-15.81351,0.708571,t17_f5_c3,20.5812,0.6853,False,True,False,correction_0.0.1,0.0,,
28,ztf,59340.27105320012,1586271053615015008,2,1586271053615,20.049171,1,1586,0.50333005,19.385254,19.012121,19.6896,0.12626857,0.08606509,0.08954513,0.281,165.4089968,-15.8136533,0.8857143,t17_f5_c3,19.7459,0.3804,True,True,False,correction_0.0.1,0.0,0.9999622,317120236.0
29,ztf,59343.189965299796,1589189963615015009,2,1589189963615,20.069063,1,1589,0.5346714,19.374144,19.00423,19.4613,0.12771387,0.08746098,0.09083906,0.2358,165.4090103,-15.8136453,0.8757143,t17_f5_c3,19.497,0.313,True,True,False,correction_0.0.1,0.0,0.9999987,317120236.0
30,ztf,59346.19004630018,1592190043615015003,2,1592190043615,20.077114,1,1592,0.52039737,19.321407,18.96646,19.4001,0.12338025,0.08575932,0.08897466,0.212,165.4089901,-15.8136486,0.9057143,t17_f5_c3,19.5458,0.311,True,True,False,correction_0.0.1,0.0,0.999866,317120236.0
31,ztf,59350.21071759984,1596210713615015005,2,1596210713615,19.519653,1,1596,0.58416826,19.317118,18.963364,19.3518,0.17770351,0.12609448,0.1282905,0.2067,165.4089629,-15.813635,0.40857142,t17_f5_c3,19.2151,0.2339,True,True,False,correction_0.0.1,0.0,0.99633694,317120236.0
