,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59530.3819213002,1776381925015015014,2,1776381925015,20.202263,1,1776,1.9546652,19.880474,20.0079,0.19426976,0.2812,101.3308983,28.6952956,0.75714284,t17_f5_c3,0.9998227,19.9774,0.3477,613120250.0,True,False,False,correction_1.0.6,0.0,,,,
1,ztf,59530.40603009984,1776406035015015008,1,1776406035015,19.9794,1,1776,2.09808,20.0152,19.8528,0.236731,0.2179,101.331013,28.6953123,0.348571,t17_f5_c3,,19.6842,0.2387,,False,False,False,correction_1.0.6,0.0,1.778416745015015e+18,,,
2,ztf,59532.41674769996,1778416745015015016,1,1778416745015,20.559597,1,1778,1.8145546,19.744265,19.627,0.16667256,0.1588,101.3309014,28.6952679,0.7785714,t17_f5_c3,0.9999981,19.6344,0.2035,613120150.0,True,False,False,correction_1.0.6,0.0,,,,
3,ztf,59532.436469899956,1778436465015015009,2,1778436465015,20.360003,1,1778,1.8531433,19.798326,20.0285,0.15609522,0.2885,101.3309156,28.6952619,0.83,t17_f5_c3,0.9999973,20.1493,0.4094,613120250.0,True,False,False,correction_1.0.6,0.0,,,,
4,ztf,59538.29574069986,1784295745015015001,2,1784295745015,19.2587,1,1784,1.3463,19.5393,19.5601,0.242123,0.5405,101.3308081,28.695139,0.688571,t17_f5_c3,,20.0108,1.0506,,False,True,True,correction_1.0.6,0.0,1.796351425015015e+18,18.363281,0.07207744,0.08196499
5,ztf,59550.35142360022,1796351425015015013,2,1796351425015,20.452934,1,1796,1.662506,20.170486,19.9259,0.20592566,0.2466,101.3310355,28.6951512,0.69142854,t17_f5_c3,0.99603724,19.672,0.2478,613120250.0,True,False,False,correction_1.0.6,0.0,,,,
