,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59639.27975689992,1885279752515015005,1,1885279752515,20.335,1,1885,2.03707,20.3151,20.5037,0.272715,0.3719,171.6533447,18.569886,0.721429,t17_f5_c3,20.3372,0.4074,False,False,False,correction_1.0.6,0.0,1.887298532515015e+18,,,,,
1,ztf,59641.29853009991,1887298532515015004,2,1887298532515,20.501415,1,1887,1.4048864,19.578169,19.474,0.1308205,0.1639,171.6533209,18.5698586,0.9071429,t17_f5_c3,19.4137,0.1973,True,False,False,correction_1.0.6,0.0,,0.9999974,574120225.0,,,
2,ztf,59671.337580999825,1917337582515025011,2,1917337582515,20.566,1,1917,1.34062,18.6342,18.6334,0.07174,0.0676,171.653364,18.569878,0.907143,t17_f5_c3,18.6343,0.0853,False,True,True,correction_1.0.6,0.0,1.935258072515015e+18,,,18.401482,0.054167625,0.05789943
3,ztf,59671.337580999825,1917337582515015012,2,1917337582515,20.556293,1,1917,1.345478,18.624985,18.609,0.07194964,0.0668,171.6533629,18.5698789,0.9085714,t17_f5_c3,18.6074,0.084,True,True,True,correction_1.0.6,0.0,,0.99999523,574120225.0,18.39404,0.05450201,0.058163453
4,ztf,59671.400879600085,1917400872515025008,1,1917400872515,20.6938,1,1917,2.08511,19.0125,19.0176,0.104868,0.0887,171.6533563,18.5698945,0.948571,t17_f5_c3,19.0265,0.113,False,False,False,correction_1.0.6,0.0,1.935258072515015e+18,,,,,
5,ztf,59671.400879600085,1917400872515015008,1,1917400872515,20.690416,1,1917,2.0853355,19.025679,19.0621,0.106068686,0.0926,171.6533549,18.5698959,0.94857144,t17_f5_c3,19.0592,0.1167,True,False,False,correction_1.0.6,0.0,,0.9999972,574120125.0,,,
6,ztf,59674.3194213002,1920319422515015004,2,1920319422515,20.590757,1,1920,1.410289,18.72966,18.5934,0.06582022,0.0695,171.6533503,18.5698927,0.9357143,t17_f5_c3,18.6149,0.0895,True,False,False,correction_1.0.6,0.0,,0.9999996,574120225.0,,,
7,ztf,59676.33303239988,1922333032515015004,1,1922333032515,20.0679,1,1922,2.3914,19.3933,19.3307,0.166262,0.1389,171.6534951,18.5698708,0.304286,t17_f5_c3,19.1663,0.1522,False,False,False,correction_1.0.6,0.0,1.922359322515015e+18,,,,,
8,ztf,59676.35932870023,1922359322515015004,2,1922359322515,19.81761,1,1922,1.152816,18.769598,18.955,0.12713867,0.1211,171.6534079,18.569845,0.77428573,t17_f5_c3,19.0033,0.1612,True,True,True,correction_1.0.6,0.0,,0.99989927,574120225.0,18.50941,0.09746347,0.10004663
9,ztf,59678.2552894,1924255282515015001,2,1924255282515,20.415932,1,1924,1.4682488,18.798788,18.8895,0.0769774,0.1103,171.65335,18.5699152,0.9242857,t17_f5_c3,18.9643,0.1502,True,False,False,correction_1.0.6,0.0,,0.9418827,574120225.0,,,
10,ztf,59678.319062499795,1924319062515015001,1,1924319062515,20.285767,1,1924,1.9956304,19.687904,19.8178,0.18828458,0.255,171.6533233,18.5698898,0.87857145,t17_f5_c3,19.681,0.2879,True,False,False,correction_1.0.6,0.0,,0.9997727,574120125.0,,,
11,ztf,59680.24589119991,1926245892515015003,2,1926245892515,19.634995,1,1926,1.0968096,18.872454,18.9462,0.13021189,0.1565,171.6534708,18.5698729,0.75,t17_f5_c3,19.0821,0.2268,True,True,True,correction_1.0.6,0.0,,0.9991863,574120225.0,18.589516,0.097349204,0.100340374
12,ztf,59684.319837999996,1930319832515015003,2,1930319832515,19.272408,1,1930,1.5835848,19.123758,19.3882,0.1931375,0.4323,171.6532821,18.5698932,0.64,t17_f5_c3,19.2552,0.4912,True,False,False,correction_1.0.6,0.0,,0.99778354,574120225.0,,,
13,ztf,59687.35942129977,1933359422515015002,2,1933359422515,19.449526,1,1933,1.4317119,19.087809,18.8654,0.12610085,0.2145,171.6533251,18.5698757,0.8742857,t17_f5_c3,18.8492,0.271,True,False,False,correction_1.0.6,0.0,,0.99990904,574120225.0,,,
14,ztf,59689.25807869993,1935258072515015003,2,1935258072515,19.914139,1,1935,1.194885,19.232746,19.2146,0.13984759,0.1449,171.6533749,18.5698282,0.5542857,t17_f5_c3,19.319,0.2031,True,True,True,correction_1.0.6,0.0,,0.99976695,574120225.0,18.855965,0.09382839,0.0988422
15,ztf,59689.27547449991,1935275472515015003,1,1935275472515,19.924,1,1935,2.4302,20.3642,20.2983,0.36917,0.4153,171.6533848,18.5700018,0.58,t17_f5_c3,20.166,0.4709,False,False,False,correction_1.0.6,0.0,1.941234362515015e+18,,,,,
16,ztf,59695.23436339991,1941234362515015004,2,1941234362515,20.437365,1,1941,1.2879051,19.41542,19.3576,0.09859302,0.1619,171.6533776,18.5698701,0.9285714,t17_f5_c3,19.481,0.2307,True,True,True,correction_1.0.6,0.0,,0.99999946,574120225.0,18.98182,0.056171756,0.06613111
17,ztf,59697.211458299775,1943211452515015008,1,1943211452515,20.7378,1,1943,2.10018,20.6065,20.3784,0.232023,0.2861,171.6534607,18.5697689,0.691429,t17_f5_c3,20.5652,0.4322,False,False,False,correction_1.0.6,0.0,1.943310622515015e+18,,,,,
18,ztf,59697.310624999925,1943310622515015006,2,1943310622515,20.519781,1,1943,1.2688345,19.521496,19.2703,0.10697622,0.1355,171.6533716,18.5698564,0.80714285,t17_f5_c3,19.1642,0.1563,True,True,True,correction_1.0.6,0.0,,0.99999213,574120225.0,19.051813,0.05858235,0.06940871
19,ztf,59699.238067099825,1945238062515015004,1,1945238062515,20.6403,1,1945,1.94439,20.5226,20.32,0.292543,0.3037,171.6533073,18.5698843,0.697143,t17_f5_c3,20.4372,0.4308,False,False,False,correction_1.0.6,0.0,1.945262212515015e+18,,,,,
20,ztf,59699.26221060008,1945262212515015007,2,1945262212515,20.493916,1,1945,1.3688807,19.713991,19.7096,0.13611124,0.2059,171.6533513,18.5698768,0.86,t17_f5_c3,19.6725,0.2537,True,True,True,correction_1.0.6,0.0,,0.999985,574120225.0,19.172756,0.07144568,0.08267987
21,ztf,59701.21552080009,1947215522515015005,2,1947215522515,20.265047,1,1947,1.1587538,19.692081,19.6215,0.1710714,0.1797,171.6534197,18.5698577,0.7542857,t17_f5_c3,19.7541,0.2584,True,True,True,correction_1.0.6,0.0,,0.9998121,574120225.0,19.159393,0.09633575,0.10473756
22,ztf,59703.25979170017,1949259792515015005,1,1949259792515,20.3948,1,1949,1.89935,20.6117,20.3247,0.27153,0.3221,171.6532212,18.5699317,0.66,t17_f5_c3,20.51,0.4874,False,False,False,correction_1.0.6,0.0,1.949291972515015e+18,,,,,
23,ztf,59703.29197920021,1949291972515015008,2,1949291972515,20.188944,1,1949,1.4400088,19.686779,19.9357,0.13563874,0.2851,171.6533693,18.5699211,0.8971428,t17_f5_c3,20.0428,0.4017,True,False,False,correction_1.0.6,0.0,,0.99999607,574120225.0,,,
24,ztf,59714.19244210003,1960192442515015004,2,1960192442515,19.6616,1,1960,1.29527,20.1617,19.9115,0.315153,0.516,171.6533388,18.5698302,0.465714,t17_f5_c3,19.6797,0.5351,False,True,True,correction_1.0.6,0.0,1.965176712515015e+18,,,19.422195,0.15064552,0.15948494
25,ztf,59719.17671300005,1965176712515015011,2,1965176712515,20.597776,1,1965,1.5039698,20.232836,20.1417,0.1842556,0.2566,171.6533693,18.5699444,0.7814286,t17_f5_c3,20.1145,0.3185,True,False,False,correction_1.0.6,0.0,,0.99107295,574120225.0,,,
