,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid
0,ztf,59014.358124999795,1260358123015015014,1,1260358123015,20.9491,1,1260,0.427799,20.0537,17.376612,19.7776,0.236052,100.0,0.02005268,0.1772,274.0964717,38.757765,0.764286,t17_f5_c3,19.5996,0.1792,False,True,False,bulk_1.0.0,0.0,1277245761915015009,,
1,ztf,59015.33749999991,1261337503015015014,2,1261337503015,20.726286,1,1261,0.8348977,19.3998,16.840952,19.5762,0.10022313,100.0,0.009493556,0.1999,274.0963921,38.7577313,0.84,t17_f5_c3,19.6461,0.2525,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.9999901,726120230.0
2,ztf,59016.259675899986,1262259673015015006,2,1262259673015,19.666147,1,1262,0.6349551,19.16672,16.816599,19.315,0.18608817,100.0,0.021363424,0.3039,274.0963904,38.757647,0.91714287,t17_f5_c3,19.4048,0.4098,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.99997413,726120230.0
3,ztf,59017.28054400021,1263280543015015015,2,1263280543015,20.760334,1,1263,0.6033279,19.22392,16.823015,19.497,0.096022524,100.0,0.0105198845,0.1765,274.0965116,38.7577052,0.89857143,t17_f5_c3,19.5183,0.2116,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.9991978,726120230.0
4,ztf,59017.28966439981,1263289661915015017,2,1263289661915,20.900492,1,1263,0.4789184,19.643845,16.843386,19.6065,0.09147572,100.0,0.0069362097,0.1773,274.0964096,38.7577164,0.9128571,t17_f5_c3,19.5609,0.1966,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.94101965,725120219.0
5,ztf,59017.32523149997,1263325233015015013,1,1263325233015,21.049747,1,1263,0.20434311,20.141352,17.38379,19.8643,0.20214655,100.0,0.015945606,0.1803,274.0965333,38.7576077,0.7842857,t17_f5_c3,19.6753,0.1786,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.816218,726120130.0
6,ztf,59018.26527780015,1264265271915015010,2,1264265271915,20.879301,1,1264,0.57023335,19.41627,16.824356,19.3811,0.1150686,100.0,0.010572832,0.1486,274.0963689,38.7577116,0.8842857,t17_f5_c3,19.4558,0.1838,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.9535862,725120219.0
7,ztf,59018.34664350003,1264346641915015035,1,1264346641915,21.057302,1,1264,0.7917184,20.434006,17.557402,20.6536,0.17285275,100.0,0.012218981,0.3611,274.0963261,38.7576252,0.92285717,t17_f5_c3,20.553,0.3845,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.76672465,725120119.0
8,ztf,59018.350532399956,1264350533015015017,1,1264350533015,20.993645,1,1264,0.12274288,19.851143,17.357857,19.8716,0.15765053,100.0,0.015862849,0.1887,274.0965111,38.757668,0.85,t17_f5_c3,19.7543,0.2007,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.97653866,726120130.0
9,ztf,59019.27956019994,1265279563015015015,1,1265279563015,20.9101,1,1265,0.168968,20.312,17.396317,20.3137,0.228857,100.0,0.015605973,0.2924,274.0964248,38.7576223,0.851429,t17_f5_c3,20.0441,0.2725,False,True,False,bulk_1.0.0,0.0,1271366031915015011,,
10,ztf,59019.363217600156,1265363213015015018,2,1265363213015,20.877028,1,1265,0.6247012,19.270756,16.828049,19.5374,0.093709596,100.0,0.009878736,0.1787,274.0964171,38.7576767,0.8585714,t17_f5_c3,19.4627,0.195,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.99970555,726120230.0
11,ztf,59020.280300899874,1266280301915015020,2,1266280301915,20.70107,1,1266,0.44119713,19.322952,16.81544,19.387,0.10550381,100.0,0.010477623,0.1568,274.0964882,38.7577417,0.9085714,t17_f5_c3,19.421,0.1889,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.99854624,725120219.0
12,ztf,59020.290370400064,1266290373015015012,2,1266290373015,20.697792,1,1266,0.55812174,19.138449,16.813316,19.2897,0.13422677,100.0,0.01576835,0.149,274.0964364,38.7576587,0.8242857,t17_f5_c3,19.0891,0.1461,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.9819272,726120230.0
13,ztf,59022.255335600115,1268255333015015021,2,1268255333015,20.755922,1,1268,0.89104617,19.130148,16.812338,19.1802,0.10939877,100.0,0.0129386345,0.133,274.0964074,38.7577558,0.86,t17_f5_c3,19.1523,0.1525,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.99995697,726120230.0
14,ztf,59022.25581019977,1268255811915015015,2,1268255811915,20.87015,1,1268,0.62212384,19.347063,16.81781,19.4374,0.06591046,100.0,0.0064158305,0.1546,274.0963833,38.7577492,0.9042857,t17_f5_c3,19.3894,0.1713,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.984941,725120219.0
15,ztf,59022.3472684999,1268347263015015034,1,1268347263015,20.998552,1,1268,0.1703901,19.787867,17.35132,19.6352,0.18548135,100.0,0.019664457,0.1496,274.0964529,38.757688,0.76857144,t17_f5_c3,19.4644,0.1511,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.99811137,726120130.0
16,ztf,59023.3078935002,1269307891915015020,2,1269307891915,20.883234,1,1269,0.5511407,19.232178,16.806076,19.2662,0.08072335,100.0,0.0086408965,0.1326,274.0963853,38.7577184,0.94142854,t17_f5_c3,19.2513,0.1512,False,True,False,bulk_1.0.0,0.0,1271366031915015011,0.9980303,725120219.0
