,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid
0,ztf,58450.40070600016,696400703815015006,1,696400703815,19.787,1,696,0.195165,19.8289,16.592453,19.8492,0.306303,0.008063236,0.015544363,0.3753,69.23035,4.6922972,0.586667,t12_f5_c3,19.9635,0.5271,False,True,False,bulk_1.0.0,0.0,708349353815010000,,
1,ztf,58455.290358799975,701290353815015014,2,701290353815,20.39149,1,701,1.2203869,19.384754,15.907921,19.1005,0.14575732,100.0,0.005927848,0.1307,69.2306693,4.6923793,0.39333335,t8_f5_c3,19.0756,0.1543,False,True,False,bulk_1.0.0,0.0,708349353815010000,0.0,456120238.0
2,ztf,58462.3114120001,708311413815010003,2,708311413815,19.703592,-1,708,0.16065685,17.973402,16.13655,18.034,0.08685798,100.0,0.015998134,0.0929,69.2303537,4.6923705,0.48666668,t8_f5_c3,18.0754,0.1211,False,True,False,bulk_1.0.0,0.0,708349353815010000,0.0,456120238.0
3,ztf,58462.349351900164,708349353815010000,1,708349353815,20.04618,-1,708,0.12361748,18.435797,16.88165,18.4093,0.06871553,100.0,0.016420893,0.0738,69.2302996,4.6923199,0.77,t8_f5_c3,18.4526,0.0958,True,True,False,bulk_1.0.0,0.0,0,0.0,456120138.0
4,ztf,59111.424328700174,1357424323815010009,2,1357424323815,20.375,-1,1357,0.276441,18.0069,16.130491,18.096,0.091583,100.0,0.0162649,0.057,69.2303274,4.6924116,0.765714,t17_f5_c3,18.0612,0.0674,False,True,False,bulk_1.0.0,0.0,1387422143815015011,,
5,ztf,59116.4369907002,1362436993815010011,2,1362436993815,20.5543,-1,1362,0.074495,17.6784,16.200851,17.7438,0.073216,100.0,0.018775294,0.0372,69.2303085,4.6923274,0.844286,t17_f5_c3,17.7485,0.0454,False,True,False,bulk_1.0.0,0.0,1387422143815015011,,
6,ztf,59121.389305599965,1367389303815010013,1,1367389303815,19.5713,-1,1367,0.129262,18.3935,16.892008,18.449,0.098658,0.01748678,0.02474775,0.1343,69.2302896,4.6923535,0.965714,t17_f5_c3,18.3968,0.1633,False,True,False,bulk_1.0.0,0.0,1387422143815015011,,
7,ztf,59122.497256900184,1368497253815010008,2,1368497253815,20.0179,-1,1368,0.144488,17.5748,16.229092,17.767,0.07951,100.0,0.023021743,0.057,69.2303686,4.6923362,0.755714,t17_f5_c3,17.7681,0.0716,False,True,False,bulk_1.0.0,0.0,1387422143815015011,,
8,ztf,59130.40054399986,1376400543815015004,1,1376400543815,19.8909,1,1376,0.450345,19.2865,16.557323,19.3801,0.137203,100.0,0.01110945,0.2495,69.2303537,4.6922214,0.932857,t17_f5_c3,19.2989,0.2933,False,True,False,bulk_1.0.0,0.0,1387422143815015011,,
9,ztf,59136.42157409992,1382421573815015009,1,1382421573815,20.7101,1,1382,0.375588,19.4035,16.566341,19.6888,0.133915,100.0,0.009816712,0.1765,69.2302931,4.6922421,0.778571,t17_f5_c3,19.6177,0.2013,False,True,False,bulk_1.0.0,0.0,1387422143815015011,,
10,ztf,59141.42214119993,1387422143815015011,1,1387422143815,20.782263,1,1387,0.5532641,19.337582,16.56137,19.4162,0.17797276,0.004862925,0.013799691,0.1253,69.2304704,4.6922858,0.78,t17_f5_c3,19.3485,0.1428,True,True,False,bulk_1.0.0,0.0,0,0.68138415,456120138.0
11,ztf,59168.35217589978,1414352173815010016,2,1414352173815,20.2995,-1,1414,0.144231,17.5421,16.238747,17.5642,0.04381,100.0,0.013189593,0.0339,69.2303247,4.692294,0.95,t17_f5_c3,17.5878,0.0425,False,True,False,bulk_1.0.0,0.0,1441277603815015008,,
12,ztf,59168.36500000022,1414364993815010012,1,1414364993815,20.6284,-1,1414,0.180308,18.3854,16.894049,18.3757,0.078726,0.009461208,0.019933218,0.0531,69.2302766,4.6923485,0.9,t17_f5_c3,18.3926,0.0662,False,True,False,bulk_1.0.0,0.0,1441277603815015008,,
13,ztf,59188.22478009993,1434224783815010016,1,1434224783815,19.6802,-1,1434,0.124429,18.2846,16.92113,18.2033,0.08434,0.015924498,0.024024004,0.0755,69.2303037,4.6923175,0.937143,t17_f5_c3,18.1537,0.0912,False,True,False,bulk_1.0.0,0.0,1441277603815015008,,
14,ztf,59195.277604199946,1441277603815015008,1,1441277603815,20.337358,1,1441,0.84825826,19.645506,16.582361,19.6042,0.18300785,100.0,0.010894617,0.1758,69.2305618,4.6922983,0.8242857,t17_f5_c3,19.3755,0.1753,True,True,False,bulk_1.0.0,0.0,0,0.8735237,456120138.0
