,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59264.27170140017,1510271701915015012,1,1510271701915,20.4101,1,1510,4.03543,20.2204,20.2342,0.229384,0.3289,145.8345235,-4.3144552,0.764286,t17_f5_c3,20.1359,0.3836,False,False,False,correction_0.0.1,0.0,,
1,ztf,59264.31111110002,1510311111915015015,2,1510311111915,20.154207,1,1510,3.971088,20.000736,19.7512,0.16883518,0.2353,145.8344731,-4.3145591,0.78571427,t17_f5_c3,19.4448,0.2256,True,False,False,correction_0.0.1,0.0,0.99576557,416120219.0
2,ztf,59266.27398149995,1512273981915015008,1,1512273981915,19.4566,1,1512,5.0137,19.6309,19.4007,0.254529,0.2205,145.8343315,-4.3146936,0.291429,t17_f5_c3,19.5231,0.3157,False,False,False,correction_0.0.1,0.0,,
3,ztf,59266.31891199993,1512318911915015017,2,1512318911915,19.7465,1,1512,3.80329,19.5264,19.8718,0.218166,0.3228,145.8345997,-4.3145341,0.712857,t17_f5_c3,19.7281,0.3609,False,False,False,correction_0.0.1,0.0,,
4,ztf,59268.21087960014,1514210871915015008,1,1514210871915,19.6587,1,1514,4.51713,19.3966,18.9964,0.181247,0.1988,145.8344846,-4.3145844,0.647143,t17_f5_c3,19.3549,0.3542,False,False,False,correction_0.0.1,0.0,,
5,ztf,59268.30135420011,1514301351915015003,2,1514301351915,19.82729,1,1514,3.8636682,19.285316,19.087,0.15862302,0.1842,145.8345453,-4.3145391,0.91571426,t17_f5_c3,18.8587,0.1909,True,False,False,correction_0.0.1,0.0,0.9999962,416120219.0
6,ztf,59270.274745400064,1516274741915015031,1,1516274741915,18.8984,1,1516,4.0262,19.1933,18.839,0.236783,0.2678,145.834838,-4.314474,0.328571,t17_f5_c3,18.5911,0.2737,False,False,False,correction_0.0.1,0.0,,
7,ztf,59270.32670139987,1516326701915015009,2,1516326701915,19.176003,1,1516,4.052539,19.134842,19.1196,0.21439649,0.3342,145.8344721,-4.314583,0.6557143,t17_f5_c3,19.0057,0.3859,True,False,False,correction_0.0.1,0.0,0.99233484,416120219.0
8,ztf,59272.273564800154,1518273561915015012,2,1518273561915,18.9149,1,1518,3.63356,19.2741,18.9315,0.266999,0.3804,145.8345214,-4.3144719,0.688571,t17_f5_c3,18.9609,0.5026,False,False,False,correction_0.0.1,0.0,,
9,ztf,59278.25190970022,1524251901915015015,1,1524251901915,20.196228,1,1524,4.336613,19.186096,19.1287,0.108095534,0.1084,145.8345185,-4.3145435,0.7942857,t17_f5_c3,19.0362,0.1263,True,False,False,correction_0.0.1,0.0,0.99999684,416120119.0
10,ztf,59278.27630789997,1524276301915015014,2,1524276301915,19.99073,1,1524,3.9081976,18.970455,18.9839,0.13520224,0.1172,145.8345312,-4.3145544,0.7757143,t17_f5_c3,18.9765,0.1475,True,False,False,correction_0.0.1,0.0,0.99999917,416120219.0
11,ztf,59281.317893499974,1527317891915015026,1,1527317891915,20.219643,1,1527,4.705889,19.516453,19.2798,0.1668677,0.1038,145.8345309,-4.3146522,0.38142857,t17_f5_c3,19.2889,0.1322,True,False,False,correction_0.0.1,0.0,0.99911153,416120119.0
12,ztf,59291.23459490016,1537234591915015022,2,1537234591915,20.477829,1,1537,4.014529,19.816196,19.7116,0.13333401,0.2107,145.8345488,-4.3145884,0.87285715,t17_f5_c3,19.8493,0.3027,True,False,False,correction_0.0.1,0.0,0.99999964,416120219.0
13,ztf,59293.21112270001,1539211121915015011,2,1539211121915,20.154188,1,1539,3.6454847,19.759235,19.7947,0.17925198,0.2482,145.834604,-4.314487,0.9,t17_f5_c3,19.9085,0.3501,True,False,False,correction_0.0.1,0.0,0.9998813,416120219.0
