,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid
0,ztf,58939.338136599865,1185338131715015008,1,1185338131715,19.990849,1,1185,2.8343213,19.02373,18.8035,0.13727413,0.1536,189.1385914,11.2316634,0.94285715,t17_f5_c3,0.9999995,18.8407,0.2023,525120117.0,False,False,False,bulk_1.0.0,0.0,1.214201791715015e+18
1,ztf,58939.3733333,1185373331715015001,2,1185373331715,19.212458,1,1185,3.0213144,18.153248,18.4023,0.09861959,0.1809,189.1386084,11.2316768,0.93857145,t17_f5_c3,0.99999917,18.6821,0.2988,525120217.0,False,False,False,bulk_1.0.0,0.0,1.214201791715015e+18
2,ztf,58940.35935189994,1186359351715015025,1,1186359351715,18.160769,1,1186,2.9796917,16.623484,16.4438,0.08637028,0.0787,189.1385881,11.2316172,0.68285716,t17_f5_c3,0.9999328,16.3257,0.0899,525120117.0,False,False,False,bulk_1.0.0,0.0,1.214201791715015e+18
3,ztf,58941.26677080011,1187266771715015003,1,1187266771715,19.96112,1,1187,2.8780394,16.666693,16.7153,0.042120583,0.0206,189.138578,11.2316439,0.92,t17_f5_c3,0.9999999,16.7167,0.0257,525120117.0,False,False,False,bulk_1.0.0,0.0,1.213227501715015e+18
4,ztf,58954.25490739988,1200254901715015007,2,1200254901715,20.47665,1,1200,3.066181,15.531162,15.5525,0.045687895,0.0079,189.1385778,11.2316564,0.8814286,t17_f5_c3,0.99995804,15.5548,0.0095,525120217.0,False,False,False,bulk_1.0.0,0.0,1.214201791715015e+18
5,ztf,58955.26820599986,1201268201715015009,2,1201268201715,20.524712,1,1201,3.0524979,15.536207,15.5477,0.03445726,0.0077,189.1385779,11.2316605,0.8842857,t17_f5_c3,0.99998355,15.5414,0.0092,525120217.0,False,False,False,bulk_1.0.0,0.0,1.221249721715015e+18
6,ztf,58955.30061340006,1201300611715015006,1,1201300611715,20.619284,1,1201,2.8501163,16.53316,16.559,0.04965063,0.0142,189.1385733,11.2316504,0.9114286,t17_f5_c3,0.99999994,16.5593,0.0172,525120117.0,False,False,False,bulk_1.0.0,0.0,1.214201791715015e+18
7,ztf,58956.26534719998,1202265341715015005,2,1202265341715,20.52398,1,1202,3.0686877,15.539954,15.5588,0.025591094,0.0078,189.1385795,11.2316557,0.9042857,t17_f5_c3,0.9999891,15.559,0.0092,525120217.0,False,False,False,bulk_1.0.0,0.0,1.221249721715015e+18
8,ztf,58962.23203699989,1208232031715015009,1,1208232031715,20.639378,1,1208,2.8147018,16.702234,16.7726,0.042408675,0.017,189.138579,11.2316638,0.9242857,t17_f5_c3,0.99999774,16.7578,0.0204,525120117.0,False,False,False,bulk_1.0.0,0.0,1.214201791715015e+18
9,ztf,58962.268391199876,1208268391715015004,2,1208268391715,20.53661,1,1208,3.0407765,15.51879,15.5384,0.041228294,0.0077,189.1385714,11.2316624,0.88,t17_f5_c3,0.99998915,15.5321,0.0091,525120217.0,False,False,False,bulk_1.0.0,0.0,1.217212981715015e+18
10,ztf,58965.23184029991,1211231841715015005,1,1211231841715,20.753677,1,1211,2.8574648,16.783903,16.8227,0.039934088,0.0171,189.138576,11.2316502,0.93714285,t17_f5_c3,0.9999992,16.8218,0.0208,525120117.0,False,False,False,bulk_1.0.0,0.0,1.217212981715015e+18
11,ztf,58965.287141200155,1211287141715015007,2,1211287141715,20.648945,1,1211,3.040724,15.557572,15.583,0.042411417,0.0077,189.138573,11.2316629,0.7757143,t17_f5_c3,0.9999059,15.5816,0.0091,525120217.0,False,False,False,bulk_1.0.0,0.0,1.217212981715015e+18
12,ztf,58967.22750000004,1213227501715015007,1,1213227501715,20.62007,1,1213,2.8578818,16.89237,16.9022,0.040937804,0.0191,189.1385764,11.2316494,0.93714285,t17_f5_c3,0.99999994,16.8843,0.023,525120117.0,False,False,False,bulk_1.0.0,0.0,1.243203531715015e+18
13,ztf,58968.20179399988,1214201791715015003,2,1214201791715,20.566603,1,1214,3.0350173,15.572008,15.6081,0.04182005,0.008,189.1385766,11.2316653,0.83,t17_f5_c3,0.99984217,15.6044,0.0096,525120217.0,False,False,False,bulk_1.0.0,0.0,1.243203531715015e+18
14,ztf,58968.27284719981,1214272841715015004,1,1214272841715,20.633177,1,1214,2.8306677,16.897245,16.9373,0.04454953,0.0197,189.1385746,11.231657,0.9285714,t17_f5_c3,0.99999684,16.9285,0.024,525120117.0,False,False,False,bulk_1.0.0,0.0,1.221203021715015e+18
15,ztf,58971.2129861,1217212981715015006,2,1217212981715,20.049492,1,1217,3.0655766,15.572523,15.5831,0.038286734,0.0095,189.1385772,11.2316566,0.8585714,t17_f5_c3,0.9999995,15.5711,0.0115,525120217.0,False,False,False,bulk_1.0.0,0.0,1.221249721715015e+18
16,ztf,58971.27560190018,1217275601715015005,1,1217275601715,19.785568,1,1217,2.9166424,17.00091,17.0356,0.04199514,0.0316,189.1385756,11.2316312,0.94142854,t17_f5_c3,0.99999994,17.0355,0.0398,525120117.0,False,False,False,bulk_1.0.0,0.0,1.221203021715015e+18
17,ztf,58975.203020799905,1221203021715015002,2,1221203021715,19.302856,1,1221,3.0581307,15.625908,15.6557,0.030578658,0.0154,189.1385782,11.231659,0.9,t17_f5_c3,0.9999999,15.6344,0.019,525120217.0,False,False,False,bulk_1.0.0,0.0,1.221249721715015e+18
18,ztf,58975.24972219998,1221249721715015000,1,1221249721715,19.144035,1,1221,2.8644063,17.095549,17.0936,0.046468947,0.0558,189.1385602,11.2316407,0.94,t17_f5_c3,1.0,17.0724,0.0699,525120117.0,False,False,False,bulk_1.0.0,0.0,1.237170601715015e+18
19,ztf,58978.17025459977,1224170251715015006,1,1224170251715,20.669937,1,1224,2.8657925,17.166576,17.2145,0.049244817,0.0255,189.1385734,11.2316458,0.93714285,t17_f5_c3,0.9992583,17.1872,0.0308,525120117.0,False,False,False,bulk_1.0.0,0.0,1.237170601715015e+18
20,ztf,58978.248356500175,1224248351715015004,2,1224248351715,20.032524,1,1224,3.019318,15.626192,15.6437,0.037985243,0.0104,189.138573,11.2316691,0.87142855,t17_f5_c3,0.9993915,15.6297,0.0127,525120217.0,False,False,False,bulk_1.0.0,0.0,1.237170601715015e+18
21,ztf,58981.200682899915,1227200681715015005,1,1227200681715,20.735977,1,1227,2.8754022,17.25529,17.2768,0.053057503,0.0243,189.1385795,11.2316455,0.94857144,t17_f5_c3,1.0,17.2439,0.029,525120117.0,False,False,False,bulk_1.0.0,0.0,1.237170601715015e+18
22,ztf,58981.2495833002,1227249581715015005,2,1227249581715,20.331535,1,1227,3.087138,15.673892,15.6769,0.020682445,0.0085,189.138581,11.2316512,0.9057143,t17_f5_c3,0.9999999,15.667,0.0101,525120217.0,False,False,False,bulk_1.0.0,0.0,1.237170601715015e+18
23,ztf,58985.16799770016,1231167991715015003,1,1231167991715,20.565823,1,1231,2.854243,17.375029,17.4263,0.04989106,0.0304,189.1385713,11.2316484,0.95,t17_f5_c3,0.9999996,17.3856,0.0364,525120117.0,False,False,False,bulk_1.0.0,0.0,1.237170601715015e+18
24,ztf,58991.1706019002,1237170601715015006,1,1237170601715,20.63994,1,1237,2.8425195,17.460756,17.4849,0.066108525,0.0319,189.138569,11.231651,0.94714284,t17_f5_c3,0.99999624,17.4756,0.0393,525120117.0,False,False,False,bulk_1.0.0,0.0,1.266198261715015e+18
25,ztf,58991.22812499991,1237228121715015004,2,1237228121715,20.645916,1,1237,3.024251,15.726718,15.7619,0.042019747,0.0089,189.138572,11.2316675,0.79285717,t17_f5_c3,0.9987932,15.7708,0.0107,525120217.0,False,False,False,bulk_1.0.0,0.0,1.266236851715015e+18
26,ztf,58997.203530100174,1243203531715015003,1,1243203531715,20.573092,1,1243,2.8158128,17.609325,17.6696,0.05719222,0.0388,189.1385651,11.2316576,0.95,t17_f5_c3,0.99999964,17.6532,0.0479,525120117.0,False,False,False,bulk_1.0.0,0.0,1.266198261715015e+18
27,ztf,59005.18629630003,1251186291715015001,1,1251186291715,19.334097,1,1251,2.834711,17.774302,17.9257,0.063086994,0.1159,189.1385694,11.231656,0.94714284,t17_f5_c3,1.0,17.9652,0.1538,525120117.0,False,False,False,bulk_1.0.0,0.0,1.266236851715015e+18
28,ztf,59009.231955999974,1255231951715015002,1,1255231951715,19.967958,1,1255,3.0526392,17.80001,17.8095,0.06920639,0.0447,189.1385835,11.231593,0.7342857,t17_f5_c3,0.9998386,17.7759,0.0545,525120117.0,False,False,False,bulk_1.0.0,0.0,1.278197081715015e+18
29,ztf,59014.20033559995,1260200331715015007,1,1260200331715,20.65893,1,1260,2.829186,17.869982,17.9479,0.060812127,0.0465,189.1385646,11.2316533,0.95857143,t17_f5_c3,1.0,17.9424,0.0581,525120117.0,False,False,False,bulk_1.0.0,0.0,1.266236851715015e+18
30,ztf,59014.22953699995,1260229531715015002,2,1260229531715,20.334427,1,1260,3.0456557,15.853704,15.869,0.035649475,0.0103,189.1385843,11.2316639,0.9042857,t17_f5_c3,1.0,15.8573,0.0124,525120217.0,False,False,False,bulk_1.0.0,0.0,1.278197081715015e+18
31,ztf,59017.23571760021,1263235711715015003,2,1263235711715,20.65411,1,1263,3.0645216,15.888145,15.8983,0.038342908,0.0098,189.1385759,11.2316567,0.8642857,t17_f5_c3,0.99998844,15.8905,0.0117,525120217.0,False,False,False,bulk_1.0.0,0.0,1.266236851715015e+18
32,ztf,59020.19826389989,1266198261715015002,1,1266198261715,20.713053,1,1266,2.833853,17.998934,18.1255,0.071475185,0.0533,189.1385691,11.2316549,0.95,t17_f5_c3,1.0,18.0967,0.0652,525120117.0,False,False,False,bulk_1.0.0,0.0,1.278197081715015e+18
33,ztf,59020.236851899885,1266236851715015002,2,1266236851715,20.484165,1,1266,3.0606983,15.850865,15.8761,0.03481806,0.0104,189.1385577,11.2316542,0.8685714,t17_f5_c3,0.9999751,15.8744,0.0125,525120217.0,False,False,False,bulk_1.0.0,0.0,1.278197081715015e+18
