,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59194.26915509999,1440269153515015009,2,1440269153515,20.0483,1,1440,1.46813,19.8487,19.4667,0.217379,0.1646,68.0682921,-2.461677,0.645714,t17_f5_c3,19.4915,0.2098,False,False,False,bulk_1.0.0,0.0,1464233293515015009,,,,,
1,ztf,59194.281076400075,1440281073515015019,1,1440281073515,20.434172,1,1440,1.8047705,19.941853,19.7727,0.18813623,0.1618,68.0682121,-2.4618258,0.6342857,t17_f5_c3,19.8242,0.2115,False,False,False,bulk_1.0.0,0.0,1464233293515015009,0.99682903,405120135.0,,,
2,ztf,59198.2347916998,1444234793515015002,2,1444234793515,19.3083,1,1444,0.985195,19.4799,19.3686,0.230018,0.2969,68.0684434,-2.4615711,0.717143,t17_f5_c3,19.8773,0.6026,False,True,True,bulk_1.0.0,0.0,1444311513515015017,,,17.669836,100.0,0.043424606
3,ztf,59198.2347916998,1444234793515025002,2,1444234793515,19.3083,1,1444,0.985195,19.4799,19.3686,0.230018,0.2969,68.0684434,-2.4615711,0.717143,t17_f5_c3,19.8773,0.6026,False,True,True,bulk_1.0.0,0.0,1464233293515015009,,,17.669836,100.0,0.043424606
4,ztf,59198.31151620019,1444311513515025017,1,1444311513515,20.2013,1,1444,1.2673,19.2159,19.1002,0.141254,0.104,68.0683,-2.4616987,0.721429,t17_f5_c3,18.9358,0.1123,False,True,True,bulk_1.0.0,0.0,1464233293515015009,,,18.098185,100.0,0.05045622
5,ztf,59198.31151620019,1444311513515015017,1,1444311513515,20.20126,1,1444,1.2673043,19.215866,19.1002,0.1412536,0.104,68.0683,-2.4616987,0.7214286,t17_f5_c3,18.9358,0.1123,False,True,True,bulk_1.0.0,0.0,1451267313515015010,0.99950016,405120135.0,18.098173,100.0,0.050457105
6,ztf,59200.20585650019,1446205853515015008,1,1446205853515,19.1778,1,1446,0.627733,19.1433,18.9794,0.198544,0.3291,68.068398,-2.4615445,0.897143,t17_f5_c3,19.3332,0.5832,False,True,True,bulk_1.0.0,0.0,1464233293515015009,,,18.071692,0.049970794,0.07399691
7,ztf,59200.24971059989,1446249713515015008,2,1446249713515,20.42824,1,1446,1.0450535,19.228048,19.0628,0.10821384,0.1297,68.0684277,-2.461583,0.95285714,t17_f5_c3,19.0227,0.1565,False,True,True,bulk_1.0.0,0.0,1464233293515015009,0.9999888,405120235.0,17.6176,100.0,0.024552915
8,ztf,59203.305358800106,1449305353515015006,1,1449305353515,19.97715,1,1449,1.0252782,19.08626,18.9416,0.14332941,0.0994,68.0683376,-2.4616411,0.7342857,t17_f5_c3,18.8863,0.1189,False,True,True,bulk_1.0.0,0.0,1464233293515015009,0.9927768,405120135.0,18.050081,0.013555706,0.055190425
9,ztf,59205.19068290014,1451190683515015009,2,1451190683515,20.2065,1,1451,1.1177,18.9442,19.0406,0.083544,0.1461,68.0684118,-2.4616031,0.962857,t17_f5_c3,19.0009,0.1775,False,True,True,bulk_1.0.0,0.0,1464233293515015009,,,17.546381,100.0,0.023056185
