,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59169.33230319992,1415332302715015004,1,1415332302715,20.5244,1,1415,1.44118,20.5525,20.5136,0.223276,0.3876,50.6124269,-3.8186248,0.907143,t17_f5_c3,20.2919,0.3977,False,False,False,bulk_1.0.0,0.0,1422346592715015009,,,,,
1,ztf,59171.26040509995,1417260402715015003,1,1417260402715,20.6277,1,1417,1.4024907,19.926197,20.0194,0.12747514,0.2401,50.612379,-3.8186902,0.94857144,t17_f5_c3,20.0244,0.302,False,False,False,bulk_1.0.0,0.0,1422346592715015009,0.9999877,403120127.0,,,
2,ztf,59176.32861110009,1422328612715015008,2,1422328612715,20.14994,1,1422,3.6829906,18.77715,18.8003,0.091834955,0.1134,50.6124199,-3.8186614,0.94,t17_f5_c3,18.6498,0.1243,False,False,False,bulk_1.0.0,0.0,1422346592715015009,0.9999993,403120227.0,,,
3,ztf,59176.346597199794,1422346592715015009,1,1422346592715,20.53705,1,1422,1.538332,18.640501,18.6077,0.065223776,0.0696,50.6124288,-3.81868,0.95714283,t17_f5_c3,18.6399,0.0892,False,False,False,bulk_1.0.0,0.0,1448235592715015003,0.9999999,403120127.0,,,
4,ztf,59178.31869209977,1424318692715015002,2,1424318692715,20.09391,1,1424,3.703828,18.525215,18.6339,0.08819242,0.1142,50.6124256,-3.8186546,0.92,t17_f5_c3,18.6058,0.1406,False,False,False,bulk_1.0.0,0.0,1448235592715015003,0.99999785,403120227.0,,,
5,ztf,59183.23151620012,1429231512715015006,1,1429231512715,18.299803,1,1429,1.213307,18.059752,17.9504,0.13608089,0.2415,50.6123749,-3.8185913,0.7757143,t17_f5_c3,17.8835,0.2915,False,True,True,bulk_1.0.0,0.0,1448235592715015003,0.9997287,403120127.0,17.666246,0.08916814,0.09470989
6,ztf,59185.20630790014,1431206302715015001,1,1431206302715,19.360762,1,1431,1.5123588,18.086454,17.9215,0.07835087,0.0939,50.6124123,-3.8186909,0.85142857,t17_f5_c3,17.8891,0.1164,False,False,False,bulk_1.0.0,0.0,1448235592715015003,0.99999917,403120127.0,,,
7,ztf,59185.254536999855,1431254532715015006,2,1431254532715,19.635101,1,1431,3.7010593,18.304508,18.2572,0.079484686,0.106,50.6124251,-3.8186742,0.9442857,t17_f5_c3,18.2707,0.1365,False,False,False,bulk_1.0.0,0.0,1448235592715015003,0.99999845,403120227.0,,,
8,ztf,59187.19318290008,1433193182715015004,1,1433193182715,19.608147,1,1433,1.5291842,18.18442,18.206,0.090655394,0.0808,50.61242,-3.818689,0.91714287,t17_f5_c3,18.1405,0.0965,False,False,False,bulk_1.0.0,0.0,1462212212715015003,0.9999964,403120127.0,,,
9,ztf,59187.24616899993,1433246162715015001,2,1433246162715,19.760412,1,1433,3.6731644,18.30168,18.2195,0.09550637,0.0781,50.6124172,-3.81867,0.76714283,t17_f5_c3,18.0918,0.0878,False,False,False,bulk_1.0.0,0.0,1462212212715015003,0.99997973,403120227.0,,,
