,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59460.407349499874,1706407342215015005,1,1706407342215,20.7881,1,1706,1.96314,19.7264,19.5353,0.12879,0.1235,20.150099,3.4404956,0.422857,t17_f5_c3,19.4665,0.146,False,False,False,correction_1.0.6,0.0,1.708471062215015e+18,,,,,
1,ztf,59462.47106479993,1708471062215015001,1,1708471062215,20.767448,1,1708,1.484122,19.504807,19.5365,0.091839515,0.1365,20.1499585,3.4404995,0.8657143,t17_f5_c3,19.4649,0.1615,True,False,False,correction_1.0.6,0.0,,0.99971473,449120122.0,,,
2,ztf,59464.38409719989,1710384092215025005,2,1710384092215,20.7179,1,1710,1.58911,19.3708,19.5289,0.103011,0.1556,20.1499932,3.440468,0.557143,t17_f5_c3,19.3806,0.17,False,False,False,correction_1.0.6,0.0,1.714378352215015e+18,,,,,
3,ztf,59464.38409719989,1710384092215015005,2,1710384092215,20.717916,1,1710,1.5891134,19.370817,19.5289,0.103011385,0.1556,20.1499932,3.440468,0.55714285,t17_f5_c3,19.3806,0.17,True,False,False,correction_1.0.6,0.0,,0.9966315,449120222.0,,,
4,ztf,59464.42601849977,1710426012215015001,1,1710426012215,20.641266,1,1710,1.5745422,19.541304,19.3927,0.11548262,0.1237,20.1499884,3.440494,0.8642857,t17_f5_c3,19.4686,0.1673,True,False,False,correction_1.0.6,0.0,,0.9941481,449120122.0,,,
5,ztf,59464.42601849977,1710426012215025001,1,1710426012215,20.6413,1,1710,1.57454,19.5413,19.3927,0.115483,0.1237,20.1499884,3.440494,0.864286,t17_f5_c3,19.4686,0.1673,False,False,False,correction_1.0.6,0.0,1.714378352215015e+18,,,,,
6,ztf,59466.37758099986,1712377582215015009,2,1712377582215,20.6586,1,1712,1.4109524,19.343912,19.3091,0.074062355,0.129,20.1499339,3.4404664,0.76,t17_f5_c3,19.2268,0.1498,True,False,False,correction_1.0.6,0.0,,0.9985665,449120222.0,,,
7,ztf,59466.40098380018,1712400982215015006,1,1712400982215,20.767128,1,1712,1.5356766,19.581987,19.4459,0.12026247,0.1215,20.1499794,3.4404855,0.75857145,t17_f5_c3,19.4366,0.152,True,False,False,correction_1.0.6,0.0,,0.99956304,449120122.0,,,
8,ztf,59468.37835650006,1714378352215015007,2,1714378352215,20.624445,1,1714,1.53879,19.326126,19.5558,0.08180092,0.1652,20.1499641,3.4405259,0.6042857,t17_f5_c3,19.6092,0.2174,True,False,False,correction_1.0.6,0.0,,0.9994596,449120222.0,,,
9,ztf,59468.424363399856,1714424362215015005,1,1714424362215,20.71263,1,1714,1.3720851,19.542805,19.4432,0.10365872,0.1249,20.1499308,3.4404874,0.89,t17_f5_c3,19.4353,0.1565,True,True,True,correction_1.0.6,0.0,,0.9991857,449120122.0,18.374376,100.0,0.03533738
10,ztf,59470.377696800046,1716377692215015005,1,1716377692215,20.76143,1,1716,1.4746048,19.931292,20.3002,0.12852386,0.274,20.14995,3.4405164,0.8442857,t17_f5_c3,20.3707,0.3707,True,False,False,correction_1.0.6,0.0,,0.9999467,449120122.0,,,
11,ztf,59470.402129599825,1716402122215015004,2,1716402122215,20.653498,1,1716,1.3390609,19.46912,19.5985,0.09872717,0.1722,20.1499099,3.440503,0.7128571,t17_f5_c3,19.6005,0.2166,True,True,True,correction_1.0.6,0.0,,0.9977945,449120222.0,17.688797,100.0,0.019156108
12,ztf,59472.39606480021,1718396062215015009,2,1718396062215,20.601542,1,1718,1.6075287,19.416056,19.5231,0.105859615,0.1644,20.1499806,3.4405372,0.57285714,t17_f5_c3,19.5283,0.2074,True,False,False,correction_1.0.6,0.0,,0.9853897,449120222.0,,,
13,ztf,59472.41577549977,1718415772215015008,1,1718415772215,20.655603,1,1718,1.7410213,19.940208,19.9367,0.16531214,0.1885,20.1500489,3.4404325,0.55857146,t17_f5_c3,20.0462,0.2632,True,False,False,correction_1.0.6,0.0,,0.99972695,449120122.0,,,
14,ztf,59488.33313659998,1734333132215015009,2,1734333132215,20.612259,1,1734,2.0435214,20.030073,19.8626,0.1425508,0.2263,20.1501258,3.4404545,0.81285715,t17_f5_c3,19.7836,0.2648,True,False,False,correction_1.0.6,0.0,,0.98655444,449120222.0,,,
