,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59396.28138889978,1642281385815015006,1,1642281385815,20.700018,1,1642,0.49811152,20.01883,19.01881,19.9269,0.18810621,0.06526656,0.074885115,0.1888,266.8383483,57.6697354,0.87857145,t17_f5_c3,0.9998002,19.9016,0.2313,797120158.0,True,True,False,correction_0.0.1,0.0
1,ztf,59399.290705999825,1645290705815015003,1,1645290705815,20.811829,1,1645,0.47826472,19.933374,18.98398,19.8583,0.14822385,0.050576527,0.061824497,0.1682,266.8383421,57.6697306,0.9128571,t17_f5_c3,0.99998677,19.9022,0.2188,797120158.0,True,True,False,correction_0.0.1,0.0
2,ztf,59399.34633099986,1645346335815015001,2,1645346335815,20.499022,1,1645,0.9271357,19.732971,18.79889,19.6593,0.15697221,0.021312958,0.06640339,0.1841,266.8382423,57.6697474,0.9014286,t17_f5_c3,0.99998885,19.5849,0.2155,797120258.0,True,True,False,correction_0.0.1,0.0
3,ztf,59401.25732639991,1647257325815015003,1,1647257325815,20.558037,1,1647,0.27847332,19.809273,18.930483,19.6827,0.15748474,0.06138794,0.07010075,0.1514,266.8382684,57.669676,0.7714286,t17_f5_c3,0.99956787,19.7257,0.1973,797120158.0,True,True,False,correction_0.0.1,0.0
4,ztf,59401.347661999986,1647347665815015000,2,1647347665815,20.55779,1,1647,0.6095858,19.642733,18.759798,19.5155,0.18791512,0.057123415,0.083327375,0.1588,266.8383495,57.6696725,0.80142856,t17_f5_c3,0.9980329,19.4226,0.1829,797120258.0,True,True,False,correction_0.0.1,0.0
5,ztf,59403.3744907002,1649374495815015001,1,1649374495815,20.5602,1,1649,0.521943,20.0028,19.0124,19.5744,0.196742,0.0700852,0.07902005,0.1606,266.8385119,57.6696857,0.57,t17_f5_c3,,19.6206,0.2109,,False,True,False,correction_0.0.1,0.0
6,ztf,59405.30696759978,1651306965815015005,1,1651306965815,20.6478,1,1651,0.543912,20.0303,19.023363,20.2486,0.244779,0.08953307,0.09682757,0.2691,266.838385,57.669742,0.93,t17_f5_c3,,20.5413,0.4425,,False,True,False,correction_0.0.1,0.0
7,ztf,59407.2711920999,1653271195815015000,1,1653271195815,20.65552,1,1653,0.621997,19.962437,18.996008,19.8493,0.21262719,0.07956033,0.08730666,0.2,266.8382009,57.6697632,0.74857146,t17_f5_c3,0.99994135,19.7387,0.2265,797120158.0,True,True,False,correction_0.0.1,0.0
8,ztf,59407.31098379986,1653310985815015005,2,1653310985815,20.451618,1,1653,0.72589916,19.397882,18.644365,19.3058,0.15609491,0.055726524,0.07797979,0.1539,266.8383342,57.6697044,0.86,t17_f5_c3,0.9999983,19.18,0.1723,797120258.0,True,True,False,correction_0.0.1,0.0
9,ztf,59411.26196759986,1657261965815015004,2,1657261965815,20.318611,1,1657,0.88484985,19.449524,18.669857,19.2934,0.15415686,0.05033311,0.07517893,0.171,266.8383338,57.6697496,0.86,t17_f5_c3,0.9999125,19.0378,0.171,797120258.0,True,True,False,correction_0.0.1,0.0
10,ztf,59411.31236110022,1657312365815015001,1,1657312365815,20.4945,1,1657,0.527538,20.7559,19.255922,20.4092,0.307488,0.06228551,0.07723916,0.376,266.8384264,57.669727,0.72,t17_f5_c3,,20.6436,0.5891,,False,True,False,correction_0.0.1,0.0
11,ztf,59414.30119210016,1660301195815015001,2,1660301195815,20.267662,1,1660,0.94237465,19.67275,18.773006,19.9738,0.1594816,0.03282822,0.069632635,0.3272,266.8383125,57.6697645,0.8357143,t17_f5_c3,0.9999964,19.8444,0.3681,797120258.0,True,True,False,correction_0.0.1,0.0
