,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion
0,ztf,58290.33155089989,536331553215015011,2,536331553215,20.403824,1,536,0.7202186,20.308563,18.392986,19.947,0.20077246,0.030990258,0.03439329,0.2518,266.5909802,63.3362504,0.58,0.0,19.7945,0.2787,825120232.0,True,True,False,bulk_1.0.0,0.0,0.0,
1,ztf,58331.20138890017,577201383215015070,2,577201383215,20.55199,1,577,0.18582474,20.090788,18.352444,19.8998,0.18486096,0.03440217,0.037282694,0.232,266.590745,63.3363966,0.69,0.0,19.9767,0.3156,825120232.0,False,True,False,bulk_1.0.0,0.0,5.80345843215015e+17,t8_f5_c3
2,ztf,58334.306585600134,580306584515015039,1,580306584515,20.574,1,580,0.252897,20.1608,18.410454,19.9113,0.251487,0.048499387,0.050162245,0.2163,266.5909163,63.336455,0.53,,19.9312,0.2794,,False,True,False,bulk_1.0.0,0.0,5.83330243215015e+17,t8_f5_c3
3,ztf,58334.34584489977,580345843215015028,2,580345843215,20.180614,1,580,0.33461428,20.015957,18.336931,20.2201,0.16675974,0.032573637,0.035520624,0.3887,266.5909125,63.3363548,0.7366667,0.0,19.8608,0.3569,825120232.0,False,True,False,bulk_1.0.0,0.0,5.83330243215015e+17,t8_f5_c3
4,ztf,58337.33024309995,583330243215015012,2,583330243215,20.396235,1,583,0.15026122,20.065378,18.347271,19.9398,0.15465814,0.028378226,0.031778228,0.2499,266.590797,63.336394,0.85,0.0,19.9339,0.3158,825120232.0,False,True,False,bulk_1.0.0,0.0,5.95244463215015e+17,t8_f5_c3
5,ztf,58337.331168999895,583331164515015009,2,583331164515,20.5688,1,583,0.304765,20.4972,18.325201,20.4978,0.317121,0.03348948,0.042896867,0.3976,266.5907475,63.3363586,0.76,,20.6875,0.6017,,False,True,False,bulk_1.0.0,0.0,5.95244463215015e+17,t12_f5_c3
6,ztf,58340.178159699775,586178153215015058,2,586178153215,20.265415,1,586,0.1660072,19.888271,18.308445,19.8591,0.19007681,0.042159952,0.044360757,0.272,266.5908099,63.3363895,0.7033333,0.0,19.594,0.2715,825120232.0,False,True,False,bulk_1.0.0,0.0,5.95244463215015e+17,t8_f5_c3
7,ztf,58343.31039350014,589310394515015033,1,589310394515,20.7111,1,589,0.915632,20.2495,18.427578,20.5878,0.2504,0.044911996,0.046759006,0.3586,266.5910423,63.3366474,0.65,,20.3099,0.3522,,False,True,False,bulk_1.0.0,0.0,5.95244463215015e+17,t12_f5_c3
8,ztf,58343.330266200006,589330263215015029,2,589330263215,20.404453,1,589,0.15989673,20.181452,18.370129,20.0675,0.17511609,0.029615736,0.033021506,0.276,266.5908791,63.3364037,0.75,0.0,19.779,0.2696,825120232.0,False,True,False,bulk_1.0.0,0.0,5.95244463215015e+17,t8_f5_c3
9,ztf,58349.24446759978,595244463215015013,2,595244463215,20.310314,1,595,0.41612458,20.168007,18.36758,20.3004,0.21243875,0.037748702,0.040463485,0.4041,266.5909517,63.3363403,0.7266667,0.0,20.1429,0.4464,825120232.0,True,True,False,bulk_1.0.0,0.0,0.0,t8_f5_c3
10,ztf,58541.5343865999,787534383215015002,2,787534383215,19.9831,1,787,0.683383,19.6084,18.236383,19.6823,0.175613,0.047921333,0.049630623,0.2006,266.5909544,63.3366186,0.48,,19.7174,0.2636,,False,True,False,bulk_1.0.0,0.0,7.93495903215015e+17,t15_f5_c3
11,ztf,58547.4959028,793495903215015027,2,793495903215,20.540922,1,793,0.3083262,20.085148,18.351303,20.0808,0.16583265,0.030361602,0.033583984,0.2611,266.5906175,63.3364207,0.88714284,0.0,20.3226,0.4139,825120232.0,True,True,False,bulk_1.0.0,0.0,0.0,t15_f5_c3
12,ztf,58605.43601850001,851436013215015014,2,851436013215,20.6553,1,851,0.700817,20.6613,18.445845,19.9679,0.248693,0.028273199,0.032320745,0.2231,266.5905848,63.336268,0.531429,,19.9705,0.2832,,False,True,False,bulk_1.0.0,0.0,8.79344863215015e+17,t15_f5_c3
13,ztf,58633.34486109996,879344863215015013,2,879344863215,20.679686,1,879,0.32759655,20.394571,18.407246,20.291,0.19723028,0.027780848,0.031625926,0.2871,266.5907071,63.3363567,0.94,0.0,20.3446,0.3817,825120232.0,False,True,False,bulk_1.0.0,0.0,9.08245833215015e+17,t17_f5_c3
14,ztf,58639.305370400194,885305373215015015,2,885305373215,20.684,1,885,0.26347,20.4501,18.41596,20.4157,0.220464,0.030238265,0.03385961,0.3217,266.5907428,63.3363695,0.92,,20.109,0.3076,,False,True,False,bulk_1.0.0,0.0,9.08245833215015e+17,t17_f5_c3
