,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid
0,ztf,59474.42766200006,1720427660215015003,1,1720427660215,20.623552,1,1720,1.5559497,19.471846,19.5726,0.09835999,0.1408,54.8055116,15.9847146,0.92,t17_f5_c3,0.99999505,19.4296,0.1574,557120102.0,True,False,False,correction_1.0.6,0.0,,,,
1,ztf,59474.46596059995,1720465960215015004,2,1720465960215,20.408825,1,1720,1.6838764,19.411692,19.4387,0.12152748,0.1629,54.8055242,15.9847126,0.92,t17_f5_c3,0.999996,19.4248,0.2054,557120202.0,True,False,False,correction_1.0.6,0.0,,,,
2,ztf,59477.37188659981,1723371880215015003,1,1723371880215,19.424986,1,1723,1.5792788,19.02635,19.0025,0.13304286,0.2523,54.8055177,15.9847107,0.93714285,t17_f5_c3,0.99996936,19.0219,0.3296,557120102.0,True,False,False,correction_1.0.6,0.0,,,,
3,ztf,59477.41491900012,1723414910215015002,2,1723414910215,19.919188,1,1723,1.5595186,18.94052,18.8011,0.11772104,0.1648,54.8054887,15.9847267,0.9185714,t17_f5_c3,0.9999918,18.8968,0.2307,557120202.0,True,False,False,correction_1.0.6,0.0,,,,
4,ztf,59479.345000000205,1725345000215015001,1,1725345000215,18.9279,1,1725,1.0438,18.9383,18.6725,0.162233,0.2626,54.8053612,15.9847276,0.842857,t17_f5_c3,,18.3626,0.2538,,False,True,True,correction_1.0.6,0.0,18.652401,0.12409265,0.1246752,1.725407100215015e+18
5,ztf,59479.40710650012,1725407100215015000,2,1725407100215,19.682922,1,1725,1.5041722,18.8092,19.4497,0.122796945,0.3678,54.8054707,15.9847085,0.8242857,t17_f5_c3,0.9999522,19.5413,0.514,557120202.0,True,False,False,correction_1.0.6,0.0,,,,
6,ztf,59484.388194399886,1730388190215015002,1,1730388190215,19.850107,1,1730,1.5515467,19.108072,18.8446,0.11622335,0.1695,54.8055102,15.9847146,0.88714284,t17_f5_c3,0.9960397,18.7361,0.1968,557120102.0,True,False,False,correction_1.0.6,0.0,,,,
7,ztf,59484.46396989981,1730463960215015000,2,1730463960215,19.897078,1,1730,1.6146955,18.850554,18.8097,0.1188877,0.1731,54.805503,15.9847023,0.86714286,t17_f5_c3,0.99247944,18.9039,0.2421,557120202.0,True,False,False,correction_1.0.6,0.0,,,,
8,ztf,59487.39324070001,1733393240215015002,2,1733393240215,20.171194,1,1733,1.7138927,18.869215,18.729,0.087509155,0.1065,54.8055341,15.9847266,0.94857144,t17_f5_c3,0.99998224,18.7474,0.1382,557120202.0,True,False,False,correction_1.0.6,0.0,,,,
9,ztf,59487.4208217999,1733420820215015004,1,1733420820215,20.465322,1,1733,1.4687611,19.160725,19.1403,0.09349067,0.1188,54.8054852,15.9847135,0.9514286,t17_f5_c3,0.99999964,19.2063,0.1608,557120102.0,True,False,False,correction_1.0.6,0.0,,,,
10,ztf,59489.38050930016,1735380500215035002,1,1735380500215,20.6296,1,1735,1.51638,19.217,19.2284,0.086441,0.1122,54.8054991,15.9847118,0.957143,t17_f5_c3,,19.2583,0.1467,,False,False,False,correction_1.0.6,0.0,,,,1.744370710215015e+18
11,ztf,59489.38050930016,1735380500215015002,1,1735380500215,20.629635,1,1735,1.516378,19.216997,19.2284,0.08644069,0.1122,54.8054991,15.9847118,0.95714283,t17_f5_c3,0.9999987,19.2583,0.1467,557120102.0,True,False,False,correction_1.0.6,0.0,,,,
12,ztf,59489.4227661998,1735422760215015004,2,1735422760215,20.452166,1,1735,1.6613334,18.850601,18.7713,0.085935146,0.0968,54.8055166,15.9847059,0.9457143,t17_f5_c3,0.9999877,18.6854,0.1139,557120202.0,True,False,False,correction_1.0.6,0.0,,,,
13,ztf,59489.4227661998,1735422760215035004,2,1735422760215,20.4522,1,1735,1.66133,18.8506,18.7713,0.085935,0.0968,54.8055166,15.9847059,0.945714,t17_f5_c3,,18.6854,0.1139,,False,False,False,correction_1.0.6,0.0,,,,1.744370710215015e+18
14,ztf,59498.37071759999,1744370710215015003,2,1744370710215,20.501503,1,1744,1.6315966,18.988209,18.9455,0.083587565,0.1067,54.805508,15.9847044,0.9442857,t17_f5_c3,0.9999999,18.8814,0.1283,557120202.0,True,False,False,correction_1.0.6,0.0,,,,
15,ztf,59498.42460650019,1744424600215015002,1,1744424600215,20.711464,1,1744,1.5109152,19.633303,19.9166,0.105534256,0.1998,54.8055005,15.9847264,0.8857143,t17_f5_c3,1.0,19.9663,0.267,557120102.0,True,False,False,correction_1.0.6,0.0,,,,
16,ztf,59503.39892360009,1749398920215015002,2,1749398920215,20.066086,1,1749,1.5387616,19.123594,19.0032,0.12429192,0.146,54.8054784,15.9846903,0.93285716,t17_f5_c3,0.99999535,19.0219,0.1898,557120202.0,True,False,False,correction_1.0.6,0.0,,,,
17,ztf,59503.44498840021,1749444980215015003,1,1749444980215,20.47358,1,1749,1.7209495,19.896545,19.5012,0.14060037,0.1504,54.8055602,15.9847125,0.58,t17_f5_c3,0.9998093,19.4876,0.1894,557120102.0,True,False,False,correction_1.0.6,0.0,,,,
18,ztf,59512.32813660009,1758328130215015006,2,1758328130215,20.0363,1,1758,1.62108,19.2802,19.4891,0.111089,0.2648,54.8055048,15.9847061,0.907143,t17_f5_c3,,19.2327,0.2684,,False,False,False,correction_1.0.6,0.0,,,,1.764324690215015e+18
19,ztf,59512.40337960003,1758403370215015005,1,1758403370215,19.9879,1,1758,1.54446,20.2792,20.9122,0.22838,0.9915,54.8055114,15.9847339,0.714286,t17_f5_c3,,20.5929,0.9497,,False,False,False,correction_1.0.6,0.0,,,,1.764324690215015e+18
20,ztf,59518.32469910011,1764324690215015005,2,1764324690215,20.70938,1,1764,1.6036028,19.329344,19.1765,0.10022975,0.1131,54.8055015,15.9847234,0.89857143,t17_f5_c3,0.9999641,19.1476,0.1401,557120202.0,True,False,False,correction_1.0.6,0.0,,,,
21,ztf,59518.35332180001,1764353320215015005,1,1764353320215,20.941872,1,1764,1.4895953,20.505634,20.6166,0.19603059,0.3091,54.8054824,15.9846772,0.7985714,t17_f5_c3,0.9998176,20.5693,0.3777,557120102.0,True,False,False,correction_1.0.6,0.0,,,,
22,ztf,59521.284895800054,1767284890215015001,2,1767284890215,20.61992,1,1767,1.4327828,19.310106,19.3923,0.1051385,0.1472,54.8054516,15.9847234,0.93142855,t17_f5_c3,0.9999998,19.5008,0.2072,557120202.0,True,False,False,correction_1.0.6,0.0,,,,
23,ztf,59521.3058449002,1767305840215015004,1,1767305840215,20.859535,1,1767,1.4366987,20.442749,20.5127,0.19478303,0.3113,54.8054786,15.9847287,0.7228571,t17_f5_c3,0.99996334,20.7228,0.4826,557120102.0,True,False,False,correction_1.0.6,0.0,,,,
24,ztf,59523.27744209999,1769277440215015005,2,1769277440215,20.475794,1,1769,1.552222,19.473692,19.3092,0.09636436,0.145,54.8054843,15.9847045,0.9128571,t17_f5_c3,0.999998,19.1349,0.1578,557120202.0,True,False,False,correction_1.0.6,0.0,,,,
25,ztf,59525.302465300076,1771302460215015003,2,1771302460215,20.522287,1,1771,1.5000165,19.413496,19.2681,0.104837164,0.1405,54.8054705,15.9847174,0.8857143,t17_f5_c3,0.99990034,19.193,0.1673,557120202.0,True,False,False,correction_1.0.6,0.0,,,,
26,ztf,59525.32520829979,1771325200215015005,1,1771325200215,20.8801,1,1771,1.50458,21.0002,21.0072,0.301057,0.4723,54.8054949,15.9847089,0.655714,t17_f5_c3,,20.6035,0.4169,,False,False,False,correction_1.0.6,0.0,,,,1.773286950215015e+18
27,ztf,59527.28695600014,1773286950215015002,2,1773286950215,19.771978,1,1773,1.7260331,19.641666,19.3997,0.2005957,0.326,54.8055384,15.9847398,0.64,t17_f5_c3,0.906691,19.4159,0.4242,557120202.0,True,False,False,correction_1.0.6,0.0,,,,
