,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59488.33077549981,1734330772815015025,2,1734330772815,20.444635,1,1734,2.456526,20.187916,20.7106,0.18425135,0.5164,20.7826015,-3.1870063,0.79571426,t17_f5_c3,0.9999764,20.4908,0.5365,399120228,True,False,False,correction_1.0.6,0.0,,,
1,ztf,59488.37902780017,1734379022815015016,1,1734379022815,20.552284,1,1734,0.04157794,19.675,19.8687,0.12537646,0.2168,20.7826092,-3.1869613,0.9,t17_f5_c3,0.9999959,19.833,0.2673,399120128,True,True,False,correction_1.0.6,0.0,19.357414,0.09000595,0.09357979
2,ztf,59490.3129166998,1736312912815015011,2,1736312912815,20.47511,1,1736,2.2318454,19.756111,20.0275,0.16856237,0.2968,20.7826334,-3.186925,0.82,t17_f5_c3,0.5672287,20.052,0.3853,399120228,True,False,False,correction_1.0.6,0.0,,,
3,ztf,59497.42627310008,1743426272815015014,2,1743426272815,19.94814,1,1743,2.552539,18.489449,18.4131,0.076618426,0.0764,20.7826029,-3.1870346,0.8485714,t17_f5_c3,0.9999634,18.4845,0.1032,399120228,True,False,False,correction_1.0.6,0.0,,,
4,ztf,59501.404027800076,1747404022815015027,1,1747404022815,20.579653,1,1747,0.06523246,17.95099,17.9634,0.045725584,0.0402,20.782606,-3.1869718,0.93714285,t17_f5_c3,1.0,17.9833,0.0512,399120128,True,True,False,correction_1.0.6,0.0,17.878101,0.042250752,0.042756654
5,ztf,59503.29722219985,1749297222815015016,2,1749297222815,19.714624,1,1749,2.354151,18.131327,18.1581,0.054547735,0.0858,20.7825923,-3.1869789,0.93857145,t17_f5_c3,0.99998826,18.0716,0.1009,399120228,True,False,False,correction_1.0.6,0.0,,,
6,ztf,59503.34230320016,1749342302815015008,1,1749342302815,19.4937,1,1749,0.06566104,17.91263,17.9081,0.063653015,0.0689,20.7826284,-3.186978,0.9071429,t17_f5_c3,0.99999964,17.8951,0.0868,399120128,True,True,False,correction_1.0.6,0.0,17.842192,0.059316188,0.05965453
7,ztf,59505.21062499983,1751210622815015002,1,1751210622815,19.166368,1,1751,0.23515143,17.886824,17.9078,0.06626141,0.1185,20.7825875,-3.1870182,0.95285714,t17_f5_c3,0.999997,18.058,0.1744,399120128,True,True,False,correction_1.0.6,0.0,17.817987,0.06188055,0.062190834
8,ztf,59505.29509259993,1751295092815015004,2,1751295092815,19.378725,1,1751,2.4271274,18.072443,18.1105,0.07050627,0.1218,20.7825935,-3.1870025,0.92714286,t17_f5_c3,0.9999994,18.0563,0.1484,399120228,True,False,False,correction_1.0.6,0.0,,,
9,ztf,59517.274814799894,1763274812815015020,2,1763274812815,20.728436,1,1763,2.316042,17.981394,18.031,0.05135799,0.0396,20.7825983,-3.1869649,0.9242857,t17_f5_c3,0.9976151,18.0145,0.0485,399120228,True,False,False,correction_1.0.6,0.0,,,
10,ztf,59520.270161999855,1766270162815015009,2,1766270162815,20.524647,1,1766,2.3944125,17.942152,17.9599,0.04794587,0.0398,20.7825939,-3.1869904,0.9342857,t17_f5_c3,0.99997807,17.949,0.0491,399120228,True,False,False,correction_1.0.6,0.0,,,
11,ztf,59520.294305600226,1766294302815015004,1,1766294302815,20.701744,1,1766,0.14758255,17.884047,17.8085,0.04334501,0.029,20.7825909,-3.1869898,0.93857145,t17_f5_c3,1.0,17.7629,0.0345,399120128,True,True,False,correction_1.0.6,0.0,17.815382,0.04021506,0.040688623
12,ztf,59522.265104200225,1768265102815015012,1,1768265102815,20.717007,1,1768,0.110223345,17.893616,17.8598,0.039510023,0.0304,20.7825943,-3.1869771,0.9342857,t17_f5_c3,1.0,17.8373,0.0369,399120128,True,True,False,correction_1.0.6,0.0,17.824362,0.036539365,0.03706855
13,ztf,59522.296354200225,1768296352815015009,2,1768296352815,20.723682,1,1768,2.376188,17.99809,17.995,0.044885732,0.0373,20.7825971,-3.1869854,0.92714286,t17_f5_c3,0.99999976,18.0146,0.047,399120228,True,False,False,correction_1.0.6,0.0,,,
14,ztf,59524.248148099985,1770248142815015021,2,1770248142815,20.588848,1,1770,2.3648536,17.949846,17.9542,0.049975473,0.0393,20.7825998,-3.186981,0.9357143,t17_f5_c3,0.9999969,17.9885,0.0504,399120228,True,False,False,correction_1.0.6,0.0,,,
15,ztf,59524.3176851999,1770317682815015018,1,1770317682815,20.948936,1,1770,0.07692976,17.909172,17.9097,0.04655253,0.0297,20.7825993,-3.1869625,0.93857145,t17_f5_c3,0.99999964,17.8972,0.0361,399120128,True,True,False,correction_1.0.6,0.0,17.83895,0.04317605,0.043636963
