,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59256.3361343001,1502336134315015013,1,1502336134315,20.6739,1,1502,2.63352,21.174,20.5461,0.2946,0.3432,150.3564808,5.0448321,0.247143,t17_f5_c3,20.7101,0.5093,False,False,False,correction_0.0.1,0.0,,
1,ztf,59258.371157399844,1504371154315015010,1,1504371154315,20.389,1,1504,2.72222,20.325,20.757,0.272076,0.5599,150.3564291,5.0448345,0.702857,t17_f5_c3,20.7062,0.6838,False,False,False,correction_0.0.1,0.0,,
2,ztf,59262.250150499865,1508250154315015017,2,1508250154315,19.882195,1,1508,2.5701349,19.774006,19.7046,0.20744807,0.2854,150.356493,5.0447158,0.46857142,t17_f5_c3,19.7421,0.3788,True,False,False,correction_0.0.1,0.0,0.99972856,468120243.0
3,ztf,59262.32934030006,1508329344315015030,1,1508329344315,20.459438,1,1508,2.488279,19.628489,19.6514,0.12006011,0.1639,150.356482,5.0447875,0.7657143,t17_f5_c3,19.5351,0.1878,True,False,False,correction_0.0.1,0.0,0.99998134,468120143.0
4,ztf,59266.2786921002,1512278694315015002,1,1512278694315,19.623707,1,1512,2.2387114,19.32484,19.3165,0.20324196,0.1907,150.35655,5.0447406,0.5228571,t17_f5_c3,19.2526,0.2304,True,False,False,correction_0.0.1,0.0,0.9996155,468120143.0
5,ztf,59266.32032410009,1512320324315015007,2,1512320324315,19.6137,1,1512,2.38747,19.3138,19.3341,0.190681,0.1967,150.3565565,5.0447599,0.304286,t17_f5_c3,19.3788,0.2626,False,False,False,correction_0.0.1,0.0,,
6,ztf,59268.33888889989,1514338884315015010,2,1514338884315,20.026747,1,1514,2.5955782,19.28772,19.3553,0.12862045,0.2199,150.3565051,5.0447934,0.9057143,t17_f5_c3,19.3226,0.273,True,False,False,correction_0.0.1,0.0,0.999992,468120243.0
7,ztf,59270.323333300184,1516323334315015006,2,1516323334315,19.339266,1,1516,2.982619,19.186674,19.0264,0.15363632,0.2908,150.3564032,5.0448337,0.75857145,t17_f5_c3,19.242,0.4553,True,False,False,correction_0.0.1,0.0,0.99986994,468120243.0
8,ztf,59275.31876160018,1521318764315015009,2,1521318764315,19.821272,1,1521,2.5178444,19.226795,18.9901,0.14123963,0.1799,150.3565212,5.0447702,0.8157143,t17_f5_c3,19.1369,0.2638,True,False,False,correction_0.0.1,0.0,0.9999306,468120243.0
9,ztf,59278.25893520005,1524258934315015015,1,1524258934315,20.207163,1,1524,2.4277904,19.515224,19.6621,0.1390787,0.1884,150.3565003,5.044776,0.6585714,t17_f5_c3,19.5218,0.2118,True,False,False,correction_0.0.1,0.0,0.999879,468120143.0
10,ztf,59278.28241899982,1524282414315015017,2,1524282414315,20.087624,1,1524,2.7574704,19.293468,19.2902,0.12885661,0.1479,150.3564611,5.0448056,0.44142857,t17_f5_c3,19.3992,0.2087,True,False,False,correction_0.0.1,0.0,0.9997662,468120243.0
11,ztf,59281.2467939998,1527246794315015025,2,1527246794315,20.463545,1,1527,2.664143,19.407143,19.5728,0.1323125,0.1545,150.3564961,5.0448277,0.8471429,t17_f5_c3,19.5328,0.1898,True,False,False,correction_0.0.1,0.0,0.999995,468120243.0
12,ztf,59281.31648149993,1527316484315015015,1,1527316484315,20.531776,1,1527,2.6496506,19.62334,19.7387,0.12420664,0.1543,150.356423,5.0448082,0.77,t17_f5_c3,19.7234,0.1939,True,False,False,correction_0.0.1,0.0,0.99990094,468120143.0
13,ztf,59293.21302080015,1539213024315015012,2,1539213024315,20.42875,1,1539,2.7242637,19.848564,19.8022,0.15028177,0.2271,150.3564983,5.0448799,0.8428571,t17_f5_c3,19.8274,0.2963,True,False,False,correction_0.0.1,0.0,0.9936727,468120243.0
