,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,rbversion
0,ztf,58258.20672449982,504206724115015028,2,504206724115,20.434,1,504,0.216795,16.8132,15.849855,16.8415,0.013179,100.0,0.00542681,0.0186,171.4948152,20.0984284,0.626667,16.8339,0.022,False,True,False,bulk_1.0.0,0.0,5.2517197411501504e+17,,,
1,ztf,58266.2332175998,512233214115015013,2,512233214115,19.6062,1,512,0.045491,17.0725,15.94925,17.1197,0.025871,100.0,0.009194185,0.0413,171.49477,20.0984561,0.69,17.1212,0.052,False,True,False,bulk_1.0.0,0.0,5.36253354115015e+17,,,
2,ztf,58269.18643519981,515186434115015011,2,515186434115,20.1637,1,515,0.183873,17.3986,16.054276,17.4446,0.024511,100.0,0.007106107,0.0356,171.4947749,20.0985051,0.816667,17.4587,0.0443,False,True,False,bulk_1.0.0,0.0,5.2517197411501504e+17,,,
3,ztf,58279.171979200095,525171974115015012,2,525171974115,20.245144,1,525,0.18919612,18.20495,16.233238,18.2968,0.04471724,100.0,0.007274284,0.0698,171.4947854,20.0984076,0.8333333,18.2587,0.0829,False,True,False,bulk_1.0.0,0.0,5.36253354115015e+17,0.0,574120241.0,
4,ztf,58290.25335650006,536253354115015006,2,536253354115,19.35158,1,536,0.29891795,18.242298,16.239227,18.0243,0.122319,100.0,0.019331498,0.109,171.4946782,20.0984946,0.67333335,17.9765,0.1323,False,True,False,bulk_1.0.0,0.0,5.3923831411501504e+17,0.0,574120241.0,
5,ztf,58293.23831020016,539238314115015014,2,539238314115,19.466974,1,539,0.34531224,18.319904,16.25113,18.4063,0.10945495,100.0,0.016282657,0.1376,171.4946871,20.0983823,0.75333333,18.274,0.1543,True,True,False,bulk_1.0.0,0.0,0.0,0.0,574120241.0,
6,ztf,58427.49663189985,673496634115010003,2,673496634115,19.489534,-1,673,0.23551153,18.035769,16.7056,18.292,0.09159544,100.0,0.026903382,0.0812,171.4946877,20.0984457,0.77,18.255,0.0983,False,True,False,bulk_1.0.0,0.0,6.9651918411501e+17,0.0,574120241.0,t8_f5_c3
7,ztf,58430.48355320003,676483554115010002,2,676483554115,20.251543,-1,676,0.1234376,18.16025,16.671595,18.3092,0.07201754,100.0,0.018280005,0.0714,171.4947197,20.0984533,0.81,18.3396,0.091,False,True,False,bulk_1.0.0,0.0,6.9651918411501e+17,0.0,574120241.0,t8_f5_c3
8,ztf,58434.48502309993,680485024115010002,2,680485024115,19.35752,-1,680,0.41102362,18.554094,16.59083,18.6462,0.14430055,100.0,0.02365715,0.1091,171.4947592,20.09857,0.64666665,18.6088,0.1322,False,True,False,bulk_1.0.0,0.0,6.9651918411501e+17,0.0,574120241.0,t8_f5_c3
9,ztf,58439.50202549994,685502024115010002,1,685502024115,20.466127,-1,685,0.07938311,17.663624,17.284462,17.655,0.06768307,0.043123953,0.047732625,0.0342,171.4947664,20.0984476,0.82,17.6435,0.0415,False,True,False,bulk_1.0.0,0.0,6.9651918411501e+17,0.0,574120141.0,t8_f5_c3
