,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59396.3333796002,1642333371915015003,2,1642333371915,20.4878,1,1642,2.83929,20.6753,20.328,0.226663,0.3637,253.2788627,60.872713,0.565714,t17_f5_c3,19.8968,0.3129,False,False,False,correction_0.0.1,0.0,,,,,
1,ztf,59399.28694440005,1645286941915015003,1,1645286941915,20.587,1,1645,1.2865,20.9504,20.9873,0.277033,0.5274,253.2787074,60.8728051,0.405714,t17_f5_c3,21.1091,0.7548,False,True,False,correction_0.0.1,0.0,20.571663,0.1910528,0.19545057,,
2,ztf,59399.3271643999,1645327161915015004,2,1645327161915,20.6928,1,1645,2.86213,20.5662,20.9049,0.24653,0.4996,253.2788626,60.8727199,0.674286,t17_f5_c3,20.8694,0.6174,False,False,False,correction_0.0.1,0.0,,,,,
3,ztf,59400.30847219983,1646308473015015003,1,1646308473015,20.5283,1,1646,2.11228,20.6856,20.7273,0.334125,0.4112,253.2787045,60.8727888,0.264286,t17_f5_c3,20.9035,0.6178,False,False,True,correction_0.0.1,0.0,,,,,
4,ztf,59401.32329860004,1647323291915015003,2,1647323291915,20.734926,1,1647,2.8311555,20.622074,20.303,0.20056172,0.2775,253.2786806,60.8726709,0.5942857,t17_f5_c3,19.9934,0.2661,True,False,False,correction_0.0.1,0.0,,,,0.9989871,824120219.0
