,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59391.23530089995,1637235305815015009,1,1637235305815,19.524,1,1637,5.46956,19.5186,19.7459,0.252491,0.4199,273.2516585,21.041143,0.385714,t17_f5_c3,19.713,0.5206,False,False,False,correction_0.0.1,0.0,,
1,ztf,59391.29638889991,1637296385815015015,2,1637296385815,19.810217,1,1637,5.347431,19.348928,19.2037,0.13817987,0.2429,273.2516858,21.0410828,0.64428574,t17_f5_c3,18.8078,0.2128,True,False,False,correction_0.0.1,0.0,0.08895132,588120258.0
2,ztf,59393.38393520005,1639383935815015018,2,1639383935815,19.81885,1,1639,5.3185353,19.177073,19.5278,0.16940194,0.276,273.2516803,21.0410448,0.31285715,t17_f5_c3,19.2999,0.2826,True,False,False,correction_0.0.1,0.0,0.9998621,588120258.0
3,ztf,59395.28966439981,1641289665815015014,1,1641289665815,19.650572,1,1641,5.408776,19.021126,19.7022,0.17389764,0.4662,273.2516824,21.0411296,0.5985714,t17_f5_c3,19.6092,0.542,True,False,False,correction_0.0.1,0.0,0.5396071,588120158.0
4,ztf,59399.299050900154,1645299055815015035,1,1645299055815,20.932909,1,1645,5.3519483,19.090664,19.2221,0.08607462,0.1028,273.2516876,21.0410952,0.8742857,t17_f5_c3,19.2583,0.1288,True,False,False,correction_0.0.1,0.0,0.9977757,588120158.0
5,ztf,59399.34256940009,1645342565815015020,2,1645342565815,20.516289,1,1645,5.1625137,18.951212,19.2277,0.09479322,0.142,273.2517345,21.0410626,0.62285715,t17_f5_c3,19.0316,0.1456,True,False,False,correction_0.0.1,0.0,0.99787027,588120258.0
6,ztf,59401.33996530017,1647339965815015030,2,1647339965815,20.524418,1,1647,5.284222,19.009617,19.5458,0.084128246,0.1875,273.2517034,21.0410756,0.6628571,t17_f5_c3,19.1054,0.1535,True,False,False,correction_0.0.1,0.0,0.9981315,588120258.0
7,ztf,59401.372303199954,1647372305815015014,1,1647372305815,20.536964,1,1647,5.3502316,19.058577,19.2045,0.108982734,0.114,273.2516892,21.0410889,0.8357143,t17_f5_c3,19.0873,0.1276,True,False,False,correction_0.0.1,0.0,0.99998796,588120158.0
8,ztf,59403.31870369986,1649318705815015025,2,1649318705815,20.593168,1,1649,5.367792,18.925043,19.1942,0.08765806,0.139,273.2516783,21.0410872,0.85142857,t17_f5_c3,19.1391,0.1597,True,False,False,correction_0.0.1,0.0,0.989539,588120258.0
9,ztf,59403.363067099825,1649363065815015034,1,1649363065815,20.555998,1,1649,5.385322,19.178007,19.5211,0.13638067,0.1779,273.2516869,21.0411195,0.76857144,t17_f5_c3,19.3334,0.1858,True,False,False,correction_0.0.1,0.0,0.9943251,588120158.0
10,ztf,59405.31939810002,1651319395815015024,1,1651319395815,20.54866,1,1651,5.344292,19.29681,19.7044,0.12153879,0.1939,273.2516898,21.0411064,0.75285715,t17_f5_c3,19.5144,0.2025,True,False,False,correction_0.0.1,0.0,0.9974239,588120158.0
11,ztf,59405.33792820014,1651337925815015017,2,1651337925815,20.422203,1,1651,5.4065204,18.939178,19.133,0.08063089,0.1454,273.2516724,21.0411063,0.8642857,t17_f5_c3,19.0146,0.1598,True,False,False,correction_0.0.1,0.0,0.99049246,588120258.0
12,ztf,59407.27651620004,1653276515815015022,1,1653276515815,20.56294,1,1653,5.4114995,19.346512,19.5279,0.14082938,0.1734,273.2516763,21.041114,0.7985714,t17_f5_c3,19.4331,0.1972,True,False,False,correction_0.0.1,0.0,0.99612737,588120158.0
13,ztf,59407.2981480998,1653298145815015024,2,1653298145815,20.638952,1,1653,5.339098,18.990276,19.3087,0.08282777,0.1593,273.2516918,21.0410933,0.76857144,t17_f5_c3,19.0114,0.1454,True,False,False,correction_0.0.1,0.0,0.98552674,588120258.0
14,ztf,59409.333159700036,1655333155815015033,1,1655333155815,20.627861,1,1655,5.333202,19.572414,19.7916,0.15576205,0.2121,273.2517001,21.041096,0.7285714,t17_f5_c3,19.7943,0.2629,True,False,False,correction_0.0.1,0.0,0.84559804,588120158.0
15,ztf,59411.25437500002,1657254375815015016,2,1657254375815,20.418327,1,1657,5.3303165,19.196459,19.3815,0.12509029,0.1947,273.2517022,21.0411144,0.7714286,t17_f5_c3,18.9681,0.1623,True,False,False,correction_0.0.1,0.0,0.93364537,588120258.0
16,ztf,59411.316365700215,1657316365815015016,1,1657316365815,20.563652,1,1657,5.4006886,19.761324,20.2269,0.14686121,0.3362,273.2516742,21.041111,0.44285715,t17_f5_c3,19.9983,0.3386,True,False,False,correction_0.0.1,0.0,0.32984602,588120158.0
17,ztf,59414.267222200055,1660267225815015018,1,1660267225815,20.07172,1,1660,5.1878476,19.819542,20.1547,0.18309456,0.4474,273.2517352,21.0410703,0.60714287,t17_f5_c3,19.6752,0.3648,True,False,False,correction_0.0.1,0.0,0.999331,588120158.0
18,ztf,59414.297326399945,1660297325815015013,2,1660297325815,20.237873,1,1660,5.4581738,19.407915,19.8603,0.14529379,0.336,273.2516541,21.0410931,0.5928571,t17_f5_c3,19.6076,0.3304,True,False,False,correction_0.0.1,0.0,0.50052786,588120258.0
19,ztf,59427.31916669989,1673319165815015018,2,1673319165815,20.526566,1,1673,5.2536554,19.766714,19.8661,0.14390215,0.2745,273.2517034,21.0410599,0.5557143,t17_f5_c3,19.4753,0.2328,True,False,False,correction_1.0.6,0.0,0.963097,588120258.0
