,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59622.46504630009,1868465045215015008,1,1868465045215,19.6449,1,1868,0.5009445,18.59892,17.406553,18.6027,0.10559482,0.017316109,0.035212416,0.1099,202.2800272,72.4782716,0.89857143,t17_f5_c3,0.9999914,18.5535,0.1331,844120152,True,True,False,correction_1.0.6,0.0
1,ztf,59622.528819399886,1868528815215015009,2,1868528815215,20.017479,1,1868,0.6636283,18.68574,16.719225,18.5755,0.08414212,100.0,0.013753327,0.0958,202.2803263,72.4783697,0.95285714,t17_f5_c3,0.99996936,18.5078,0.1116,844120252,True,True,False,correction_1.0.6,0.0
2,ztf,59623.36569439992,1869365696115015005,2,1869365696115,19.775509,1,1869,0.9318321,18.61323,16.749052,18.8339,0.08983959,100.0,0.016136035,0.1723,202.280566,72.4782687,0.9514286,t17_f5_c3,0.99913734,18.8348,0.2174,845120261,True,True,False,correction_1.0.6,0.0
3,ztf,59624.38797450019,1870387975215015000,2,1870387975215,19.632181,1,1870,0.7466073,18.585297,16.70216,18.4122,0.11367636,100.0,0.020063888,0.1202,202.2798623,72.4781819,0.9242857,t17_f5_c3,0.99999976,18.4318,0.1546,844120252,True,True,False,correction_1.0.6,0.0
4,ztf,59624.51275460003,1870512755215015010,1,1870512755215,19.689901,1,1870,0.4948807,18.48738,17.36807,18.5394,0.10504147,0.022977553,0.03746601,0.132,202.2799853,72.4782593,0.9457143,t17_f5_c3,0.9999608,18.3747,0.1446,844120152,True,True,False,correction_1.0.6,0.0
5,ztf,59625.34607640002,1871346076115015004,1,1871346076115,19.140238,1,1871,0.7719428,18.496193,17.375717,18.1742,0.11350137,0.03007436,0.04043997,0.1268,202.2800091,72.4781553,0.71,t17_f5_c3,0.9623852,18.0899,0.15,845120161,True,True,False,correction_1.0.6,0.0
6,ztf,59625.43469909998,1871434696115015006,2,1871434696115,19.540218,1,1871,0.87902313,18.623487,16.750887,18.7887,0.12038843,100.0,0.021455806,0.1848,202.2804907,72.478247,0.9557143,t17_f5_c3,0.99957067,18.7833,0.233,845120261,True,True,False,correction_1.0.6,0.0
7,ztf,59627.46760419989,1873467605215015004,1,1873467605215,18.967657,1,1873,0.60733014,18.42768,17.3464,18.4921,0.120945305,0.033978023,0.044676255,0.1882,202.2800716,72.4782408,0.8485714,t17_f5_c3,0.9998851,18.5177,0.2467,844120152,True,True,False,correction_1.0.6,0.0
8,ztf,59627.51379630016,1873513795215015007,2,1873513795215,18.847887,1,1873,0.6483943,18.40649,16.668383,18.4567,0.15996051,100.0,0.03226784,0.154,202.2800801,72.4782425,0.5971429,t17_f5_c3,0.97910076,18.3421,0.1764,844120252,True,True,False,correction_1.0.6,0.0
9,ztf,59628.39458330022,1874394586115015010,1,1874394586115,19.110748,1,1874,0.74773276,18.525446,17.38605,18.5903,0.123613,0.033590898,0.04328184,0.1749,202.2802086,72.478207,0.88,t17_f5_c3,0.99986905,18.6624,0.2387,845120161,True,True,False,correction_1.0.6,0.0
10,ztf,59628.453854199965,1874453856115015006,2,1874453856115,19.358582,1,1874,0.84292394,18.539991,16.735529,18.3833,0.120050505,100.0,0.022781326,0.1269,202.2804957,72.4782845,0.87285715,t17_f5_c3,0.9999519,18.3577,0.1567,845120261,True,True,False,correction_1.0.6,0.0
11,ztf,59629.427118100226,1875427115215015004,1,1875427115215,19.284195,1,1875,0.57293224,18.314802,17.303324,18.2814,0.09471314,0.024793558,0.037309457,0.1103,202.2801443,72.4782924,0.81142855,t17_f5_c3,0.9998971,18.2322,0.1344,844120152,True,True,False,correction_1.0.6,0.0
12,ztf,59629.5184491002,1875518445215015007,2,1875518445215,19.509926,1,1875,0.6025747,18.454706,16.677938,18.2906,0.09934565,100.0,0.019339345,0.1079,202.2801452,72.4782787,0.8957143,t17_f5_c3,0.99999565,18.2492,0.1311,844120252,True,True,False,correction_1.0.6,0.0
13,ztf,59630.4124305998,1876412436115015002,1,1876412436115,19.785648,1,1876,0.76712364,18.542068,17.391842,18.4175,0.11393332,0.02840815,0.039496608,0.105,202.2803065,72.478236,0.91714287,t17_f5_c3,0.9996065,18.3588,0.1263,845120161,True,True,False,correction_1.0.6,0.0
14,ztf,59636.471817099955,1882471815215015008,2,1882471815215,19.981668,1,1882,0.52983445,18.60515,16.705637,18.5889,0.06709194,100.0,0.011664471,0.1021,202.2800421,72.4782786,0.94,t17_f5_c3,0.9999994,18.5919,0.1271,844120252,True,True,False,correction_1.0.6,0.0
15,ztf,59636.49366899999,1882493665215015006,1,1882493665215,19.90357,1,1882,0.67085564,18.778763,17.463278,18.6366,0.14086749,0.02674435,0.04193888,0.0825,202.2802071,72.4782682,0.64857143,t17_f5_c3,0.9966917,18.6578,0.1053,844120152,True,True,False,correction_1.0.6,0.0
16,ztf,59637.3662268999,1883366226115015003,1,1883366226115,19.891563,1,1883,0.8206507,18.866499,17.493692,18.9388,0.13008542,0.021006525,0.03673723,0.1132,202.2802732,72.4781979,0.7542857,t17_f5_c3,0.99858916,19.0164,0.1522,845120161,True,True,False,correction_1.0.6,0.0
