,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59467.4526157002,1713452612815015032,1,1713452612815,20.8492,1,1713,1.42991,21.0817,21.6625,0.249709,0.8759,49.7489378,18.2709391,0.657143,t17_f5_c3,20.5455,0.4018,False,False,False,correction_1.0.6,0.0,1.715408362815015e+18,,,,,
1,ztf,59469.40836809995,1715408362815015019,2,1715408362815,20.691671,1,1715,0.516032,20.375706,20.1436,0.1829075,0.2645,49.7491769,18.2709046,0.63285714,t17_f5_c3,20.1933,0.352,True,True,False,correction_1.0.6,0.0,,19.745056,0.089147516,0.10232259,0.99990666,557120228.0
2,ztf,59471.38238430023,1717382382815015022,1,1717382382815,20.45,1,1717,0.904694,20.3779,20.4758,0.242222,0.3946,49.7490964,18.2709321,0.871429,t17_f5_c3,20.6608,0.5977,False,True,True,correction_1.0.6,0.0,1.717446352815015e+18,20.006031,0.17077294,0.17197533,,
3,ztf,59471.44635420013,1717446352815015022,2,1717446352815,20.390463,1,1717,0.4365083,20.105398,20.0832,0.21671297,0.297,49.7492027,18.2709219,0.8057143,t17_f5_c3,19.9665,0.3402,True,True,False,correction_1.0.6,0.0,,19.585648,0.12707551,0.13427182,0.9993825,557120228.0
4,ztf,59474.42766200006,1720427662815015026,1,1720427662815,20.852812,1,1720,0.76720935,20.487885,20.8638,0.21203123,0.3995,49.7491341,18.2709366,0.6842857,t17_f5_c3,20.7577,0.4623,True,True,True,correction_1.0.6,0.0,,20.082956,0.14439034,0.14602542,0.9999554,557120128.0
5,ztf,59474.46596059995,1720465962815015030,2,1720465962815,20.605417,1,1720,0.66755,20.101358,19.743,0.16200379,0.1774,49.7491085,18.2708896,0.6257143,t17_f5_c3,19.8692,0.2527,True,True,False,correction_1.0.6,0.0,,19.583143,0.090728,0.100516915,0.9999934,557120228.0
6,ztf,59477.41491900012,1723414912815015010,2,1723414912815,19.965687,1,1723,0.39152682,20.002243,19.9981,0.18142408,0.4525,49.7491131,18.2710054,0.7057143,t17_f5_c3,20.3647,0.8131,True,True,False,correction_1.0.6,0.0,,19.52059,0.10902131,0.11642153,0.9970859,557120228.0
7,ztf,59487.39324070001,1733393242815015032,2,1733393242815,20.303268,1,1733,0.7326546,20.12409,20.2563,0.16629499,0.3645,49.7491649,18.2708445,0.8057143,t17_f5_c3,20.6859,0.6906,True,True,False,correction_1.0.6,0.0,,19.59719,0.09249811,0.10235749,0.9999751,557120228.0
8,ztf,59487.4208217999,1733420822815015030,1,1733420822815,20.5165,1,1733,0.636681,20.8506,20.7443,0.263973,0.4726,49.7491945,18.2708479,0.704286,t17_f5_c3,20.9225,0.7126,False,True,True,correction_1.0.6,0.0,1.735422762815015e+18,20.319262,0.1595334,0.16181703,,
9,ztf,59489.4227661998,1735422762815015031,2,1735422762815,20.638474,1,1735,0.54332346,20.215664,20.2012,0.16874501,0.3023,49.7492047,18.2708891,0.6085714,t17_f5_c3,20.061,0.3384,True,True,False,correction_1.0.6,0.0,,19.652637,0.08925091,0.100466244,0.99998605,557120228.0
