,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59295.29835649999,1541298352015015010,1,1541298352015,19.8745,1,1541,0.619869,20.0829,18.207495,20.052,0.219229,0.03605069,0.03897051,0.3517,193.4069016,54.2223271,0.888571,t17_f5_c3,20.2161,0.5223,False,True,False,correction_0.0.1,0.0,,,
1,ztf,59303.364722200204,1549364722015015003,1,1549364722015,19.5904,1,1549,0.290093,19.7782,18.1467,19.7133,0.293127,0.06371249,0.06523131,0.4461,193.4072503,54.2224252,0.788571,t17_f5_c3,20.2467,0.935,False,True,False,correction_0.0.1,0.0,,,
2,ztf,59312.32473379979,1558324732015015014,1,1558324732015,20.729,1,1558,1.39258,20.0134,18.19481,19.5648,0.198859,0.034255907,0.03724858,0.1327,193.4065305,54.2223882,0.617143,t17_f5_c3,19.4866,0.1556,False,True,False,correction_0.0.1,0.0,,,
3,ztf,59314.39281249978,1560392812015015012,1,1560392812015,20.8456,1,1560,1.37009,20.0758,18.206228,19.8104,0.19388,0.03133834,0.034650113,0.1581,193.4065431,54.2223023,0.728571,t17_f5_c3,19.773,0.1924,False,True,False,correction_0.0.1,0.0,,,
4,ztf,59319.402928200085,1565402922015015008,1,1565402922015,20.4623,1,1565,1.29662,19.865,18.165426,19.8133,0.180016,0.03482754,0.03762542,0.1783,193.4065744,54.2223705,0.734286,t17_f5_c3,19.8789,0.2392,False,True,False,correction_0.0.1,0.0,,,
5,ztf,59324.254745400045,1570254742015065010,2,1570254742015,20.3827,1,1570,0.217945,20.0804,18.106636,19.9977,0.195387,0.020404639,0.03172414,0.3028,193.4071122,54.2223894,0.918571,t17_f5_c3,20.335,0.526,False,True,False,correction_0.0.1,0.0,,,
6,ztf,59324.254745400045,1570254742015015010,2,1570254742015,20.382711,1,1570,0.21794452,20.080357,18.106628,19.9977,0.19538657,0.020406388,0.031725146,0.3028,193.4071122,54.2223894,0.9185714,t17_f5_c3,20.335,0.526,True,True,False,correction_0.0.1,0.0,0.9993824,790120220.0,
7,ztf,59324.36917820014,1570369172015015007,1,1570369172015,20.386082,1,1570,0.62451506,19.929926,18.178679,19.5597,0.21494177,0.040339906,0.042837277,0.168,193.4069,54.2223751,0.8442857,t17_f5_c3,19.3849,0.1818,True,True,False,correction_0.0.1,0.0,0.96779907,790120120.0,
8,ztf,59328.32091439981,1574320912015015008,1,1574320912015,19.5455,1,1574,0.326348,19.6654,18.120565,19.78,0.228615,0.05338207,0.055102468,0.4603,193.407292,54.2222763,0.925714,t17_f5_c3,19.8652,0.6388,False,True,False,correction_0.0.1,0.0,,,
9,ztf,59334.19872689992,1580198722015015020,1,1580198722015,20.7686,1,1580,0.897815,19.7235,18.134287,19.3649,0.218493,0.04862365,0.050553672,0.1149,193.4067657,54.2223585,0.78,t17_f5_c3,19.3925,0.1484,False,True,False,correction_0.0.1,0.0,,,
10,ztf,59338.26569439983,1584265692015015008,2,1584265692015,20.651,1,1584,0.61332,19.9519,18.08471,19.8681,0.220228,0.03145195,0.0394454,0.2148,193.4069128,54.2223912,0.88,t17_f5_c3,19.6566,0.2242,False,True,False,correction_0.0.1,0.0,,,
11,ztf,59338.30592590012,1584305922015015010,1,1584305922015,20.7399,1,1584,0.956382,19.8188,18.155605,19.6449,0.156439,0.030727046,0.033811715,0.1438,193.4067374,54.2223407,0.887143,t17_f5_c3,19.7262,0.1951,False,True,False,correction_0.0.1,0.0,,,
