,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid
0,ztf,59461.37119209999,1707371191215015018,2,1707371191215,20.771229,1,1707,2.8551776,19.819305,19.9644,0.11764761,0.2095,359.3833055,9.3083666,0.79714286,t17_f5_c3,0.99958396,19.9181,0.2566,499120212.0,True,False,False,correction_1.0.6,0.0,,,,
1,ztf,59461.410937500186,1707410931215015014,1,1707410931215,20.828894,1,1707,0.90421057,19.578566,19.6526,0.121629335,0.1383,359.383272,9.3083743,0.88857144,t17_f5_c3,0.99999046,19.6815,0.1809,499120112.0,True,True,False,correction_1.0.6,0.0,19.524334,0.11531646,0.1157032,
2,ztf,59463.319016200025,1709319011215015008,2,1709319011215,20.695673,1,1709,2.828658,19.42976,19.6418,0.101784505,0.1678,359.3833054,9.3083522,0.87857145,t17_f5_c3,0.99976313,19.6684,0.2195,499120212.0,True,False,False,correction_1.0.6,0.0,,,,
3,ztf,59463.34643519996,1709346431215015008,1,1709346431215,20.72562,1,1709,0.78074974,19.305618,19.2487,0.09315052,0.0973,359.3832842,9.3083383,0.9514286,t17_f5_c3,0.999969,19.3071,0.1304,499120112.0,True,True,False,correction_1.0.6,0.0,19.263208,0.08927336,0.08958216,
4,ztf,59465.357580999844,1711357581215015009,2,1711357581215,20.657238,1,1711,2.7750847,19.31092,19.2595,0.0974584,0.1205,359.3832979,9.3083355,0.92142856,t17_f5_c3,0.9998603,19.3133,0.1612,499120212.0,True,False,False,correction_1.0.6,0.0,,,,
5,ztf,59465.403784700204,1711403781215015010,1,1711403781215,20.70862,1,1711,0.8531703,19.31519,19.418,0.09316262,0.1229,359.383265,9.308348,0.93285716,t17_f5_c3,0.9999999,19.5821,0.1816,499120112.0,True,True,False,correction_1.0.6,0.0,19.272411,0.08924927,0.089563414,
6,ztf,59467.37982639996,1713379821215015012,2,1713379821215,20.7725,1,1713,2.7321332,19.326267,19.3193,0.08550318,0.1206,359.3832898,9.3083342,0.9285714,t17_f5_c3,0.99999285,19.284,0.1488,499120212.0,True,False,False,correction_1.0.6,0.0,,,,
7,ztf,59469.360347200185,1715360341215015008,2,1715360341215,20.67209,1,1715,2.7613356,19.403116,19.2507,0.08396872,0.1169,359.3832961,9.3083364,0.8857143,t17_f5_c3,0.9999934,19.1935,0.1414,499120212.0,True,False,False,correction_1.0.6,0.0,,,,
8,ztf,59471.42535880022,1717425351215015012,2,1717425351215,20.363102,1,1717,2.748321,19.434048,19.4118,0.10015006,0.1757,359.3832716,9.3083592,0.9142857,t17_f5_c3,0.99764085,19.3149,0.2056,499120212.0,True,False,False,correction_1.0.6,0.0,,,,
9,ztf,59474.31046300009,1720310461215015008,2,1720310461215,20.052338,1,1720,2.6927059,19.452612,19.5362,0.1535351,0.2744,359.3832583,9.3083547,0.7242857,t17_f5_c3,0.97428983,19.6472,0.3898,499120212.0,True,False,False,correction_1.0.6,0.0,,,,
10,ztf,59474.36395830009,1720363951215015005,1,1720363951215,20.038525,1,1720,0.90632784,19.509993,19.8232,0.14529297,0.3264,359.383259,9.3083631,0.85571426,t17_f5_c3,0.99999017,19.9216,0.4587,499120112.0,True,True,False,correction_1.0.6,0.0,19.459003,0.13834126,0.13862728,
11,ztf,59480.35908559989,1726359081215015012,1,1726359081215,19.3474,1,1726,1.01985,19.4876,19.3448,0.229439,0.3989,359.383216,9.3083662,0.638571,t17_f5_c3,,19.5993,0.648,,False,True,False,correction_1.0.6,0.0,19.437628,0.21894424,0.21911809,1.734266291215015e+18
12,ztf,59488.266296300106,1734266291215015010,1,1734266291215,20.777308,1,1734,0.8195027,19.826717,19.8757,0.14485714,0.1795,359.3832884,9.3083568,0.87142855,t17_f5_c3,0.99998045,19.8981,0.2338,499120112.0,True,True,False,correction_1.0.6,0.0,19.758986,0.13558987,0.13609654,
13,ztf,59488.31156249996,1734311561215015012,2,1734311561215,20.644018,1,1734,2.8267095,19.563143,19.36,0.10232814,0.1374,359.3833218,9.308327,0.85,t17_f5_c3,0.99978006,19.1519,0.1449,499120212.0,True,False,False,correction_1.0.6,0.0,,,,
14,ztf,59497.30329860002,1743303291215015021,2,1743303291215,20.470816,1,1743,2.932698,20.040821,19.8542,0.18505356,0.2251,359.3833609,9.3083152,0.5285714,t17_f5_c3,0.99955964,19.9803,0.3233,499120212.0,True,False,False,correction_1.0.6,0.0,,,,
