,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59311.35628469987,1557356283115015021,1,1557356283115,20.0882,1,1557,1.93966,20.3996,20.3535,0.285603,0.4539,204.3267117,-26.0152547,0.628571,t17_f5_c3,20.3738,0.5904,False,False,False,correction_0.0.1,0.0,,,,,
1,ztf,59313.335787000135,1559335783115015012,2,1559335783115,20.14398,1,1559,1.3085623,20.035034,19.9231,0.20836385,0.3387,204.3268986,-26.0152434,0.7185714,t17_f5_c3,19.698,0.3507,True,True,False,correction_0.0.1,0.0,19.099762,0.06215348,0.08804675,0.99798787,273120231.0
2,ztf,59316.348518500105,1562348513115015015,1,1562348513115,20.439842,1,1562,2.0077147,19.889542,20.0091,0.15901844,0.2659,204.3268154,-26.0152162,0.88714284,t17_f5_c3,20.1285,0.3769,True,False,False,correction_0.0.1,0.0,,,,0.9999726,273120131.0
