,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,58784.40284720017,1030402842015015002,1,1030402842015,19.6462,1,1030,2.39992,19.3233,19.722,0.302013,0.207,47.6128374,40.2886276,0.418571,t17_f5_c3,19.6374,0.2407,False,False,False,bulk_1.0.0,0.0,1.037303562015015e+18,,,,,
1,ztf,58791.29025459988,1037290252015015003,1,1037290252015,20.5845,1,1037,0.89195,19.4852,19.334,0.207432,0.1317,47.6135134,40.2885014,0.58,t17_f5_c3,19.3325,0.1636,False,True,True,bulk_1.0.0,0.0,1.037303562015015e+18,17.249794,0.023480978,0.02646752,,
2,ztf,58791.30356479995,1037303562015015015,1,1037303562015,20.664165,1,1037,2.1439056,19.535643,19.2028,0.19060342,0.114,47.6129979,40.2884495,0.3257143,t17_f5_c3,19.2679,0.1501,True,False,False,bulk_1.0.0,0.0,0.0,,,,0.9029589,699120120.0
3,ztf,59049.46351849986,1295463512015015005,1,1295463512015,20.618425,1,1295,1.0589784,19.54114,19.6039,0.1424656,0.1671,47.6134053,40.2885146,0.78571427,t17_f5_c3,19.5997,0.2075,True,True,True,bulk_1.0.0,0.0,0.0,17.256773,0.012281743,0.017376557,0.98657274,699120120.0
4,ztf,59086.49223379977,1332492232015015013,1,1332492232015,20.85,1,1332,1.00666,19.7984,19.4744,0.300727,0.1331,47.6134821,40.2884785,0.401429,t17_f5_c3,19.4347,0.1583,False,True,True,bulk_1.0.0,0.0,1.335489352015015e+18,17.285078,0.026893329,0.029705921,,
5,ztf,59089.48935189983,1335489352015015012,1,1335489352015,20.661028,1,1335,2.1922219,19.916695,19.7765,0.20694736,0.1862,47.6129439,40.2885093,0.33142856,t17_f5_c3,19.8559,0.249,True,False,False,bulk_1.0.0,0.0,0.0,,,,0.03073591,699120120.0
6,ztf,59142.40351849981,1388403512015025013,1,1388403512015,20.8069,1,1388,1.05289,19.5773,19.3828,0.27915,0.1158,47.613427,40.2884968,0.485714,t17_f5_c3,19.5327,0.1631,False,True,True,bulk_1.0.0,0.0,1.418257992015015e+18,17.26112,0.030675136,0.033064816,,
7,ztf,59168.21748840017,1414217482015010009,1,1414217482015,20.6677,-1,1414,0.426062,19.4682,19.7315,0.121417,0.174,47.6138702,40.2887244,0.85,t17_f5_c3,19.6984,0.2115,False,True,True,bulk_1.0.0,0.0,1.433140102015015e+18,17.572624,0.013359584,0.021185983,,
8,ztf,59170.222048600204,1416222042015015005,1,1416222042015,20.7274,1,1416,0.831015,19.6872,19.4526,0.228054,0.1332,47.6135848,40.2884911,0.654286,t17_f5_c3,19.2443,0.137,False,True,True,bulk_1.0.0,0.0,1.433140102015015e+18,17.273571,0.021305557,0.024693703,,
9,ztf,59172.25799770001,1418257992015015013,1,1418257992015,20.830175,1,1418,1.7106475,19.938246,19.8566,0.17661285,0.1778,47.6130999,40.2885947,0.47142857,t17_f5_c3,19.96,0.2421,False,False,False,bulk_1.0.0,0.0,1.433140102015015e+18,,,,0.05048168,699120120.0
10,ztf,59179.32179399999,1425321792015010004,2,1425321792015,19.8842,-1,1425,0.244513,18.9334,18.6982,0.099649,0.1252,47.6136709,40.2886133,0.954286,t17_f5_c3,18.6331,0.1501,False,True,False,bulk_1.0.0,0.0,1.433140102015015e+18,17.265646,0.005761491,0.021447234,,
11,ztf,59187.140104200225,1433140102015015008,1,1433140102015,20.366854,1,1433,0.97632223,19.532612,19.6849,0.16684881,0.1871,47.6134104,40.2885515,0.81857145,t17_f5_c3,19.8591,0.2753,False,True,True,bulk_1.0.0,0.0,1.448233532015015e+18,17.25573,0.016403714,0.020491343,0.997633,699120120.0
12,ztf,59187.2396644,1433239662015010011,2,1433239662015,19.7349,-1,1433,0.245789,19.4707,19.74,0.19004,0.3222,47.613748,40.2886092,0.895714,t17_f5_c3,19.955,0.5007,False,True,False,bulk_1.0.0,0.0,1.450304382015015e+18,17.178057,0.012882141,0.023003204,,
13,ztf,59194.15716439998,1440157162015010011,2,1440157162015,20.4955,-1,1440,0.327614,18.8496,19.0324,0.069747,0.0966,47.6138171,40.2886237,0.89,t17_f5_c3,19.0127,0.1183,False,True,False,bulk_1.0.0,0.0,1.450304382015015e+18,17.28456,100.0,0.016500961,,
14,ztf,59199.27953700023,1445279532015015012,1,1445279532015,20.3114,1,1445,1.48045,19.7437,19.6576,0.263733,0.1754,47.6131994,40.2885624,0.587143,t17_f5_c3,19.6537,0.2189,False,False,False,bulk_1.0.0,0.0,1.448233532015015e+18,,,,,
15,ztf,59202.23353009997,1448233532015015004,1,1448233532015,20.19287,1,1448,1.6324248,19.58282,19.6031,0.1507697,0.1662,47.6131173,40.2886466,0.6357143,t17_f5_c3,19.7316,0.2339,False,False,False,bulk_1.0.0,0.0,1.470194972015015e+18,,,,0.9904312,699120120.0
16,ztf,59204.30438659992,1450304382015015004,1,1450304382015,20.59559,1,1450,1.3314593,19.812635,19.6322,0.19174995,0.1702,47.613308,40.2884915,0.7714286,t17_f5_c3,19.6703,0.2202,False,True,True,bulk_1.0.0,0.0,1.470194972015015e+18,17.286474,0.013812363,0.018718503,0.9997073,699120120.0
17,ztf,59210.30180560006,1456301802015010003,2,1456301802015,19.6788,-1,1456,0.241338,18.9054,19.0357,0.100782,0.2306,47.6136362,40.2886427,0.904286,t17_f5_c3,18.739,0.2244,False,True,False,bulk_1.0.0,0.0,1.470194972015015e+18,17.271767,0.0083304625,0.022383606,,
18,ztf,59220.21873839991,1466218732015015004,2,1466218732015,20.4556,1,1466,0.698159,19.8289,19.4681,0.261828,0.1696,47.6134572,40.288678,0.677143,t17_f5_c3,19.4763,0.2138,False,True,False,bulk_1.0.0,0.0,1.470194972015015e+18,16.972824,0.010339801,0.018861935,,
19,ztf,59222.1978703998,1468197872015010001,2,1468197872015,20.5964,-1,1468,0.462408,19.0555,19.3219,0.138447,0.1484,47.6136796,40.2885485,0.62,t17_f5_c3,19.4454,0.2091,False,True,False,bulk_1.0.0,0.0,1.470194972015015e+18,17.24107,0.016424915,0.026032232,,
20,ztf,59224.19497689977,1470194972015015008,1,1470194972015,20.246338,1,1470,1.1579456,19.426985,19.4469,0.19960883,0.1426,47.6132986,40.2886352,0.63285714,t17_f5_c3,19.5245,0.1913,True,True,True,bulk_1.0.0,0.0,0.0,17.242191,0.02376918,0.026684681,0.99681866,699120120.0
21,ztf,59427.449780100025,1673449782015010001,2,1673449782015,20.0259,-1,1673,0.048348,19.0962,18.733,0.13016,0.132,47.6137351,40.2886742,0.82,t17_f5_c3,18.5414,0.1409,False,True,False,correction_1.0.6,0.0,1.685452452015015e+18,17.233583,0.012074309,0.023411587,,
22,ztf,59436.46774310013,1682467742015010004,2,1682467742015,20.7257,-1,1682,0.113024,19.2506,19.4925,0.186582,0.1545,47.6137419,40.2886508,0.518571,t17_f5_c3,19.6164,0.2157,False,True,False,correction_1.0.6,0.0,1.685452452015015e+18,17.208,0.020607473,0.028433459,,
23,ztf,59439.452453699894,1685452452015015009,1,1685452452015,20.518047,1,1685,1.3307922,19.78662,19.7548,0.190335,0.2123,47.613249,40.2885816,0.76285714,t17_f5_c3,19.678,0.2469,True,True,True,correction_1.0.6,0.0,,17.283907,0.01419934,0.018986028,0.9515699,699120120.0
