,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid
0,ztf,59403.37496529985,1649374960915015013,1,1649374960915,20.5914,1,1649,1.12208,20.4138,17.918125,20.2046,0.257887,100.0,0.025891662,0.3041,271.3693957,45.3742496,0.881429,t17_f5_c3,20.2779,0.4046,False,True,False,correction_0.0.1,0.0,,,
1,ztf,59405.3256019,1651325600915015011,1,1651325600915,20.725904,1,1651,0.7352666,20.098251,17.88197,19.8519,0.1734565,100.0,0.022525674,0.2039,271.3695607,45.374206,0.8914286,t17_f5_c3,19.9287,0.27,True,True,False,correction_0.0.1,0.0,0.9999721,764120109.0,
2,ztf,59407.32025460014,1653320250915015019,2,1653320250915,20.546362,1,1653,0.66914177,19.010666,16.771364,19.0107,0.09851337,100.0,0.012524896,0.1347,271.3695186,45.374205,0.93142855,t17_f5_c3,18.9059,0.1487,True,True,False,correction_0.0.1,0.0,0.9999908,764120209.0,
3,ztf,59409.32486109994,1655324860915015014,1,1655324860915,20.668524,1,1655,0.7608862,19.477312,17.778282,19.7203,0.12650771,100.0,0.026454838,0.1937,271.3695474,45.3741948,0.9442857,t17_f5_c3,19.795,0.2562,True,True,False,correction_0.0.1,0.0,0.9999994,764120109.0,
4,ztf,59411.262928199954,1657262920915015012,2,1657262920915,20.419968,1,1657,0.5432131,18.765848,16.736998,18.9064,0.1171789,100.0,0.018084627,0.1335,271.3695711,45.3742087,0.84,t17_f5_c3,18.8446,0.1543,True,True,False,correction_0.0.1,0.0,0.9999634,764120209.0,
5,ztf,59411.31927079987,1657319270915015006,1,1657319270915,20.427578,1,1657,0.7371653,19.436361,17.76959,19.2308,0.12580815,100.0,0.027101938,0.135,271.3695601,45.3742031,0.93,t17_f5_c3,19.2734,0.1741,True,True,False,correction_0.0.1,0.0,0.9999975,764120109.0,
6,ztf,59414.30072919978,1660300720915015007,2,1660300720915,20.360413,1,1660,0.6335614,18.742273,16.733326,18.9163,0.10160587,100.0,0.015971294,0.1358,271.3695356,45.374203,0.89,t17_f5_c3,19.1017,0.198,True,True,False,correction_0.0.1,0.0,0.9999926,764120209.0,
7,ztf,59414.38766200002,1660387660915015004,1,1660387660915,20.65136,1,1660,0.69410235,19.202589,17.714804,19.1718,0.09092709,100.0,0.023098253,0.1166,271.369581,45.3741825,0.9657143,t17_f5_c3,19.1505,0.1414,True,True,False,correction_0.0.1,0.0,0.9999422,764120109.0,
8,ztf,59419.29946759995,1665299460915015003,2,1665299460915,19.010706,1,1665,0.66247267,18.649124,16.718145,18.3779,0.17502113,100.0,0.02955961,0.263,271.3695296,45.3741898,0.68714285,t17_f5_c3,18.1099,0.2627,True,True,False,correction_1.0.6,0.0,0.9979414,764120209.0,
9,ztf,59423.341273100115,1669341270915015004,1,1669341270915,19.4884,1,1669,0.757872,19.6689,17.815647,19.8119,0.237905,100.0,0.04316207,0.5425,271.3695434,45.3742263,0.84,t17_f5_c3,19.5461,0.5428,False,True,False,correction_1.0.6,0.0,,,1.671261370915015e+18
10,ztf,59425.261377300136,1671261370915015015,1,1671261370915,20.724371,1,1671,0.84050006,20.078194,17.879343,19.9915,0.19940157,100.0,0.026314102,0.237,271.3695144,45.3742034,0.7985714,t17_f5_c3,19.9345,0.2783,True,True,False,correction_1.0.6,0.0,0.99992466,764120109.0,
11,ztf,59427.32688659988,1673326880915015004,2,1673326880915,20.445578,1,1673,0.62895435,19.288998,16.803036,19.3028,0.12151096,100.0,0.012309225,0.1768,271.369589,45.3741374,0.93714285,t17_f5_c3,19.3182,0.2191,True,True,False,correction_1.0.6,0.0,0.99978215,764120209.0,
12,ztf,59429.24534719996,1675245340915015012,2,1675245340915,20.712992,1,1675,0.64307797,19.57253,16.828613,19.9655,0.12941962,100.0,0.010337916,0.2855,271.3695329,45.3742106,0.83285713,t17_f5_c3,19.9954,0.3552,True,True,False,correction_1.0.6,0.0,0.9999995,764120209.0,
