,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid
0,ztf,59628.42251159996,1874422511415015007,2,1874422511415,19.3236,1,1874,0.789781,19.0277,16.415396,19.7053,0.147634,100.0,0.013312656,0.5044,171.809034,44.3509531,0.81,t17_f5_c3,19.5961,0.5737,False,True,False,correction_1.0.6,0.0,1.885262841415015e+18,,
1,ztf,59637.224490699824,1883224491415015006,1,1883224491415,20.2239,1,1883,0.709758,19.4546,17.090412,19.2747,0.133643,100.0,0.01514507,0.1643,171.8090236,44.350976,0.927143,t17_f5_c3,19.0187,0.1585,False,True,False,correction_1.0.6,0.0,1.885262841415015e+18,,
2,ztf,59637.33307870012,1883333071415015007,2,1883333071415,20.3207,1,1883,0.472315,19.0031,16.413155,19.0156,0.137464,100.0,0.012653515,0.148,171.8088914,44.3509414,0.924286,t17_f5_c3,18.9307,0.1625,False,True,False,correction_1.0.6,0.0,1.885262841415015e+18,,
3,ztf,59639.262847200036,1885262841415015007,2,1885262841415,20.004295,1,1885,1.2826757,18.879644,16.401186,18.9813,0.1243989,100.0,0.012689168,0.1483,171.8089911,44.3511674,0.75142854,t17_f5_c3,18.9284,0.169,True,True,False,correction_1.0.6,0.0,,0.9829176,754120214.0
4,ztf,59639.28651619982,1885286511415015006,1,1885286511415,20.329996,1,1885,0.54827964,19.303085,17.07214,19.2399,0.10892431,100.0,0.013955548,0.1449,171.8089613,44.3509635,0.9614286,t17_f5_c3,19.2661,0.1792,True,True,False,correction_1.0.6,0.0,,0.9995389,754120114.0
5,ztf,59641.31019680016,1887310191415015006,2,1887310191415,20.398586,1,1887,0.64077294,18.883911,16.40162,18.8851,0.11444315,100.0,0.011632511,0.1348,171.8089067,44.3509936,0.88857144,t17_f5_c3,18.8005,0.1476,True,True,False,correction_1.0.6,0.0,,0.9621402,754120214.0
6,ztf,59671.3707059999,1917370701415025005,2,1917370701415,20.7261,1,1917,0.493273,19.2876,16.436441,19.3637,0.110997,100.0,0.008032445,0.1752,171.8088747,44.3509591,0.841429,t17_f5_c3,19.2623,0.1851,False,True,False,correction_1.0.6,0.0,1.934264071415015e+18,,
7,ztf,59671.3707059999,1917370701415015006,2,1917370701415,20.7253,1,1917,0.484007,19.2016,16.429983,19.1391,0.093301,100.0,0.007265074,0.1434,171.8088709,44.3509579,0.854286,t17_f5_c3,19.0358,0.1512,False,True,False,correction_1.0.6,0.0,1.917428681415015e+18,,
8,ztf,59671.42868060013,1917428681415025007,1,1917428681415,20.65,1,1917,0.776879,19.8563,17.129145,19.9766,0.128194,100.0,0.01039934,0.2574,171.8089737,44.3510561,0.914286,t17_f5_c3,19.9772,0.3087,False,True,False,correction_1.0.6,0.0,1.934264071415015e+18,,
9,ztf,59671.42868060013,1917428681415015009,1,1917428681415,20.644878,1,1917,0.7637607,19.748896,17.120026,19.7053,0.12796757,100.0,0.011364539,0.2026,171.8089748,44.3510505,0.9242857,t17_f5_c3,19.7049,0.2427,True,True,False,correction_1.0.6,0.0,,0.99770355,754120114.0
