,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59303.31478009978,1549314780215015000,2,1549314780215,19.2847,1,1549,0.383999,19.2622,17.80883,19.0578,0.244972,0.05309551,0.06423452,0.3115,166.4187981,-5.6373651,0.877143,t17_f5_c3,19.1464,0.4335,False,True,False,correction_0.0.1,0.0,,
1,ztf,59306.36942130001,1552369420215015000,1,1552369420215,19.602636,1,1552,0.25726765,19.121994,18.305653,19.4087,0.1637351,0.07409419,0.07719785,0.3047,166.4188078,-5.6373665,0.95428574,t17_f5_c3,19.4201,0.3943,True,True,False,correction_0.0.1,0.0,0.9999966,419120102.0
2,ztf,59308.270659700036,1554270650215015006,1,1554270650215,20.410091,1,1554,0.13605,19.12032,18.304863,19.157,0.10516896,0.044652138,0.049625497,0.1198,166.4188435,-5.6373747,0.95,t17_f5_c3,19.0537,0.1383,True,True,False,correction_0.0.1,0.0,0.99999976,419120102.0
3,ztf,59310.231875000056,1556231870215015002,1,1556231870215,20.25362,1,1556,0.08353022,19.021587,18.257154,19.0023,0.119053,0.055112734,0.058879904,0.1031,166.4188969,-5.6373668,0.93,t17_f5_c3,18.9983,0.1301,True,True,False,correction_0.0.1,0.0,0.9999989,419120102.0
4,ztf,59312.231805600226,1558231800215015001,1,1558231800215,20.22397,1,1558,0.02712865,19.016848,18.254808,19.1928,0.10424431,0.047351718,0.051669743,0.1279,166.4188715,-5.6373822,0.93857145,t17_f5_c3,19.1263,0.1529,True,True,False,correction_0.0.1,0.0,0.99999547,419120102.0
5,ztf,59314.23208330013,1560232080215015005,1,1560232080215,20.415659,1,1560,0.13141657,18.995914,18.24438,19.0486,0.09495616,0.042884205,0.047523662,0.1075,166.418853,-5.6373593,0.96428573,t17_f5_c3,19.0209,0.1327,True,True,False,correction_0.0.1,0.0,0.9999999,419120102.0
6,ztf,59317.19172450015,1563191720215025002,2,1563191720215,20.4948,1,1563,0.231969,18.9791,17.727169,19.008,0.097816,100.0,0.030877212,0.1046,166.4188531,-5.6373673,0.95,t17_f5_c3,18.9569,0.1252,False,True,False,correction_0.0.1,0.0,,
7,ztf,59317.19172450015,1563191720215015002,2,1563191720215,20.494791,1,1563,0.23196898,18.979057,17.727156,19.008,0.09781621,100.0,0.030878095,0.1046,166.4188531,-5.6373673,0.95,t17_f5_c3,18.9569,0.1252,True,True,False,correction_0.0.1,0.0,0.9999308,419120202.0
8,ztf,59317.23282410018,1563232820215015004,1,1563232820215,20.50713,1,1563,0.12535435,19.06618,18.278978,19.0583,0.13312331,0.060906887,0.06447243,0.0928,166.4188699,-5.6373497,0.9442857,t17_f5_c3,19.1145,0.123,True,True,False,correction_0.0.1,0.0,0.9999982,419120102.0
9,ztf,59317.23282410018,1563232820215025004,1,1563232820215,20.5071,1,1563,0.125354,19.0662,18.27899,19.0583,0.133123,0.060905978,0.06447164,0.0928,166.4188699,-5.6373497,0.944286,t17_f5_c3,19.1145,0.123,False,True,False,correction_0.0.1,0.0,,
10,ztf,59321.23415509984,1567234150215015003,1,1567234150215,20.391497,1,1567,0.10858505,19.241732,18.360466,19.3736,0.094659604,0.035325322,0.042039562,0.1474,166.418856,-5.6373653,0.95714283,t17_f5_c3,19.303,0.1755,True,True,False,correction_0.0.1,0.0,0.99999726,419120102.0
11,ztf,59325.22939810017,1571229390215015003,1,1571229390215,19.951826,1,1571,0.25866967,19.425425,18.438238,19.979,0.15431195,0.05713717,0.062162,0.4001,166.4188098,-5.6374087,0.9042857,t17_f5_c3,19.7794,0.4263,True,True,False,correction_0.0.1,0.0,0.99999845,419120102.0
12,ztf,59335.19018519996,1581190180215015003,2,1581190180215,19.963892,1,1581,0.07742926,19.770525,17.92085,19.9351,0.1646847,100.0,0.029976673,0.3915,166.4188681,-5.6374214,0.94285715,t17_f5_c3,19.8011,0.4415,True,True,False,correction_0.0.1,0.0,0.99999225,419120202.0
13,ztf,59340.25526619982,1586255260215015004,2,1586255260215,20.190279,1,1586,0.44131967,19.780664,17.92269,19.9322,0.1700023,100.0,0.030708928,0.3212,166.4187652,-5.6374382,0.93714285,t17_f5_c3,19.8125,0.3654,True,True,False,correction_0.0.1,0.0,0.9994755,419120202.0
14,ztf,59342.2555670999,1588255560215015003,2,1588255560215,20.181705,1,1588,0.6743334,19.605305,17.888844,19.6114,0.1261019,100.0,0.025949996,0.2351,166.4189495,-5.6372431,0.94285715,t17_f5_c3,19.5848,0.291,True,True,False,correction_0.0.1,0.0,0.99999946,419120202.0
