,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59397.30592590012,1643305920915015010,1,1643305920915,20.5143,1,1643,0.738464,20.3835,19.176031,20.4663,0.225471,0.06351835,0.07414864,0.3504,296.4841073,73.9064725,0.777143,t17_f5_c3,20.4196,0.428,False,True,False,correction_0.0.1,0.0,,
1,ztf,59400.36401619995,1646364010915015012,1,1646364010915,20.40795,1,1646,0.37863263,20.188484,19.107956,20.3089,0.18158753,0.056697465,0.06712355,0.3024,296.4838383,73.9065645,0.95714283,t17_f5_c3,20.1051,0.3195,True,True,False,correction_0.0.1,0.0,0.9999342,866120109.0
2,ztf,59400.42736109998,1646427360915015012,2,1646427360915,20.22794,1,1646,0.5980556,19.789848,18.125832,19.8298,0.15837143,100.0,0.03420346,0.2501,296.4838007,73.9064877,0.93285716,t17_f5_c3,19.7578,0.2967,True,True,False,correction_0.0.1,0.0,0.9999577,866120209.0
3,ztf,59402.32229170017,1648322290915015013,1,1648322290915,20.505604,1,1648,0.7799268,20.247866,19.12953,20.6081,0.16410947,0.045706708,0.05858675,0.3923,296.4840694,73.9064572,0.95,t17_f5_c3,20.4889,0.448,True,True,False,correction_0.0.1,0.0,0.9999893,866120109.0
4,ztf,59404.34331020014,1650343310915015010,1,1650343310915,20.333569,1,1650,0.5036038,20.092766,19.071585,20.1807,0.16504863,0.054266874,0.06443757,0.2979,296.4839163,73.906529,0.9614286,t17_f5_c3,19.98,0.3162,True,True,False,correction_0.0.1,0.0,0.999935,866120109.0
5,ztf,59406.3489351999,1652348930915015064,2,1652348930915,20.223545,1,1652,0.60210264,19.80305,18.128668,19.7593,0.1990491,100.0,0.042580236,0.2793,296.4838957,73.9064912,0.56,t17_f5_c3,19.9029,0.4043,True,True,False,correction_0.0.1,0.0,0.99991786,866120209.0
6,ztf,59408.32200230006,1654322000915015033,2,1654322000915,20.219656,1,1654,0.86895525,19.715157,18.109259,19.7942,0.17222595,100.0,0.03924097,0.2978,296.4839074,73.9064175,0.85571426,t17_f5_c3,20.0669,0.4864,True,True,False,correction_0.0.1,0.0,0.99997044,866120209.0
7,ztf,59410.40152780013,1656401520915015014,2,1656401520915,20.2233,1,1656,0.427032,19.9552,18.159472,20.3837,0.24332,0.01075295,0.046546437,0.4943,296.4838914,73.9065422,0.854286,t17_f5_c3,20.1956,0.5288,False,True,False,correction_0.0.1,0.0,,
8,ztf,59412.3316434999,1658331640915015011,1,1658331640915,20.3501,1,1658,0.485356,20.6929,19.268385,19.9763,0.316736,0.07442672,0.08528877,0.2765,296.4836705,73.9065468,0.528571,t17_f5_c3,19.8525,0.3152,False,True,False,correction_0.0.1,0.0,,
9,ztf,59412.39989579981,1658399890915015016,2,1658399890915,20.325394,1,1658,0.67572623,19.845781,18.137669,19.4929,0.17337249,100.0,0.03595303,0.2045,296.4839727,73.9064778,0.81857145,t17_f5_c3,19.5141,0.2646,True,True,False,correction_0.0.1,0.0,0.99998975,866120209.0
