,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid
0,ztf,59249.253842600156,1495253843415015005,1,1495253843415,18.5356,1,1495,0.550753,18.539,18.075428,18.6926,0.222583,0.1415908,0.14523242,0.2715,116.8152842,-2.17947,0.5,t17_f5_c3,18.4956,0.2902,False,True,False,correction_0.0.1,0.0,,
1,ztf,59249.296134300064,1495296133415015015,2,1495296133415,18.73684,1,1495,0.6425669,18.452717,17.81365,18.6407,0.1882102,0.100521125,0.104476,0.2488,116.8152093,-2.1794595,0.7342857,t17_f5_c3,19.0798,0.4763,True,True,False,correction_0.0.1,0.0,0.9999658,412120234.0
2,ztf,59251.27444439987,1497274443415015017,1,1497274443415,20.320719,1,1497,0.6946332,18.60436,18.117626,18.5845,0.0822306,0.040368456,0.052521847,0.0702,116.8152465,-2.179482,0.87285715,t17_f5_c3,18.6144,0.0907,True,True,False,correction_0.0.1,0.0,0.9999988,412120134.0
3,ztf,59251.29519680003,1497295193415015013,2,1497295193415,20.28104,1,1497,0.65915513,18.537525,17.859907,18.5606,0.07636183,0.028120799,0.040909972,0.0787,116.8152295,-2.1794883,0.9457143,t17_f5_c3,18.5042,0.0939,True,True,False,correction_0.0.1,0.0,0.9999997,412120234.0
4,ztf,59253.23231479991,1499232313415015022,1,1499232313415,20.336943,1,1499,0.8278605,18.771242,18.221218,18.7508,0.08834333,0.03830467,0.053230904,0.0911,116.8152211,-2.1795121,0.94285715,t17_f5_c3,18.8402,0.1244,True,True,False,correction_0.0.1,0.0,0.99999845,412120134.0
5,ztf,59253.276724500116,1499276723415015015,2,1499276723415,20.456938,1,1499,0.7260175,18.5785,17.881666,18.5745,0.10225731,0.044473246,0.053822134,0.0713,116.8152279,-2.1795138,0.9185714,t17_f5_c3,18.5038,0.0836,True,True,False,correction_0.0.1,0.0,0.9999967,412120234.0
6,ztf,59255.210763900075,1501210763415015112,1,1501210763415,19.74188,1,1501,0.60697705,18.927156,18.312458,18.7271,0.1334094,0.06418506,0.07573678,0.1334,116.8153091,-2.1795146,0.68857145,t17_f5_c3,18.6796,0.1616,True,True,False,correction_0.0.1,0.0,0.9999058,412120134.0
7,ztf,59255.27267359989,1501272673415015013,2,1501272673415,20.515633,1,1501,0.66002584,18.656837,17.922194,18.6353,0.07492618,0.021457741,0.038086936,0.0703,116.815235,-2.1794957,0.93714285,t17_f5_c3,18.6111,0.0856,True,True,False,correction_0.0.1,0.0,0.99994963,412120234.0
8,ztf,59257.21299770009,1503212993415015025,2,1503212993415,20.465366,1,1503,0.68554014,18.68743,17.937637,18.6083,0.07530295,0.02015354,0.03774808,0.0696,116.8152463,-2.1795144,0.88857144,t17_f5_c3,18.5007,0.0786,True,True,False,correction_0.0.1,0.0,0.9999988,412120234.0
9,ztf,59262.19093749998,1508190933415015006,2,1508190933415,20.074078,1,1508,0.5585816,19.084978,18.11882,19.1516,0.10606896,0.02180413,0.043563753,0.1572,116.8152632,-2.1794804,0.9457143,t17_f5_c3,19.0732,0.1854,True,True,False,correction_0.0.1,0.0,0.99949026,412120234.0
10,ztf,59262.273263900075,1508273263415015011,1,1508273263415,20.14456,1,1508,0.582059,19.649902,18.663029,19.4394,0.14470595,0.017800242,0.058309138,0.1613,116.8153448,-2.1795325,0.64428574,t17_f5_c3,19.3612,0.1902,True,True,False,correction_0.0.1,0.0,0.9999807,412120134.0
11,ztf,59264.189652800094,1510189653415015015,2,1510189653415,20.122133,1,1510,0.68370867,19.172638,18.15397,19.3332,0.14115034,0.039158538,0.055235118,0.1774,116.8152273,-2.1794962,0.88714284,t17_f5_c3,19.3097,0.2201,True,True,False,correction_0.0.1,0.0,0.99999154,412120234.0
12,ztf,59264.23325229995,1510233253415015006,1,1510233253415,20.03108,1,1510,0.80164176,19.779638,18.713455,19.9758,0.20593028,0.050660286,0.07713422,0.3097,116.8152826,-2.1795687,0.79142857,t17_f5_c3,20.2794,0.5217,True,True,False,correction_0.0.1,0.0,0.99996394,412120134.0
13,ztf,59266.243564799894,1512243563415015020,2,1512243563415,19.445518,1,1512,0.8327756,19.061844,18.109259,19.3125,0.1774987,0.06365159,0.07381784,0.2168,116.8152314,-2.1795565,0.5885714,t17_f5_c3,19.3862,0.2958,True,True,False,correction_0.0.1,0.0,0.9998584,412120234.0
14,ztf,59268.1895486,1514189543415015005,1,1514189543415,19.5985,1,1514,1.12231,19.7164,18.689335,19.1769,0.264158,0.085353725,0.102574125,0.2363,116.8151491,-2.1795595,0.46,t17_f5_c3,19.2214,0.3151,False,True,False,correction_0.0.1,0.0,,
15,ztf,59268.231354199816,1514231353415015008,2,1514231353415,19.924704,1,1514,0.8030636,19.31137,18.20617,19.2313,0.1457058,0.033186,0.052649774,0.2059,116.8152041,-2.1795207,0.89428574,t17_f5_c3,19.3097,0.2824,True,True,False,correction_0.0.1,0.0,0.9998195,412120234.0
16,ztf,59270.292963000014,1516292963415015009,2,1516292963415,19.142056,1,1516,0.5621526,19.146421,18.143637,19.143,0.15565072,0.048282366,0.06180694,0.3434,116.8152176,-2.1794076,0.74285716,t17_f5_c3,19.1626,0.4481,True,True,False,correction_0.0.1,0.0,0.9999955,412120234.0
17,ztf,59272.2315508998,1518231553415015010,2,1518231553415,18.9685,1,1518,0.756229,19.0022,18.084055,19.0348,0.260734,0.10580079,0.111928344,0.3028,116.815256,-2.1795441,0.597143,t17_f5_c3,18.9672,0.3649,False,True,False,correction_0.0.1,0.0,,
