,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid
10,ztf,59478.26817130018,1724268174715015005,2,1724268174715,19.04698,1,1724,1.5556926,19.063578,19.7647,0.18860228,0.708,330.7458427,-16.4773759,0.71,t17_f5_c3,0.9999203,19.3671,0.6314,341120247.0,True,False,False,correction_1.0.6,0.0,,,,
11,ztf,59478.31394679984,1724313944715015002,1,1724313944715,18.592,1,1724,1.5862,19.048,18.9346,0.350091,0.4261,330.7459168,-16.4772863,0.555714,t17_f5_c3,,18.8376,0.5012,,False,False,False,correction_1.0.6,0.0,,,,1.726252324715015e+18
12,ztf,59480.25232640002,1726252324715015005,2,1726252324715,19.49458,1,1726,1.5980477,19.081072,19.1431,0.120879285,0.2712,330.7458419,-16.4773477,0.8385714,t17_f5_c3,0.99986947,19.1651,0.355,341120247.0,True,False,False,correction_1.0.6,0.0,,,,
13,ztf,59480.31704859994,1726317044715015003,1,1726317044715,19.214,1,1726,1.75031,19.2662,19.0404,0.218064,0.3198,330.7458153,-16.4773481,0.675714,t17_f5_c3,,19.2755,0.5097,,False,False,False,correction_1.0.6,0.0,,,,1.731232114715015e+18
14,ztf,59485.23211809993,1731232114715015009,2,1731232114715,20.223764,1,1731,1.4885554,19.404406,19.3505,0.13358915,0.173,330.7458911,-16.4773226,0.7728571,t17_f5_c3,0.99976945,19.4301,0.2377,341120247.0,True,False,False,correction_1.0.6,0.0,,,,
15,ztf,59487.211620400194,1733211624715015011,1,1733211624715,20.089998,1,1733,1.8146952,19.902245,20.3651,0.2141724,0.4171,330.7458286,-16.4772912,0.77,t17_f5_c3,0.9999176,20.0651,0.4057,341120147.0,True,False,False,correction_1.0.6,0.0,,,,
16,ztf,59487.31440970022,1733314404715015006,2,1733314404715,19.799805,1,1733,1.5825716,19.556587,19.7752,0.13860221,0.35,330.7458979,-16.4772631,0.9071429,t17_f5_c3,0.999995,19.497,0.3477,341120247.0,True,False,False,correction_1.0.6,0.0,,,,
17,ztf,59489.23055560002,1735230554715035007,1,1735230554715,20.0156,1,1735,1.58831,19.8438,20.1967,0.167881,0.4035,330.7459223,-16.4772795,0.862857,t17_f5_c3,,20.0898,0.4686,,False,False,False,correction_1.0.6,0.0,,,,1.763126464715015e+18
18,ztf,59489.23055560002,1735230554715015007,1,1735230554715,20.015612,1,1735,1.5883095,19.843782,20.1967,0.1678814,0.4035,330.7459223,-16.4772795,0.86285716,t17_f5_c3,0.9999826,20.0898,0.4686,341120147.0,True,False,False,correction_1.0.6,0.0,,,,
19,ztf,59489.25410880009,1735254104715035008,2,1735254104715,20.0016,1,1735,1.42186,19.7948,19.7024,0.144926,0.2826,330.7459219,-16.4773133,0.788571,t17_f5_c3,,20.0119,0.4814,,False,False,False,correction_1.0.6,0.0,,,,1.763126464715015e+18
20,ztf,59489.25410880009,1735254104715015008,2,1735254104715,20.001637,1,1735,1.4218562,19.794811,19.7024,0.14492567,0.2826,330.7459219,-16.4773133,0.7885714,t17_f5_c3,0.99973166,20.0119,0.4814,341120247.0,True,False,False,correction_1.0.6,0.0,,,,
21,ztf,59491.21120369993,1737211204715015013,2,1737211204715,20.088999,1,1737,1.6556613,19.7633,19.8699,0.19919798,0.3392,330.7458555,-16.4772869,0.5714286,t17_f5_c3,0.4775299,19.3805,0.2773,341120247.0,True,False,False,correction_1.0.6,0.0,,,,
22,ztf,59517.1264698999,1763126464715015009,2,1763126464715,20.193758,1,1763,1.3744881,20.286394,20.1068,0.20717958,0.3534,330.7459353,-16.4773164,0.7285714,t17_f5_c3,0.97491425,19.9376,0.3879,341120247.0,True,True,True,correction_1.0.6,0.0,19.332903,0.07913447,0.0860896,
