,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59152.3874884001,1398387485815015002,2,1398387485815,19.3519,1,1398,1.43932,19.8249,19.4139,0.343276,0.3775,46.0957461,6.9786937,0.28,t17_f5_c3,19.5593,0.5544,False,False,False,bulk_1.0.0,0.0,1402399595815015004,,,,,
1,ztf,59156.3995949002,1402399595815015004,1,1402399595815,19.360603,1,1402,1.3438369,19.64496,19.581,0.20584007,0.4073,46.0958672,6.9787825,0.5642857,t17_f5_c3,19.8341,0.6604,False,True,False,bulk_1.0.0,0.0,1415284435815015017,19.594429,0.19609834,0.19647951,0.9991549,453120158.0
2,ztf,59156.43758099992,1402437585815015003,2,1402437585815,19.1966,1,1402,1.86663,19.2812,19.5231,0.221451,0.4269,46.0958409,6.9788114,0.61,t17_f5_c3,19.6308,0.606,False,False,False,bulk_1.0.0,0.0,1415284435815015017,,,,,
3,ztf,59158.2802893999,1404280285815015009,1,1404280285815,19.825851,1,1404,1.464612,19.496447,19.7634,0.16884297,0.333,46.0958345,6.9787998,0.81714284,t17_f5_c3,19.8442,0.4607,False,False,True,bulk_1.0.0,0.0,1415284435815015017,,,,0.9998354,453120158.0
4,ztf,59158.351111100055,1404351115815015005,2,1404351115815,19.649954,1,1404,1.8199595,19.56187,19.9454,0.16916622,0.4201,46.0958296,6.9787994,0.7828571,t17_f5_c3,19.5788,0.385,False,False,False,bulk_1.0.0,0.0,1415284435815015017,,,,0.9999682,453120258.0
5,ztf,59165.298692100216,1411298695815015016,1,1411298695815,20.804653,1,1411,1.425688,19.706757,19.5187,0.11715438,0.1254,46.0958469,6.9788054,0.8214286,t17_f5_c3,19.5207,0.1602,False,False,True,bulk_1.0.0,0.0,1415284435815015017,,,,0.9999925,453120158.0
6,ztf,59165.32093749987,1411320935815015022,2,1411320935815,20.61454,1,1411,1.7723125,19.451326,19.6225,0.10863599,0.1667,46.0958375,6.978784,0.8971428,t17_f5_c3,19.7504,0.2392,False,False,False,bulk_1.0.0,0.0,1415284435815015017,,,,1.0,453120258.0
7,ztf,59167.34421300003,1413344215815015013,2,1413344215815,20.225777,1,1413,1.7892902,19.621134,19.6181,0.14968368,0.1996,46.0958525,6.9787864,0.87714285,t17_f5_c3,19.4547,0.2199,False,False,False,bulk_1.0.0,0.0,1415284435815015017,,,,0.9998187,453120258.0
8,ztf,59169.28443290014,1415284435815015017,2,1415284435815,20.36349,1,1415,1.714723,19.727634,19.7438,0.1580665,0.2134,46.0958454,6.9787681,0.7442857,t17_f5_c3,19.8424,0.2988,False,False,False,bulk_1.0.0,0.0,1419295645815025010,,,,0.9999505,453120258.0
9,ztf,59169.318993099965,1415318995815015016,1,1415318995815,20.552696,1,1415,1.537999,20.039774,19.9621,0.16927753,0.2062,46.0958114,6.9787409,0.79142857,t17_f5_c3,19.9994,0.273,False,False,True,bulk_1.0.0,0.0,1419295645815025010,,,,0.9999934,453120158.0
10,ztf,59173.246088000014,1419246085815025015,2,1419246085815,20.457514,1,1419,1.7949477,19.978209,20.3111,0.18847495,0.3384,46.0958205,6.9787932,0.7214286,t17_f5_c3,20.3704,0.4578,False,False,False,bulk_1.0.0,0.0,1419295645815025010,,,,0.99997884,453120258.0
11,ztf,59173.295648099855,1419295645815025010,1,1419295645815,20.699333,1,1419,1.4753109,20.176823,20.0921,0.19831526,0.2227,46.095837,6.9788336,0.7842857,t17_f5_c3,20.1652,0.3045,True,False,True,bulk_1.0.0,0.0,0,,,,0.99983025,453120158.0
