,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59390.36310190009,1636363104415015010,2,1636363104415,20.065735,1,1636,4.4610004,16.716925,16.7067,0.04048204,0.0197,292.414172,41.7846908,0.8914286,t17_f5_c3,0.9999567,16.7087,0.0247,728120244,True,False,False,correction_0.0.1,0.0
1,ztf,59390.426840300206,1636426844415015006,1,1636426844415,19.751871,1,1636,4.5436716,16.545448,16.5532,0.048005804,0.0221,292.4141827,41.7846892,0.9085714,t17_f5_c3,0.99998504,16.5409,0.0275,728120144,True,False,False,correction_0.0.1,0.0
2,ztf,59392.30046299985,1638300464415015016,1,1638300464415,19.680952,1,1638,4.5670447,16.858145,16.868,0.041207857,0.0254,292.4141697,41.784677,0.78571427,t17_f5_c3,0.9999993,16.8381,0.0312,728120144,True,False,False,correction_0.0.1,0.0
3,ztf,59394.367361099925,1640367364415015019,1,1640367364415,20.249437,1,1640,4.5398383,17.124083,17.116,0.054776713,0.0239,292.4141674,41.7846856,0.8528572,t17_f5_c3,0.99996036,17.0797,0.0288,728120144,True,False,False,correction_0.0.1,0.0
4,ztf,59394.43521990022,1640435214415015016,2,1640435214415,20.366297,1,1640,4.4676523,17.375687,17.4348,0.059511416,0.0296,292.414168,41.784687,0.91571426,t17_f5_c3,0.9997562,17.4697,0.0381,728120244,True,False,False,correction_0.0.1,0.0
5,ztf,59397.303090299945,1643303094415015030,1,1643303094415,20.8459,1,1643,4.5370607,17.435423,17.4582,0.052619196,0.0199,292.4141684,41.7846811,0.9042857,t17_f5_c3,0.99992824,17.4492,0.0238,728120144,True,False,False,correction_0.0.1,0.0
6,ztf,59397.3625115999,1643362514415015048,2,1643362514415,20.808971,1,1643,4.456836,17.613926,17.6541,0.046345606,0.025,292.4141709,41.7846921,0.92714286,t17_f5_c3,0.9999293,17.666,0.0309,728120244,True,False,False,correction_0.0.1,0.0
7,ztf,59400.34212959977,1646342124415015029,2,1646342124415,20.894672,1,1646,4.465813,17.96748,17.983,0.05705592,0.0308,292.414164,41.7846845,0.9185714,t17_f5_c3,0.99988186,17.98,0.0376,728120244,True,False,False,correction_0.0.1,0.0
8,ztf,59400.36252309987,1646362524415015016,1,1646362524415,20.637253,1,1646,4.5514135,17.797573,17.8277,0.044564035,0.029,292.4141715,41.7846806,0.91571426,t17_f5_c3,0.9999999,17.8107,0.0354,728120144,True,False,False,correction_0.0.1,0.0
9,ztf,59402.32028939994,1648320284415015041,1,1648320284415,20.859892,1,1648,4.591582,17.931236,17.8978,0.054703735,0.0275,292.4141644,41.7846663,0.9028571,t17_f5_c3,0.999998,17.8668,0.0329,728120144,True,False,False,correction_0.0.1,0.0
10,ztf,59402.38685189979,1648386854415015023,2,1648386854415,20.61668,1,1648,4.461057,18.08282,18.1262,0.051339526,0.0405,292.4141537,41.7846824,0.9242857,t17_f5_c3,0.99999875,18.1129,0.0501,728120244,True,False,False,correction_0.0.1,0.0
11,ztf,59404.30866899993,1650308664415015029,2,1650308664415,20.62765,1,1650,4.459098,18.220058,18.2429,0.065496005,0.0453,292.414162,41.7846879,0.9014286,t17_f5_c3,0.9999968,18.2706,0.058,728120244,True,False,False,correction_0.0.1,0.0
12,ztf,59404.357164400164,1650357164415015027,1,1650357164415,20.887453,1,1650,4.50626,17.991089,18.0301,0.066030584,0.0318,292.4141564,41.7846896,0.9242857,t17_f5_c3,0.99999976,18.0003,0.0382,728120144,True,False,False,correction_0.0.1,0.0
13,ztf,59408.32435189979,1654324354415015043,2,1654324354415,20.71502,1,1654,4.4340177,18.512821,18.5662,0.069715895,0.0603,292.4141524,41.7846909,0.93285716,t17_f5_c3,0.9980994,18.5623,0.0749,728120244,True,False,False,correction_0.0.1,0.0
14,ztf,59408.36270829989,1654362704415015029,1,1654362704415,20.815277,1,1654,4.5302,18.358084,18.417,0.08385622,0.049,292.4141617,41.7846836,0.9042857,t17_f5_c3,0.9999778,18.3695,0.0585,728120144,True,False,False,correction_0.0.1,0.0
15,ztf,59410.384189799894,1656384184415015020,2,1656384184415,20.584547,1,1656,4.4261055,18.658903,18.5356,0.07101151,0.0629,292.4141459,41.7846906,0.9242857,t17_f5_c3,0.9999993,18.5323,0.079,728120244,True,False,False,correction_0.0.1,0.0
16,ztf,59412.33310189983,1658333104415015028,1,1658333104415,20.83113,1,1658,4.5299644,18.555395,18.5443,0.06763903,0.0521,292.4141646,41.7846837,0.92714286,t17_f5_c3,0.99999976,18.5089,0.0631,728120144,True,False,False,correction_0.0.1,0.0
17,ztf,59412.38459490007,1658384594415015017,2,1658384594415,20.860622,1,1658,4.49444,18.683624,18.8974,0.07556196,0.0726,292.4141589,41.784674,0.91571426,t17_f5_c3,0.9962746,18.7911,0.0823,728120244,True,False,False,correction_0.0.1,0.0
18,ztf,59415.384455999825,1661384454415015018,2,1661384454415,20.72021,1,1661,4.42131,18.903599,18.9279,0.091369845,0.081,292.4141471,41.7846907,0.9014286,t17_f5_c3,0.98770815,18.8645,0.0964,728120244,True,False,False,correction_0.0.1,0.0
19,ztf,59415.43069439987,1661430694415015027,1,1661430694415,20.754972,1,1661,4.450234,18.871065,18.9304,0.11952142,0.077,292.4141417,41.7846987,0.9028571,t17_f5_c3,0.9999133,18.8659,0.0918,728120144,True,False,False,correction_0.0.1,0.0
