,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59251.27444439987,1497274441715015010,1,1497274441715,20.409159,1,1497,1.6143514,18.644344,18.5601,0.08221625,0.0696,116.3901151,-3.5467964,0.87,t17_f5_c3,0.99999243,18.5915,0.0885,412120117,True,False,False,correction_0.0.1,0.0,,,
1,ztf,59251.29519680003,1497295191715015005,2,1497295191715,20.349443,1,1497,2.956567,18.67417,18.5885,0.06003542,0.0884,116.3901409,-3.5468383,0.8914286,t17_f5_c3,0.9999765,18.6158,0.11,412120217,True,False,False,correction_0.0.1,0.0,,,
2,ztf,59253.23231479991,1499232311715015018,1,1499232311715,20.423676,1,1499,1.6509867,18.616802,18.7518,0.08537227,0.0925,116.390143,-3.5467981,0.91714287,t17_f5_c3,0.9999998,18.8376,0.1234,412120117,True,False,False,correction_0.0.1,0.0,,,
3,ztf,59253.276724500116,1499276721715015012,2,1499276721715,20.503122,1,1499,2.9584203,18.60276,18.6668,0.07501728,0.0884,116.3901477,-3.5468216,0.8371429,t17_f5_c3,0.9998516,18.6118,0.1013,412120217,True,False,False,correction_0.0.1,0.0,,,
4,ztf,59255.27267359989,1501272671715015016,2,1501272671715,20.51778,1,1501,3.04328,18.497255,18.5446,0.08171503,0.0771,116.3901696,-3.5468358,0.6742857,t17_f5_c3,0.99998164,18.5448,0.0927,412120217,True,False,False,correction_0.0.1,0.0,,,
5,ztf,59257.21299770009,1503212991715015019,2,1503212991715,20.529524,1,1503,3.017062,18.552885,18.5671,0.06985584,0.0773,116.3901489,-3.546854,0.81857145,t17_f5_c3,0.99998266,18.5693,0.0927,412120217,True,False,False,correction_0.0.1,0.0,,,
6,ztf,59262.19093749998,1508190931715015008,2,1508190931715,20.091352,1,1508,3.0271704,18.911182,18.854,0.11948569,0.1322,116.3901508,-3.54686,0.82285714,t17_f5_c3,0.99993193,18.897,0.1693,412120217,True,False,False,correction_0.0.1,0.0,,,
7,ztf,59262.273263900075,1508273261715015009,1,1508273261715,20.22646,1,1508,1.3736724,19.33633,19.5304,0.13905588,0.1754,116.3900769,-3.546853,0.79142857,t17_f5_c3,0.9998207,19.6483,0.2434,412120117,True,True,True,correction_0.0.1,0.0,18.57051,0.015979337,0.0686849
8,ztf,59264.189652800094,1510189651715015008,2,1510189651715,20.17951,1,1510,3.0358799,18.990955,18.9793,0.098179705,0.137,116.3901604,-3.5468499,0.87142855,t17_f5_c3,0.99999976,18.9621,0.1661,412120217,True,False,False,correction_0.0.1,0.0,,,
9,ztf,59264.23325229995,1510233251715015009,1,1510233251715,20.115398,1,1510,1.6624416,19.284468,19.1369,0.14060152,0.1459,116.3901956,-3.546835,0.7185714,t17_f5_c3,0.9999405,19.2563,0.2046,412120117,True,False,False,correction_0.0.1,0.0,,,
10,ztf,59268.231354199816,1514231351715015008,2,1514231351715,19.90859,1,1514,3.0352035,19.11697,18.734,0.11917034,0.1445,116.3902229,-3.5468899,0.5157143,t17_f5_c3,0.9997159,18.685,0.173,412120217,True,False,False,correction_0.0.1,0.0,,,
11,ztf,59280.152013900224,1526152011715015012,2,1526152011715,20.517046,1,1526,2.9366941,20.120111,20.6197,0.19441274,0.5296,116.3901637,-3.5467798,0.6357143,t17_f5_c3,0.99995637,20.4865,0.5677,412120217,True,False,False,correction_0.0.1,0.0,,,
