,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,59461.254247699864,1707254242715015022,1,1707254242715,20.502789,1,1707,1.4328787,19.966595,19.7987,0.16965869,0.2066,329.5515024,-11.4727856,0.8842857,t17_f5_c3,0.9999893,19.8757,0.2817,391120127,True,False,False,correction_1.0.6,0.0,,,
1,ztf,59461.31037040008,1707310372715015030,2,1707310372715,20.510504,1,1707,0.8785148,20.104584,20.0357,0.16071351,0.2905,329.5515568,-11.4728901,0.83428574,t17_f5_c3,0.9999922,20.3537,0.4946,391120227,True,True,False,correction_1.0.6,0.0,18.815075,100.0,0.04900594
2,ztf,59463.23626160016,1709236262715015022,1,1709236262715,20.51788,1,1709,1.2941078,19.31984,19.3055,0.111062035,0.1357,329.5515428,-11.4728056,0.95,t17_f5_c3,0.9999999,19.229,0.1605,391120127,True,True,True,correction_1.0.6,0.0,18.724077,0.055796456,0.06415947
3,ztf,59463.2736343001,1709273632715015030,2,1709273632715,20.277212,1,1709,0.8738137,19.388481,19.1537,0.11019176,0.1428,329.5515531,-11.4728529,0.92714286,t17_f5_c3,0.99999833,19.152,0.1809,391120227,True,True,False,correction_1.0.6,0.0,18.543001,0.023275934,0.0505775
4,ztf,59465.337858799845,1711337852715015028,2,1711337852715,20.165678,1,1711,0.9291727,18.968992,19.0356,0.09373681,0.1435,329.5515347,-11.4728401,0.95428574,t17_f5_c3,0.99999976,19.0588,0.1864,391120227,True,True,False,correction_1.0.6,0.0,18.330248,0.036695212,0.05204897
5,ztf,59468.318946800195,1714318942715015019,2,1714318942715,20.42097,1,1714,0.975913,18.850655,18.7697,0.09471458,0.0991,329.5515238,-11.4728588,0.95714283,t17_f5_c3,0.999949,18.7526,0.1235,391120227,True,True,False,correction_1.0.6,0.0,18.262953,0.042835597,0.055123415
6,ztf,59470.25321759982,1716253212715015031,2,1716253212715,20.480095,1,1716,0.86859727,18.746723,18.8786,0.06961874,0.1056,329.5515591,-11.4728159,0.93142855,t17_f5_c3,0.99999976,18.9222,0.139,391120227,True,True,False,correction_1.0.6,0.0,18.201262,0.026459944,0.04212516
7,ztf,59470.36290509999,1716362902715015018,1,1716362902715,20.155485,1,1716,1.1959723,18.60104,18.5714,0.069252044,0.0882,329.5515663,-11.4728193,0.95428574,t17_f5_c3,1.0,18.6177,0.1167,391120127,True,True,True,correction_1.0.6,0.0,18.253654,0.045905374,0.050289605
8,ztf,59473.270868100226,1719270862715015022,2,1719270862715,19.895432,1,1719,0.8327351,18.6125,18.6336,0.07005877,0.1394,329.5515643,-11.4728442,0.93857145,t17_f5_c3,0.9999987,18.9151,0.2309,391120227,True,True,False,correction_1.0.6,0.0,18.11808,0.03244115,0.044431925
9,ztf,59473.360405100044,1719360402715015011,1,1719360402715,19.904306,1,1719,1.219625,18.544952,18.7392,0.09917169,0.1228,329.5515622,-11.4727976,0.9557143,t17_f5_c3,0.9999994,18.8009,0.1656,391120127,True,True,True,correction_1.0.6,0.0,18.212639,0.070294864,0.07302341
10,ztf,59477.29685189994,1723296852715015015,1,1723296852715,18.995113,1,1723,1.32484,18.54356,18.3302,0.109757304,0.2024,329.5515289,-11.4728229,0.94714284,t17_f5_c3,0.99964833,18.1412,0.2184,391120127,True,True,True,correction_1.0.6,0.0,18.211613,0.07839416,0.08084527
11,ztf,59479.17212959984,1725172122715015005,1,1725172122715,19.110708,1,1725,1.1968397,18.967958,19.0076,0.13715637,0.336,329.5515696,-11.4727943,0.95,t17_f5_c3,0.9999831,19.0855,0.4633,391120127,True,True,True,correction_1.0.6,0.0,18.507175,0.08589186,0.08972277
