,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid
0,ztf,59550.45620370004,1796456205515015004,1,1796456205515,20.7259,1,1796,6.62974,20.8174,20.5165,0.3447,0.3252,153.6267778,21.7825913,0.37,t17_f5_c3,20.1632,0.3025,False,False,False,correction_1.0.6,0.0,1.796519145515015e+18,,
1,ztf,59550.5191434999,1796519145515015000,2,1796519145515,20.679815,1,1796,6.25091,20.697887,20.7647,0.20431122,0.4736,153.626686,21.7827771,0.45714286,t17_f5_c3,20.4347,0.4501,True,False,False,correction_1.0.6,0.0,,0.9997874,571120255.0
