,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion
0,ztf,58279.185636600014,525185632415010071,2,525185632415,20.503428,-1,525,0.110734746,19.638744,17.435017,19.7409,0.121257156,100.0,0.015930008,0.2045,164.4487819,32.7851135,0.76666665,0.0,19.8076,0.2727,669120224.0,True,True,False,bulk_1.0.0,0.0,0.0,
1,ztf,58423.49702550005,669497022415015031,1,669497022415,19.6512,1,669,0.525336,19.2553,17.282457,19.2441,0.239517,0.036224935,0.03892237,0.1973,164.4486432,32.7851181,0.58,,19.0205,0.2041,,False,True,False,bulk_1.0.0,0.0,6.78473072415015e+17,t12_f5_c3
2,ztf,58432.47307869978,678473072415015033,1,678473072415,20.364777,1,678,0.6082679,19.919447,17.36635,20.286,0.19283803,0.01003174,0.018363422,0.3274,164.4487744,32.7849685,0.6666667,0.0,20.4904,0.4942,669120124.0,False,True,False,bulk_1.0.0,0.0,7.07496352415015e+17,t8_f5_c3
3,ztf,58461.496354199946,707496352415015033,1,707496352415,20.118689,1,707,0.24968937,19.54932,17.325142,19.6604,0.20067252,0.021213988,0.02587121,0.2451,164.4487635,32.7850821,0.5933333,0.0,19.6571,0.3076,669120124.0,False,True,False,bulk_1.0.0,0.0,7.32524562415015e+17,t8_f5_c3
4,ztf,58471.53924770001,717539242415015052,2,717539242415,20.6596,1,717,0.329384,19.8979,17.205978,19.4903,0.156395,100.0,0.013105532,0.151,164.4488106,32.7850329,0.643333,,19.5541,0.1984,,False,True,False,bulk_1.0.0,0.0,7.32524562415015e+17,t12_f5_c3
5,ztf,58486.52456020005,732524562415015028,1,732524562415,20.799774,1,732,0.3571133,19.76343,17.350489,19.9562,0.17239091,0.010913858,0.018678317,0.1879,164.448847,32.7850414,0.74333334,0.0,19.9699,0.2343,669120124.0,True,True,False,bulk_1.0.0,0.0,0.0,t8_f5_c3
6,ztf,58597.242337999865,843242334915015018,2,843242334915,20.447016,1,843,0.39803162,19.546017,17.153038,19.6475,0.13975836,0.0059391786,0.015423614,0.1974,164.4489432,32.7851218,0.80142856,0.0,19.833,0.291,1666120249.0,False,True,False,bulk_1.0.0,0.0,8.43347022415015e+17,t15_f5_c3
7,ztf,58597.25638889987,843256382415015018,1,843256382415,20.61537,1,843,0.51337427,19.822495,17.356735,19.7957,0.19024591,0.012372238,0.019634118,0.1836,164.4488214,32.7849914,0.80142856,0.0,19.803,0.229,669120124.0,False,True,False,bulk_1.0.0,0.0,8.43347022415015e+17,t15_f5_c3
8,ztf,58597.347025500145,843347022415015007,2,843347022415,20.112309,1,843,0.4108142,19.65731,17.183641,19.87,0.17470741,100.0,0.017899616,0.3202,164.4489425,32.7851675,0.7871429,0.0,19.6736,0.3379,669120224.0,True,True,False,bulk_1.0.0,0.0,0.0,t15_f5_c3
9,ztf,58765.505995399784,1011505992415015014,1,1011505992415,20.019949,1,1011,0.29833597,18.571615,17.137796,18.5794,0.12708846,0.031558342,0.03392957,0.0944,164.4487451,32.7850792,0.9342857,0.9999927,18.6717,0.1286,669120124.0,False,True,False,bulk_1.0.0,0.0,1.022513882415015e+18,t17_f5_c3
