,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid
0,ztf,59509.34614579985,1755346142715015010,2,1755346142715,19.962566,1,1755,1.9501888,19.444283,19.3131,0.13637313,0.2356,80.5753648,17.5221565,0.82714283,t17_f5_c3,0.99998957,19.3709,0.3151,561120227.0,True,False,False,correction_1.0.6,0.0,,,,
1,ztf,59509.415057899896,1755415052715015008,1,1755415052715,19.8491,1,1755,0.679713,19.8942,20.6086,0.263379,0.8174,80.5754375,17.5221162,0.552857,t17_f5_c3,,20.1353,0.6775,,False,True,False,correction_1.0.6,0.0,18.992512,0.102950394,0.11479045,1.763441302715015e+18
2,ztf,59517.44130790001,1763441302715015027,1,1763441302715,20.80412,1,1763,0.91050977,18.986258,18.9843,0.056357425,0.0766,80.5753447,17.522135,0.94,t17_f5_c3,0.9999968,18.9368,0.0912,561120127.0,True,True,False,correction_1.0.6,0.0,18.502804,0.01604974,0.036105204,
3,ztf,59521.32346059987,1767323462715015022,1,1767323462715,20.739498,1,1767,0.97274697,18.899855,18.8641,0.05776903,0.071,80.5753276,17.522144,0.93285716,t17_f5_c3,1.0,18.8657,0.0884,561120127.0,True,True,False,correction_1.0.6,0.0,18.446665,0.02247231,0.03805566,
4,ztf,59521.44581020018,1767445812715015009,2,1767445812715,20.278181,1,1767,2.065174,18.140875,18.2237,0.036452115,0.0608,80.5753234,17.5221497,0.9142857,t17_f5_c3,0.9996519,18.2091,0.0746,561120227.0,True,False,False,correction_1.0.6,0.0,,,,
5,ztf,59523.369004600216,1769369002715015012,1,1769369002715,20.769136,1,1769,0.91287744,18.978125,19.0695,0.04600358,0.0831,80.5753425,17.522133,0.93285716,t17_f5_c3,0.9999998,19.0358,0.1003,561120127.0,True,True,False,correction_1.0.6,0.0,18.497587,100.0,0.029551296,
6,ztf,59523.493217600044,1769493212715015035,2,1769493212715,20.509373,1,1769,2.0480413,18.137726,18.1511,0.03571461,0.0503,80.5753379,17.5221431,0.89,t17_f5_c3,0.9999577,18.1613,0.0623,561120227.0,True,False,False,correction_1.0.6,0.0,,,,
7,ztf,59525.34166669985,1771341662715015014,1,1771341662715,20.464363,1,1771,0.888482,19.017656,19.0702,0.049824215,0.0989,80.5753248,17.5221066,0.9357143,t17_f5_c3,1.0,19.0434,0.1214,561120127.0,True,True,False,correction_1.0.6,0.0,18.522816,100.0,0.031586673,
8,ztf,59525.37319440022,1771373192715015021,2,1771373192715,20.525751,1,1771,2.0710123,18.213715,18.2822,0.03377065,0.0559,80.5753478,17.5221242,0.9128571,t17_f5_c3,0.99997854,18.2985,0.0698,561120227.0,True,False,False,correction_1.0.6,0.0,,,,
9,ztf,59527.32265050011,1773322652715015031,1,1773322652715,18.7874,1,1773,0.9394,19.0495,19.0078,0.221405,0.474,80.575347,17.5221456,0.702857,t17_f5_c3,,19.0432,0.6282,,False,True,False,correction_1.0.6,0.0,18.542894,0.13473341,0.13884974,1.776360832715015e+18
10,ztf,59530.36083329981,1776360832715015015,2,1776360832715,20.121302,1,1776,2.067536,18.521963,18.5339,0.041319475,0.0886,80.5753467,17.5221264,0.8914286,t17_f5_c3,1.0,18.5361,0.1113,561120227.0,True,False,False,correction_1.0.6,0.0,,,,
11,ztf,59530.40271990001,1776402712715015013,1,1776402712715,19.93204,1,1776,1.3274815,19.251787,19.1415,0.1258752,0.1226,80.5752516,17.5222113,0.47428572,t17_f5_c3,0.9999275,18.9287,0.1281,561120127.0,True,True,False,correction_1.0.6,0.0,18.665283,0.06299009,0.07333963,
12,ztf,59532.404675900005,1778404672715015015,1,1778404672715,20.317808,1,1778,0.8375937,19.381567,19.5672,0.092527494,0.1801,80.5753802,17.5221327,0.9028571,t17_f5_c3,0.9999989,19.5221,0.2193,561120127.0,True,True,False,correction_1.0.6,0.0,18.739,0.0317012,0.05119697,
13,ztf,59532.42263890011,1778422632715015022,2,1778422632715,20.325954,1,1778,2.050686,18.713354,18.8641,0.054454766,0.1068,80.5753213,17.5221567,0.9014286,t17_f5_c3,0.9999956,18.91,0.139,561120227.0,True,False,False,correction_1.0.6,0.0,,,,
