,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
0,ztf,58508.1927894,754192786315015009,1,754192786315,20.461582,1,754,2.2116005,18.03047,18.0934,0.06274833,0.0526,118.5719012,14.2729405,0.70428574,t15_f5_c3,0.0,18.1125,0.0645,516120163.0,False,False,False,bulk_1.0.0,0.0,772226896315015030,,,
1,ztf,58508.24077549996,754240776315015035,2,754240776315,20.218481,1,754,1.3762296,17.921848,18.0155,0.05433863,0.0623,118.5719373,14.2729541,0.60571426,t15_f5_c3,0.0,18.0253,0.0764,516120263.0,False,True,False,bulk_1.0.0,0.0,772226896315015030,16.948679,100.0,0.02217385
2,ztf,58508.28812499996,754288126315015018,2,754288126315,19.98275,1,754,1.4454373,17.925943,17.8935,0.06578903,0.0604,118.5719492,14.2729268,0.55142856,t15_f5_c3,0.0,17.8233,0.0694,516120263.0,False,False,True,bulk_1.0.0,0.0,772226896315015030,,,
3,ztf,58510.28829859989,756288296315015025,2,756288296315,19.457144,1,756,1.4385391,17.724941,17.5925,0.06357191,0.0594,118.5719188,14.2729465,0.39857143,t15_f5_c3,0.0,17.5396,0.07,516120263.0,False,False,True,bulk_1.0.0,0.0,772226896315015030,,,
4,ztf,58511.17159719998,757171596315015006,1,757171596315,19.9752,1,757,2.0627036,17.974112,17.9546,0.0756116,0.0508,118.571943,14.2729166,0.39714286,t15_f5_c3,0.0,17.9512,0.0616,516120163.0,False,False,False,bulk_1.0.0,0.0,772226896315015030,,,
5,ztf,58523.227534700185,769227536315015023,2,769227536315,19.924057,1,769,1.5567626,17.922361,17.8241,0.06273452,0.0551,118.5719186,14.272906,0.37857142,t15_f5_c3,0.0,17.7744,0.0635,516120263.0,False,False,True,bulk_1.0.0,0.0,787288036315015012,,,
6,ztf,58523.2358448999,769235846315015020,1,769235846315,20.756893,1,769,2.289176,18.653254,18.7005,0.115672424,0.0788,118.5719266,14.2729858,0.5057143,t15_f5_c3,0.0,18.6661,0.0913,516120163.0,False,False,False,bulk_1.0.0,0.0,787288036315015012,,,
7,ztf,58526.22689810023,772226896315015030,2,772226896315,20.150707,1,772,1.4034295,18.07261,18.4384,0.065324225,0.0914,118.5719511,14.2729402,0.46285716,t15_f5_c3,0.0,18.629,0.1319,516120263.0,False,False,True,bulk_1.0.0,0.0,787288036315015012,,,
8,ztf,58541.288032399956,787288036315015012,2,787288036315,18.950962,1,787,1.2888794,18.604172,18.3649,0.17942761,0.2423,118.571944,14.2729766,0.5285714,t15_f5_c3,0.0,18.3189,0.2933,516120263.0,False,True,False,bulk_1.0.0,0.0,802190286315025031,17.177998,100.0,0.048241355
9,ztf,58547.19128469983,793191286315015047,2,793191286315,20.57456,1,793,1.3650862,18.9258,18.9731,0.085253,0.1292,118.5719595,14.2729476,0.47857141,t15_f5_c3,0.0,18.8936,0.1437,516120263.0,False,True,False,bulk_1.0.0,0.0,802190286315025031,17.255545,100.0,0.018306576
10,ztf,58547.20804399997,793208041915015030,2,793208041915,20.567196,1,793,1.0608367,18.950006,19.2997,0.1092787,0.1734,118.5719314,14.2729447,0.39571428,t15_f5_c3,0.0,19.2326,0.1957,1561120219.0,True,True,False,bulk_1.0.0,0.0,0,17.135798,100.0,0.020551901
11,ztf,58547.20804399997,793208041915025030,2,793208041915,20.5672,1,793,1.06084,18.95,19.2997,0.109279,0.1734,118.5719314,14.2729447,0.395714,t15_f5_c3,,19.2326,0.1957,,False,True,False,bulk_1.0.0,0.0,802190286315025031,17.135798,100.0,0.020552047
12,ztf,58556.19028940005,802190286315025031,2,802190286315,19.926872,1,802,1.4922581,19.01009,19.0126,0.122584514,0.1647,118.571979,14.2729009,0.5257143,t15_f5_c3,0.0,18.9968,0.1999,516120263.0,False,False,True,bulk_1.0.0,0.0,830156926315015012,,,
13,ztf,58567.17101849988,813171016315015011,1,813171016315,20.7187,1,813,2.13796,20.5409,20.3009,0.224716,0.3595,118.5718853,14.272896,0.622857,t15_f5_c3,,20.1039,0.3611,,False,False,False,bulk_1.0.0,0.0,830156926315015012,,,
14,ztf,58568.12534719985,814125341915015006,2,814125341915,20.152695,1,814,1.3564928,19.548851,20.0949,0.15989847,0.446,118.5719688,14.2728651,0.50142854,t15_f5_c3,0.0,19.9412,0.4752,1561120219.0,False,True,False,bulk_1.0.0,0.0,830156926315015012,17.226011,100.0,0.018823843
15,ztf,58581.15339120012,827153396315015005,2,827153396315,19.3025,1,827,0.862441,19.4521,18.9108,0.281376,0.3134,118.571964,14.2731102,0.422857,t15_f5_c3,,18.7774,0.3495,,False,True,False,bulk_1.0.0,0.0,830156926315015012,17.349014,100.0,0.04055576
16,ztf,58584.156921300106,830156926315015012,2,830156926315,19.941942,1,830,1.3366195,19.567116,19.2422,0.20262787,0.2144,118.5718823,14.2730012,0.38714287,t15_f5_c3,0.0,19.1999,0.2546,516120263.0,False,True,False,bulk_1.0.0,0.0,854166706315015005,17.364859,100.0,0.026656097
17,ztf,58608.16670140019,854166706315015005,2,854166706315,20.107185,1,854,1.3759477,19.842243,19.5594,0.20802152,0.2769,118.5719553,14.2729463,0.6528571,t15_f5_c3,0.0,19.4346,0.3036,516120263.0,True,True,False,bulk_1.0.0,0.0,0,17.397312,100.0,0.021884441
