,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid
0,ztf,59630.40111109987,1876401115115015005,1,1876401115115,19.8416,1,1876,2.1449,19.9186,19.6737,0.261283,0.3539,191.9391902,28.6512594,0.511429,t17_f5_c3,19.8113,0.5156,False,False,False,correction_1.0.6,0.0,1.885312886215015e+18,,,,,
1,ztf,59630.40254630009,1876402546215015003,1,1876402546215,19.8478,1,1876,1.3707,20.1687,19.8185,0.262816,0.3834,191.9392312,28.6513021,0.477143,t17_f5_c3,19.6514,0.4222,False,True,True,correction_1.0.6,0.0,1.885312886215015e+18,20.053574,0.2353738,0.23637484,,
2,ztf,59637.37134259986,1883371346215015005,1,1883371346215,20.1925,1,1883,1.66483,19.8588,19.9795,0.219753,0.2171,191.9392321,28.6511808,0.488571,t17_f5_c3,20.4409,0.424,False,False,False,correction_1.0.6,0.0,1.885312886215015e+18,,,,,
3,ztf,59637.37181709986,1883371815115015008,1,1883371815115,20.1809,1,1883,2.38511,19.9648,20.2427,0.268783,0.2768,191.9390588,28.651325,0.465714,t17_f5_c3,20.2835,0.3683,False,False,False,correction_1.0.6,0.0,1.885312886215015e+18,,,,,
4,ztf,59637.41549770022,1883415496215015004,2,1883415496215,20.1724,1,1883,0.494762,20.0353,20.1862,0.21882,0.3381,191.9393022,28.6512671,0.8,t17_f5_c3,20.3076,0.4846,False,True,False,correction_1.0.6,0.0,1.885312886215015e+18,19.956173,0.20218508,0.20344003,,
5,ztf,59637.41693289997,1883416935115015004,2,1883416935115,20.1794,1,1883,1.21585,19.9583,19.4754,0.169143,0.1924,191.9392091,28.6511923,0.19,t17_f5_c3,19.3895,0.2277,False,True,False,correction_1.0.6,0.0,1.885312886215015e+18,19.894527,0.1583931,0.15949439,,
6,ztf,59639.29690970015,1885296905115015005,2,1885296905115,19.8175,1,1885,1.15971,19.9889,19.7928,0.256399,0.2622,191.9392078,28.6512087,0.198571,t17_f5_c3,19.7889,0.3353,False,True,False,correction_1.0.6,0.0,1.885312886215015e+18,19.923359,0.24061342,0.24137935,,
7,ztf,59639.3128819,1885312886215015002,2,1885312886215,20.091105,1,1885,0.5247823,19.830492,19.5882,0.19180046,0.1935,191.9393466,28.6512504,0.32857144,t17_f5_c3,19.4325,0.2147,True,True,False,correction_1.0.6,0.0,,19.764565,0.17950709,0.18050055,0.98777926,626120262.0
8,ztf,59639.32848379994,1885328485115015009,1,1885328485115,20.09017,1,1885,2.203135,19.97722,19.8141,0.19747935,0.2008,191.9392195,28.6511998,0.39571428,t17_f5_c3,19.9657,0.2955,True,False,False,correction_1.0.6,0.0,,,,,0.99376905,625120151.0
9,ztf,59639.344432900194,1885344436215015003,1,1885344436215,20.1646,1,1885,2.06647,19.9269,19.8923,0.231542,0.1941,191.9390721,28.6511639,0.445714,t17_f5_c3,19.9502,0.2617,False,False,False,correction_1.0.6,0.0,1.887319935115015e+18,,,,,
10,ztf,59641.3199306,1887319935115015009,2,1887319935115,20.56514,1,1887,1.2112042,19.966105,19.7254,0.17181212,0.1823,191.9391084,28.6512235,0.6528571,t17_f5_c3,20.0087,0.3027,True,True,False,correction_1.0.6,0.0,,19.901886,0.16084523,0.16194458,0.99985623,625120251.0
11,ztf,59641.35163189983,1887351636215015008,1,1887351636215,20.718822,1,1887,1.4988579,20.089413,20.0511,0.16641091,0.2038,191.9392328,28.651246,0.81857145,t17_f5_c3,20.0902,0.2701,True,False,False,correction_1.0.6,0.0,,,,,0.9997126,626120162.0
12,ztf,59641.36163190007,1887361636215015007,2,1887361636215,20.632792,1,1887,0.6864512,20.087431,20.4613,0.16838378,0.3532,191.939283,28.6513269,0.79571426,t17_f5_c3,20.5151,0.476,True,True,False,correction_1.0.6,0.0,,20.004557,0.15421559,0.1560094,0.997174,626120262.0
