,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion
0,ztf,58275.41062500002,521410625215015007,2,521410625215,20.430721,1,521,0.25624907,18.16355,17.108644,18.1513,0.033420507,0.010216041,0.012648856,0.0492,293.1358766,58.1641356,0.88,0.0,18.1381,0.0604,799120252.0,False,True,False,bulk_1.0.0,0.0,5.3341106521501e+17,
1,ztf,58281.40795140015,527407955215010005,1,527407955215,20.865765,-1,527,0.084326714,19.087366,18.138725,19.0911,0.053651948,100.0,0.022393858,0.0799,293.1358542,58.1642061,0.8666667,0.0,19.0818,0.099,799120152.0,False,True,False,bulk_1.0.0,0.0,5.4540811521501504e+17,
2,ztf,58281.45712959999,527457125215010003,2,527457125215,20.645369,-1,527,0.046571504,19.535765,17.83001,19.9526,0.09758026,0.014184163,0.020279637,0.2128,293.1358862,58.1642024,0.74,0.0,19.9589,0.269,799120252.0,False,True,False,bulk_1.0.0,0.0,5.4540811521501504e+17,
3,ztf,58284.346805599984,530346805215015004,2,530346805215,20.311567,1,530,0.18275861,18.156479,17.105963,18.1872,0.034922846,0.010989417,0.013270995,0.0536,293.1359196,58.1641541,0.88,0.0,18.157,0.0648,799120252.0,False,True,False,bulk_1.0.0,0.0,5.4540811521501504e+17,
4,ztf,58284.389374999795,530389375215015010,1,530389375215,20.62693,1,530,0.1936306,18.649162,17.363419,18.6915,0.046221178,100.0,0.014143075,0.0708,293.1359514,58.1641588,0.84,0.0,18.6766,0.0864,799120152.0,False,True,False,bulk_1.0.0,0.0,5.4540811521501504e+17,
5,ztf,58287.411064799875,533411065215010006,1,533411065215,20.700542,-1,533,0.38115555,19.207779,18.092165,19.265,0.061698247,100.0,0.022081431,0.0899,293.1359585,58.1641044,0.8466667,0.0,19.2925,0.1151,799120152.0,False,True,False,bulk_1.0.0,0.0,5.4540811521501504e+17,
6,ztf,58290.39043979999,536390435215010004,2,536390435215,20.703642,-1,536,0.23192382,19.898386,17.767761,20.3235,0.18000741,0.02127297,0.02529533,0.2871,293.1359973,58.1641683,0.6933333,0.0,20.3387,0.3648,799120252.0,False,True,False,bulk_1.0.0,0.0,5.4540811521501504e+17,
7,ztf,58290.41634259978,536416345215015022,1,536416345215,20.887068,1,536,0.28063396,18.803024,17.408228,18.8755,0.093581244,0.017807445,0.02589823,0.0656,293.1359299,58.1641292,0.8233333,0.0,18.9739,0.0878,799120152.0,False,True,False,bulk_1.0.0,0.0,5.4540811521501504e+17,
8,ztf,58293.326273099985,539326275215015006,2,539326275215,20.23904,1,539,0.13669297,18.83912,17.317944,18.758,0.109062396,0.025298068,0.026866065,0.1057,293.1359774,58.1641966,0.82,0.0,18.8422,0.1443,799120252.0,False,True,False,bulk_1.0.0,0.0,5.4540811521501504e+17,
9,ztf,58293.42924770014,539429245215010017,1,539429245215,20.7446,-1,539,0.295938,20.3723,17.862604,20.4031,0.238724,100.0,0.023660181,0.2819,293.1357812,58.1642598,0.62,,20.5836,0.4172,,False,True,False,bulk_1.0.0,0.0,5.4540811521501504e+17,
