,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59414.388136600144,1660388131915015029,1,1660388131915,20.682964,1,1660,6.854099,18.814686,18.6677,0.08118236,0.0595,273.7849843,53.2056687,0.94142854,t17_f5_c3,0.99999547,18.7262,0.0795,797120119,True,False,False,correction_0.0.1,0.0
