,tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase
0,ztf,59465.402361100074,1711402362515015012,1,1711402362515,20.540804,1,1711,0.30996683,19.999887,18.249472,19.7211,0.14677422,100.0,0.02927407,0.1902,7.507735,-3.0312242,0.9357143,t17_f5_c3,0.9995216,19.8722,0.2768,397120125,True,True,False,correction_1.0.6,0.0
1,ztf,59467.37840279983,1713378402515015010,2,1713378402515,20.612099,1,1713,0.26565105,19.437313,17.496193,19.5458,0.10794518,100.0,0.018061558,0.1722,7.5077194,-3.0313436,0.95285714,t17_f5_c3,0.9981659,19.458,0.1994,397120225,True,True,False,correction_1.0.6,0.0
2,ztf,59467.424027800094,1713424022515015010,1,1713424022515,20.492525,1,1713,0.07413059,19.466625,18.120152,19.3103,0.11667202,0.012722295,0.033758048,0.1361,7.5077262,-3.0313006,0.95428574,t17_f5_c3,0.99999976,19.1544,0.1495,397120125,True,True,False,correction_1.0.6,0.0
3,ztf,59469.378645800054,1715378642515015012,2,1715378642515,20.631454,1,1715,0.30607033,19.315084,17.474758,19.4128,0.09593753,100.0,0.01761401,0.1496,7.5077391,-3.0313727,0.9128571,t17_f5_c3,0.99999547,19.4111,0.1874,397120225,True,True,False,correction_1.0.6,0.0
4,ztf,59471.424872700125,1717424872515015023,2,1717424872515,20.3409,1,1717,0.14317748,18.99703,17.408947,19.1392,0.09801567,100.0,0.022701899,0.1473,7.5077376,-3.031284,0.9557143,t17_f5_c3,0.9997985,18.9825,0.1607,397120225,True,True,False,correction_1.0.6,0.0
5,ztf,59474.277708299924,1720277702515015006,2,1720277702515,19.855597,1,1720,0.2588583,18.925957,17.392067,19.0317,0.09397277,100.0,0.022879466,0.2038,7.507704,-3.0313081,0.95714283,t17_f5_c3,0.99999344,19.4384,0.3782,397120225,True,True,False,correction_1.0.6,0.0
6,ztf,59474.36019679997,1720360192515015005,1,1720360192515,19.807753,1,1720,0.06517054,18.839535,17.898766,18.8439,0.10163236,0.0342852,0.042729177,0.1625,7.5077293,-3.0313004,0.9557143,t17_f5_c3,0.99999964,18.8377,0.2067,397120125,True,True,False,correction_1.0.6,0.0
7,ztf,59476.33766200021,1722337662515015003,2,1722337662515,19.44107,1,1722,0.46848187,18.897663,17.385109,19.0119,0.103415735,100.0,0.025678236,0.2923,7.5076629,-3.0313624,0.91571426,t17_f5_c3,0.99993694,18.9883,0.3665,397120225,True,True,False,correction_1.0.6,0.0
8,ztf,59480.3384606,1726338462515015003,1,1726338462515,19.084286,1,1726,0.15221746,18.779276,17.873022,19.0736,0.14562942,0.05809146,0.06320449,0.3745,7.5077386,-3.0312685,0.94,t17_f5_c3,0.9997316,19.0274,0.4607,397120125,True,True,False,correction_1.0.6,0.0
9,ztf,59480.45002309978,1726450022515015006,2,1726450022515,18.916643,1,1726,0.10171356,18.652973,17.319016,18.7597,0.149848,0.032904744,0.043859906,0.3083,7.5077556,-3.0312754,0.88,t17_f5_c3,0.9998605,18.8829,0.4429,397120225,True,True,False,correction_1.0.6,0.0
10,ztf,59485.296203699894,1731296202515015003,1,1731296202515,18.880743,1,1731,0.27996558,18.932362,17.93683,18.8519,0.19056755,0.07145443,0.07617924,0.3614,7.5077165,-3.0312372,0.8814286,t17_f5_c3,0.9974202,18.4926,0.333,397120125,True,True,False,correction_1.0.6,0.0
11,ztf,59488.26773149986,1734267732515015008,1,1734267732515,20.434498,1,1734,0.05975347,19.328182,18.078247,19.1753,0.11480907,0.020326227,0.036308005,0.1234,7.507758,-3.0313208,0.9671429,t17_f5_c3,0.9999702,19.1544,0.1534,397120125,True,True,False,correction_1.0.6,0.0
12,ztf,59488.317291699816,1734317292515015009,2,1734317292515,20.472227,1,1734,0.10165613,19.195967,17.451887,19.2201,0.09907524,100.0,0.019876191,0.142,7.5077499,-3.0312842,0.9357143,t17_f5_c3,0.9999995,19.3787,0.2069,397120225,True,True,False,correction_1.0.6,0.0
13,ztf,59490.33158560004,1736331582515015010,1,1736331582515,20.429415,1,1736,0.053137667,19.523573,18.136324,19.3609,0.11517231,0.004777778,0.03209583,0.1431,7.5077351,-3.0313226,0.96428573,t17_f5_c3,0.9999928,19.3009,0.1718,397120125,True,True,False,correction_1.0.6,0.0
14,ztf,59502.35351849999,1748353512515015009,2,1748353512515,19.717617,1,1748,0.45103905,19.658125,17.53015,19.8599,0.19604233,100.0,0.027615951,0.3578,7.5078588,-3.0313917,0.94857144,t17_f5_c3,0.9999865,19.986,0.5125,397120225,True,True,False,correction_1.0.6,0.0
